match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_duelLost,stat_challengeLost,stat_totalTackle,stat_unsuccessfulTouch,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_wonTackle,captain,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_totalOffside,player_sofascoreId,stat_goals,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_errorLeadToAShot,stat_hitWoodwork
12441765,home,PEC Zwolle,Jasper Schendelaar,Jasper,Schendelaar,jasper-schendelaar,J. Schendelaar,G,1,182.0,179,M,856636,EUR,967852800,G,1,1,False,40.0,33.0,13.0,6.0,0.0,31.0,33.0,2.0,7.0,2.0,3.0,7.0,2.0,1.0,2.0,2.0,90.0,50.0,7.0,8.0,0.00103568,0,0.5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Olivier Aertssen,,,olivier-aertssen,O. Aertssen,D,3,185.0,170,M,1049446,EUR,1091836800,D,3,3,False,8.0,6.0,1.0,,0.0,3.0,5.0,3.0,3.0,1.0,3.0,1.0,,,,,42.0,20.0,6.6,3.0,0.00333708,0,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Simon Graves,,,simon-graves-jensen,S. G. Jensen,D,28,191.0,126,M,927155,EUR,922060800,D,28,28,False,45.0,34.0,10.0,6.0,0.0,28.0,35.0,6.0,10.0,6.0,9.0,2.0,1.0,,,,90.0,61.0,7.2,12.0,0.00323436,0,,4.0,1.0,,1.0,,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Anselmo Garcia McNulty,,,anselmo-garcia-mcnulty,A. G. McNulty,D,4,187.0,281,M,1005693,EUR,1045612800,D,4,4,False,43.0,36.0,10.0,5.0,0.0,26.0,29.0,10.0,14.0,8.0,8.0,6.0,1.0,,,,90.0,60.0,6.8,9.0,0.00434214,2,,2.0,,1.0,2.0,,2.0,6.0,,,,,1.0,2.0,0.5247,,,,,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Sherel Floranus,Sherel,Floranus,sherel-floranus,S. Floranus,D,2,181.0,189,M,803021,EUR,903830400,D,2,2,False,11.0,9.0,,,0.0,8.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,45.0,25.0,6.2,7.0,0.00664509,0,,5.0,2.0,,3.0,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Anouar El Azzouzi,,,anouar-el-azzouzi,A. E. Azzouzi,M,8,181.0,517,M,1021104,EUR,991094400,M,6,6,False,33.0,20.0,2.0,,0.0,10.0,13.0,10.0,20.0,6.0,,3.0,2.0,,,,86.0,58.0,6.5,24.0,0.00580465,1,,7.0,,1.0,4.0,,1.0,1.0,4.0,2.0,1.0,1.0,,,0.0658,3.0,1.0,1.0,1.0,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Ryan Thomas,Ryan,Thomas,ryan-thomas,R. Thomas,M,30,174.0,138,M,333571,EUR,787881600,M,30,30,False,43.0,32.0,10.0,6.0,0.0,18.0,23.0,14.0,20.0,10.0,6.0,2.0,4.0,,,,90.0,71.0,7.6,13.0,0.0132229,0,,4.0,1.0,3.0,,,1.0,3.0,,,6.0,1.0,,,,1.0,,2.0,2.0,,,,,,,,,,,,,
12441765,home,PEC Zwolle,Younes Namli,,,younes-namli,Y. Namli,M,9,180.0,239,M,235538,EUR,772070400,M,7,7,False,12.0,6.0,2.0,1.0,0.0,3.0,5.0,4.0,10.0,,2.0,3.0,,,,,71.0,31.0,6.3,14.0,0.128156,2,,9.0,2.0,,1.0,1.0,,,2.0,,,2.0,,,0.0807,3.0,1.0,,,True,3.0,1.0,1.0,0.5464,,,,,,,,
12441765,home,PEC Zwolle,Davy van den Berg,,,davy-van-den-berg,D. v. d. Berg,M,6,185.0,272,M,1001468,EUR,949622400,M,10,10,False,19.0,17.0,2.0,2.0,0.0,6.0,6.0,11.0,13.0,1.0,,2.0,,,,,72.0,26.0,7.2,4.0,0.043012,4,,4.0,,,,2.0,1.0,1.0,1.0,,,1.0,,3.0,0.201,1.0,,,,,,,1.0,0.2003,,,,,,,,
12441765,home,PEC Zwolle,Filip Krastev,,,filip-krastev,F. Krastev,M,10,178.0,1203,M,935556,EUR,1003104000,M,50,50,False,22.0,18.0,1.0,1.0,0.0,7.0,8.0,12.0,15.0,9.0,1.0,5.0,2.0,,,,90.0,50.0,6.5,18.0,0.308217,0,,15.0,,2.0,4.0,3.0,2.0,2.0,10.0,3.0,,3.0,,,,3.0,,,1.0,,1.0,1.0,,,1.0,,,,,,,
12441765,home,PEC Zwolle,Dylan Vente,,,dylan-vente,D. Vente,F,9,181.0,657,M,825843,EUR,926208000,F,9,9,False,20.0,14.0,2.0,1.0,0.0,4.0,6.0,10.0,14.0,2.0,3.0,3.0,1.0,,,,90.0,33.0,6.8,12.0,0.0349989,2,,6.0,,,2.0,1.0,1.0,1.0,2.0,,,1.0,,2.0,0.1178,2.0,,1.0,,,,,,,,1.0,,,,,,
