match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_keyPass,stat_challengeLost,stat_goals,stat_shotOffTarget,captain,stat_penaltyConceded,stat_totalOffside,player_sofascoreId,stat_goalAssist,stat_bigChanceCreated,stat_penaltyWon
10407359,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187,231,M,156663,EUR,760492800,G,33,33,False,12.0,8.0,5.0,1.0,8.0,8.0,4.0,8.0,2.0,1.0,2.0,90.0,20.0,6.3,4.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10407359,home,KAA Gent,Andreas Hanche-Olsen,,,andreas-hanche-olsen,A. Hanche-Olsen,D,25,185,376,M,794294,EUR,853459200,D,21,21,False,64.0,56.0,9.0,6.0,28.0,31.0,33.0,5.0,,,,90.0,74.0,6.9,10.0,0,28.0,2.0,4.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407359,home,KAA Gent,Michael Ngadeu,,,michael-ngadeu,M. Ngadeu,D,5,190,816,M,245705,EUR,659318400,D,5,5,False,61.0,52.0,9.0,5.0,33.0,37.0,24.0,5.0,,,,90.0,71.0,7.0,10.0,1,19.0,3.0,6.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
10407359,home,KAA Gent,Joseph Okumu,,,joseph-okumu,J. Okumu,D,2,193,662,M,985933,EUR,864604800,D,2,2,False,53.0,44.0,12.0,9.0,16.0,20.0,33.0,8.0,,,,90.0,72.0,7.2,12.0,1,28.0,2.0,5.0,3.0,4.0,,,3.0,6.0,,1.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
10407359,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180,256,M,1046245,EUR,1006300800,M,18,18,False,34.0,28.0,1.0,1.0,10.0,12.0,25.0,7.0,,,,84.0,56.0,6.5,13.0,1,19.0,,1.0,,,1.0,1.0,,3.0,,1.0,,,1.0,,,2.0,3.0,1.0,2.0,1.0,,,,,,,,,,
10407359,home,KAA Gent,Hyun-Seok Hong,,,hyun-seok-hong,H. Hong,M,24,177,1229,M,942937,EUR,929491200,M,7,7,False,51.0,35.0,4.0,1.0,11.0,15.0,37.0,7.0,,,,90.0,68.0,7.9,19.0,0,24.0,2.0,14.0,,1.0,9.0,4.0,,2.0,,,2.0,,,,3.0,,1.0,,,2.0,,,,,,,,,,
10407359,home,KAA Gent,Sven Kums,,,sven-kums,S. Kums,M,,176,164,M,45990,EUR,572832000,M,24,24,False,71.0,59.0,8.0,4.0,22.0,25.0,50.0,9.0,,,,90.0,84.0,7.1,17.0,1,37.0,1.0,3.0,1.0,,2.0,1.0,2.0,8.0,,,1.0,,1.0,,,3.0,4.0,,,3.0,2.0,1.0,,,,,,,,
10407359,home,KAA Gent,Andrew Hjulsager,,,andrew-hjulsager,A. Hjulsager,M,17,177,167,M,186807,EUR,790128000,M,17,17,False,28.0,23.0,2.0,2.0,4.0,6.0,29.0,2.0,,,,84.0,55.0,7.2,12.0,2,22.0,,3.0,1.0,1.0,2.0,2.0,,6.0,1.0,,2.0,,,,1.0,2.0,7.0,3.0,1.0,4.0,1.0,,1.0,,,,,,,
10407359,home,KAA Gent,Vadis Odjidja-Ofoe,Vadis,Odjidja-Ofoe,vadis-odjidja-ofoe,V. Odjidja-Ofoe,M,8,185,357,M,17806,EUR,604022400,F,8,8,False,35.0,25.0,3.0,2.0,6.0,7.0,31.0,7.0,,,,65.0,46.0,6.7,17.0,2,19.0,,1.0,,1.0,,,,3.0,,2.0,2.0,1.0,,,,1.0,3.0,,1.0,,,,2.0,True,1.0,,,,,
10407359,home,KAA Gent,Laurent Depoitre,,,laurent-depoitre,L. Depoitre,F,29,191,126,M,171235,EUR,597456000,F,29,29,False,15.0,12.0,1.0,1.0,3.0,3.0,12.0,1.0,,,,90.0,23.0,6.3,8.0,1,9.0,,,,,,,2.0,9.0,,,1.0,,,,,1.0,,,4.0,1.0,1.0,,1.0,,,1.0,,,,
