match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_bigChanceMissed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_keyPass,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_errorLeadToAShot,stat_fouls,stat_challengeLost,captain,stat_totalCross,stat_accurateCross,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goals,stat_totalOffside
12436890,home,Chelsea,Robert Sánchez,robert-sanchez,R. Sánchez,G,1,197,18379,M,RS1,920546,EUR,879811200,G,1,1,False,36.0,24.0,15.0,3.0,0.0,22.0,24.0,2.0,12.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,90.0,45.0,6.2,12.0,0.00088483,0,-0.2186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12436890,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19313,M,malogst,996958,EUR,1053302400,D,27,27,False,34.0,29.0,5.0,4.0,0.0,12.0,15.0,17.0,19.0,2.0,3.0,,,,,,,,82.0,50.0,6.9,9.0,0.0224175,3,,2.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5974,2.0,,,,,,,,,,,,,,,
12436890,home,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,wesley_fofana3,923894,EUR,977011200,D,29,29,False,51.0,48.0,1.0,1.0,0.0,31.0,32.0,17.0,19.0,6.0,5.0,,,,,,,,90.0,63.0,7.3,3.0,0.00789876,1,,,1.0,,3.0,,,1.0,,1.0,,,,,1.0,0.3604,1.0,,,1.0,1.0,,,,,,,,,,,
12436890,home,Chelsea,Levi Colwill,levi-colwill,L. Colwill,D,6,187,17899,M,LColwill,996911,EUR,1046217600,D,6,6,False,79.0,65.0,13.0,5.0,0.0,50.0,59.0,15.0,20.0,4.0,3.0,,,,,,,,90.0,87.0,6.6,14.0,0.00818041,0,,,2.0,3.0,4.0,,,,,1.0,1.0,2.0,1.0,,,,1.0,,,,,1.0,3.0,,,,,,,,,
12436890,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,False,39.0,36.0,2.0,1.0,0.0,25.0,26.0,11.0,13.0,2.0,3.0,,,,,,,,90.0,58.0,7.0,5.0,0.00690516,0,,1.0,,4.0,4.0,1.0,,,,1.0,3.0,3.0,2.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,
12436890,home,Chelsea,Moisés Caicedo,moises-caicedo,M. Caicedo,M,25,178,79319,M,MoisesCaicedo55,987650,EUR,1004659200,M,25,25,False,55.0,52.0,8.0,6.0,0.0,26.0,27.0,26.0,28.0,1.0,8.0,,,,,,,,90.0,67.0,7.2,4.0,0.0239323,0,,1.0,1.0,5.0,5.0,,,,,2.0,1.0,3.0,3.0,,1.0,,,,,1.0,,,2.0,1.0,True,,,,,,,
12436890,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181,16643,M,romeolavia,1069488,EUR,1073347200,M,45,45,False,27.0,26.0,,,0.0,10.0,11.0,16.0,16.0,1.0,2.0,,,,,,,,68.0,31.0,6.7,3.0,0.0252897,0,,,1.0,3.0,2.0,2.0,,,,,,1.0,1.0,,,,2.0,Romeo Lavia,,,,,,1.0,,,,,,,,
12436890,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,M,11,11,False,15.0,12.0,,,0.0,3.0,4.0,10.0,13.0,,4.0,,,,,,,,68.0,32.0,7.1,6.0,0.301088,4,,,1.0,2.0,6.0,,,2.0,2.0,,,1.0,1.0,2.0,1.0,0.2803,1.0,,,3.0,3.0,,1.0,1.0,,2.0,1.0,,,,,
12436890,home,Chelsea,Cole Palmer,cole-palmer,C. Palmer,M,10,185,363781,M,ColdPalmer,982780,EUR,1020643200,M,20,20,False,30.0,23.0,4.0,3.0,0.0,8.0,9.0,15.0,25.0,,,,,,,,,,90.0,50.0,6.7,18.0,0.0141868,4,,,,6.0,3.0,1.0,,1.0,2.0,,,1.0,1.0,3.0,1.0,0.1598,1.0,,,4.0,1.0,,1.0,1.0,,4.0,,1.0,0.0766,,,
12436890,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,pedroneto_30,879349,EUR,952560000,M,7,7,False,19.0,17.0,,,0.0,6.0,6.0,14.0,17.0,,4.0,,,,,,,,90.0,38.0,7.7,4.0,0.625867,3,,,,3.0,4.0,,,,2.0,,1.0,2.0,1.0,1.0,2.0,0.0593,2.0,,,,,,2.0,1.0,,4.0,3.0,1.0,0.1483,1.0,1.0,
12436890,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,10.0,7.0,,,0.0,,3.0,7.0,8.0,,2.0,,,,,,,,88.0,21.0,7.2,7.0,0.054717,2,,3.0,1.0,6.0,5.0,1.0,,1.0,,,,1.0,1.0,2.0,2.0,0.083,1.0,Nicolas Jackson,,1.0,1.0,,2.0,,,1.0,,1.0,0.0668,,,1.0
