match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_bigChanceCreated,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_fouls,stat_keyPass,stat_interceptionWon,stat_totalCross,stat_wasFouled,stat_accurateCross,stat_goalAssist,stat_challengeLost,stat_bigChanceMissed,stat_outfielderBlock,stat_penaltyWon,stat_penaltyMiss,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_totalOffside
10433967,home,Fenerbahçe,Altay Bayındır,,,altay-bayindir,A. Bayındır,G,1,198.0,15125,M,altaybayindir,815890,EUR,892512000,G,1,1,False,True,26.0,20.0,8.0,2.0,19.0,19.0,1.0,7.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,2.0,90.0,37.0,7.5,6.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433967,home,Fenerbahçe,Ferdi Kadıoğlu,,,ferdi-kadioglu,F. Kadıoğlu,D,24,174.0,21029,M,ferdikadioglu,825844,EUR,939254400,D,7,7,False,,37.0,28.0,2.0,2.0,11.0,14.0,17.0,23.0,2.0,4.0,,,,,,,90.0,61.0,6.8,16.0,1,1.0,4.0,5.0,1.0,3.0,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
10433967,home,Fenerbahçe,Gustavo Henrique,,,gustavo-henrique,G. Henrique,D,13,195.0,5436,M,,243181,EUR,732931200,D,2,2,False,,48.0,43.0,2.0,2.0,31.0,32.0,12.0,16.0,2.0,1.0,,,,,,,90.0,54.0,7.9,6.0,2,3.0,5.0,3.0,,,,,,,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,
10433967,home,Fenerbahçe,Attila Szalai,,,attila-szalai,A. Szalai,D,41,192.0,2460,M,,823092,EUR,885254400,D,41,41,False,,87.0,81.0,11.0,9.0,54.0,55.0,27.0,32.0,1.0,7.0,,,,,,,90.0,91.0,7.3,6.0,0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
10433967,home,Fenerbahçe,Ezgjan Alioski,,,ezgjan-alioski,E. Alioski,D,7,173.0,798,M,,137060,EUR,697852800,D,6,6,False,,54.0,46.0,3.0,1.0,29.0,31.0,17.0,25.0,,3.0,,,,,,,90.0,70.0,6.8,15.0,0,1.0,6.0,6.0,3.0,2.0,1.0,,2.0,,,,,,,,1.0,,1.0,2.0,3.0,,,,,,,,,,,
10433967,home,Fenerbahçe,Diego Rossi,,,diego-rossi,D. Rossi,F,10,170.0,1998,M,,831809,EUR,894153600,M,9,9,False,,35.0,30.0,2.0,2.0,7.0,8.0,25.0,33.0,,4.0,,,,,,,66.0,54.0,8.1,13.0,1,,1.0,2.0,,2.0,1.0,,1.0,1.0,2.0,,,,1.0,1.0,,2.0,2.0,6.0,,2.0,,,,,,,,,,
10433967,home,Fenerbahçe,Willian Arão,,,willian-arao,Willian Arão,M,15,181.0,1889,M,,242213,EUR,700358400,M,5,5,False,,67.0,58.0,7.0,4.0,27.0,30.0,31.0,37.0,1.0,5.0,,,,,,,90.0,75.0,7.3,9.0,2,,5.0,4.0,,,,,1.0,1.0,,3.0,1.0,,2.0,,3.0,1.0,2.0,,,,1.0,2.0,1.0,1.0,,,,,,
10433967,home,Fenerbahçe,Miguel Crespo,,,miguel-crespo,M. Crespo,M,13,187.0,619,M,,972410,EUR,842400000,M,27,27,False,,42.0,35.0,,,15.0,15.0,20.0,28.0,,3.0,,,,,,,81.0,61.0,7.2,16.0,1,1.0,9.0,6.0,1.0,5.0,1.0,,4.0,2.0,3.0,,,,1.0,1.0,2.0,,,1.0,1.0,,,1.0,,,,,,,,
10433967,home,Fenerbahçe,Emre Mor,,,emre-mor,E. Mor,M,99,169.0,2588,M,,826258,EUR,869702400,M,99,99,False,,27.0,24.0,,,4.0,4.0,23.0,29.0,,5.0,,,,,,,66.0,52.0,7.8,11.0,2,,4.0,12.0,1.0,5.0,3.0,,3.0,3.0,2.0,,,1.0,1.0,,,2.0,,6.0,6.0,3.0,,1.0,,,,,,,,
10433967,home,Fenerbahçe,Enner Valencia,,,enner-valencia,E. Valencia,F,13,177.0,9820,M,ennervalencia,106456,EUR,626140800,F,13,13,False,,30.0,26.0,,,9.0,9.0,17.0,22.0,,7.0,,,,,,,86.0,56.0,8.6,14.0,3,2.0,8.0,8.0,4.0,3.0,2.0,1.0,2.0,1.0,4.0,2.0,,,2.0,1.0,3.0,4.0,4.0,1.0,2.0,,1.0,,,,,,,,,
