match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_progressiveBallCarriesCount,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_fouls,captain,stat_aerialWon,stat_outfielderBlock,stat_lastManTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_accurateCross,stat_bestBallCarryProgression,stat_totalProgressiveBallCarriesDistance,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_shotOffTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside,player_firstName,stat_bigChanceCreated,player_lastName,player_sofascoreId,stat_punches,stat_bigChanceMissed
14083251,home,Real Oviedo,Aarón Escandell,aaron-escandell,A. Escandell,G,13,188,1011,M,368922,EUR,812160000,G,13,13,False,38.0,15.0,30.0,7.0,0.0,8.0,10.0,7.0,28.0,2.0,2.0,6.0,2.0,1.0,1.0,1.0,90.0,45.0,7.1,23.0,0.00129778,33.842948856774,6.0,13.385983309163,0.0,0.2111,0,0.5381,0.04,-0.02,0.32,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,Nacho Vidal,nacho-vidal,N. Vidal,D,22,180,317,M,844752,EUR,790905600,D,22,22,False,25.0,19.0,5.0,1.0,0.0,13.0,15.0,6.0,10.0,1.0,,1.0,,,,,70.0,38.0,6.3,8.0,0.00325307,53.345739945422,5.0,-16.739462721411,0.0,,0,,-0.1,-0.09,-0.08,,1.0,1.0,6.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,David Costas,david-costas,D. Costas,D,4,183,276,M,345333,EUR,796176000,D,4,4,False,37.0,29.0,14.0,8.0,0.0,21.0,21.0,8.0,16.0,3.0,2.0,8.0,1.0,,,,90.0,44.0,7.7,9.0,0.00190383,73.629103713547,14.0,25.536189464515,0.0,,0,,0.04,0.05,0.87,,,,1.0,1.0,,1.0,,True,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,David Carmo,david-carmo,D. Carmo,D,16,196,2256,M,892235,EUR,932342400,D,16,16,False,28.0,21.0,6.0,1.0,0.0,14.0,14.0,7.0,14.0,3.0,6.0,2.0,1.0,,,,90.0,39.0,6.9,8.0,0.175838,7.8683614313923,2.0,-3.3256093067487,0.0,,0,,0.21,0.02,0.47,,,1.0,2.0,,1.0,,1.0,,3.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,Javi López,lopez-javi,J. López,D,25,183,401,M,945404,EUR,1009843200,D,25,25,False,33.0,27.0,3.0,1.0,0.0,10.0,11.0,17.0,22.0,6.0,2.0,3.0,1.0,,,,90.0,53.0,7.3,10.0,0.0559979,40.119901059874,5.0,2.5253414611927,1.0,,0,,0.22,-0.02,0.18,,4.0,1.0,3.0,1.0,,4.0,1.0,,1.0,,,2.0,,2.0,1.0,9.9685610103356,19.425553891717,,,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,Kwasi Sibo,kwasi-sibo,K. Sibo,M,6,182,4457,M,905639,EUR,898646400,M,6,6,False,21.0,21.0,1.0,1.0,0.0,13.0,13.0,8.0,8.0,1.0,,4.0,,,,,70.0,24.0,6.7,,0.00463151,58.230101132249,8.0,28.552833867217,1.0,,0,,0.06,0.07,-0.02,,,,2.0,1.0,,1.0,1.0,,,,,,,,,13.309517472494,18.158799629931,,,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,Santiago Colombatto,santiago-colombatto,S. Colombatto,M,11,180,597,M,822379,EUR,853459200,M,11,11,False,24.0,20.0,,,0.0,7.0,10.0,13.0,14.0,9.0,3.0,5.0,4.0,,,,87.0,44.0,7.6,8.0,0.125595,71.536689071162,9.0,32.296164038221,1.0,,0,,0.31,0.1,0.39,,3.0,2.0,5.0,,,4.0,1.0,,,,,3.0,,2.0,1.0,10.476643262153,25.532754042602,1.0,2.0,1.0,,,,,,,,,,,,,,
14083251,home,Real Oviedo,Haissem Hassan,haissem-hassan,H. Hassan,M,10,173,5683,M,942836,EUR,1013126400,M,10,10,False,12.0,10.0,3.0,3.0,0.0,5.0,5.0,5.0,7.0,3.0,,1.0,,,,,64.0,30.0,6.6,13.0,0.00953653,204.35835521354,15.0,112.94341583872,4.0,,1,,0.01,0.19,-0.14,,5.0,,6.0,3.0,,1.0,,,,,,1.0,3.0,,,25.813794577332,117.46139871361,,5.0,2.0,1.0,0.0361,0.0726,-0.11,,,,,,,,,,
14083251,home,Real Oviedo,Alberto Reina,alberto-reina-campos,A. Reina,M,5,179,337,M,882475,EUR,873763200,M,5,5,False,17.0,15.0,2.0,2.0,0.0,9.0,9.0,6.0,8.0,,,3.0,,,,,64.0,23.0,6.7,5.0,0.0252839,86.755965555605,7.0,22.347349876787,2.0,,0,,0.21,0.07,0.14,,,,3.0,,1.0,,1.0,,,,,,,1.0,,34.110114700957,46.850174435773,2.0,1.0,,,,,,,,,,,,,,,
14083251,home,Real Oviedo,Ilyas Chaira,ilyas-chaira,I. Chaira,M,7,179,2481,M,1008037,EUR,981072000,M,7,7,False,20.0,12.0,,,0.0,3.0,6.0,9.0,14.0,4.0,2.0,,,,,,90.0,42.0,7.1,16.0,0.00845771,138.8228683727,15.0,62.479444565036,2.0,,4,,-0.08,0.39,0.16,,4.0,2.0,5.0,,,1.0,2.0,,2.0,,,,4.0,,1.0,15.110455264311,25.400344565969,1.0,1.0,1.0,2.0,1.2326,1.3924,0.31,1.0,1.0,1.0,1.0,,,,,,
