match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalOffside,stat_keyPass,stat_accurateCross,stat_unsuccessfulTouch,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,captain,stat_bigChanceCreated,stat_goodHighClaim,stat_errorLeadToAShot,stat_goals
12448344,home,Almere City FC,Nordin Bakker,nordin-bakker,N. Bakker,G,31,196.0,132,M,945955,EUR,878256000,G,1,1,False,26.0,12.0,15.0,1.0,0.0,12.0,13.0,13.0,8.0,1.0,1.0,1.0,90.0,31.0,6.2,14.0,9.534e-05,0,-0.3242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448344,home,Almere City FC,Hamdi Akujobi,hamdi-akujobi,H. Akujobi,D,,175.0,76,M,983662,EUR,948326400,D,20,20,False,41.0,31.0,7.0,3.0,0.0,13.0,15.0,27.0,11.0,,,,90.0,67.0,7.4,15.0,0.0777624,3,,18.0,1.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,0.0736,0.0395,,,,,,,,,,,,,,,,,
12448344,home,Almere City FC,Ricardo Visus,ricardo-visus,R. Visus,D,14,192.0,119,M,1046322,EUR,988070400,D,4,4,False,66.0,55.0,12.0,6.0,0.0,33.0,35.0,31.0,4.0,,,,90.0,72.0,6.7,11.0,0.0127905,0,,22.0,,3.0,3.0,6.0,,2.0,2.0,,,1.0,,,,,1.0,1.0,,,Ricardo Visus,,1.0,1.0,,,,,,,,,,,,,
12448344,home,Almere City FC,James Lawrence,james-lawrence,J. Lawrence,D,4,188.0,53,M,193462,EUR,714441600,D,15,15,False,69.0,51.0,7.0,2.0,0.0,27.0,32.0,39.0,5.0,,,,90.0,84.0,7.0,20.0,0.014997,1,,24.0,2.0,7.0,8.0,8.0,,,,,,5.0,,4.0,,,1.0,2.0,0.0413,,,,5.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12448344,home,Almere City FC,Vasilios Zagaritis,vassilis-zagaritis,V. Zagaritis,D,19,178.0,227,M,1064426,EUR,988934400,D,14,14,False,49.0,40.0,4.0,,0.0,14.0,15.0,39.0,4.0,,,,90.0,85.0,6.9,20.0,0.0510668,0,,27.0,5.0,1.0,7.0,6.0,,3.0,,,,1.0,,1.0,3.0,3.0,2.0,2.0,,,,,1.0,1.0,,,2.0,1.0,2.0,,,,,,,,
12448344,home,Almere City FC,Thom Haye,thom-haye,T. Haye,M,33,187.0,10984,M,149666,EUR,792288000,M,19,19,False,64.0,50.0,11.0,4.0,0.0,19.0,20.0,52.0,10.0,,,,90.0,82.0,7.1,22.0,0.10406,1,,33.0,8.0,,2.0,4.0,,3.0,2.0,,1.0,,,2.0,2.0,2.0,,1.0,0.0532,,,,,,,,1.0,2.0,,thomhaye,,,,,,,
12448344,home,Almere City FC,Anas Tahiri,anas-tahiri,A. Tahiri,M,19,179.0,260,M,544156,EUR,800496000,M,8,8,False,55.0,53.0,3.0,2.0,0.0,11.0,11.0,44.0,4.0,,,,83.0,59.0,6.7,3.0,0.0254335,0,,42.0,,1.0,2.0,1.0,1.0,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12448344,home,Almere City FC,Kornelius Normann,kornelius-hansen,K. Hansen,M,11,175.0,64,M,989864,EUR,989107200,M,17,17,False,23.0,18.0,1.0,,0.0,10.0,11.0,12.0,1.0,,,,83.0,30.0,6.7,7.0,0.007804,2,,8.0,,,2.0,1.0,,,,,1.0,,,,1.0,1.0,,,0.093,,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,,,,
12448344,home,Almere City FC,Thomas Robinet,thomas-robinet,T. Robinet,M,9,180.0,359,M,790802,EUR,840326400,M,9,9,False,15.0,9.0,1.0,,0.0,3.0,4.0,11.0,4.0,,,,90.0,25.0,6.5,10.0,0.0101636,2,,6.0,,1.0,7.0,3.0,,2.0,1.0,,1.0,,,,1.0,,,2.0,0.0597,,,,3.0,1.0,1.0,,1.0,,3.0,,,,True,1.0,,,
12448344,home,Almere City FC,Junior Kadile,kadile-junior,J. Kadile,M,11,182.0,132,M,999033,EUR,1039996800,M,11,11,False,30.0,25.0,,,0.0,7.0,8.0,24.0,6.0,,,,84.0,56.0,7.1,17.0,0.0342839,3,,19.0,2.0,1.0,8.0,9.0,2.0,5.0,2.0,,,,,1.0,3.0,2.0,3.0,4.0,0.0611,,,,1.0,,3.0,,,1.0,5.0,,,,,,,,
12448344,home,Almere City FC,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180.0,203,M,990814,EUR,902534400,F,18,18,False,20.0,18.0,,,0.0,1.0,1.0,20.0,1.0,,,,84.0,28.0,6.9,5.0,0.498085,1,,17.0,1.0,,10.0,3.0,1.0,2.0,2.0,,,,,,,,1.0,1.0,0.0629,,Charles-Andreas,Brym,6.0,2.0,1.0,,2.0,,1.0,,,,,,,,
12448344,home,Almere City FC,Ali Jasim,elaibi-ali-jasim,A. Jasim,M,14,182.0,8498,M,1066729,EUR,1074556800,M,12,12,True,5.0,5.0,,,0.0,2.0,2.0,3.0,2.0,,,,12.0,5.0,6.5,,0.00386242,0,,3.0,,,3.0,,,,,,,,,,,,,,,,Ali Jasim Elaibi,,2.0,1.0,,,,,,ali_jasim.7,,,,,,,
12448344,home,Almere City FC,Adi Nalić,adi-nalic,A. Nalić,M,22,190.0,162,M,875437,EUR,880934400,M,16,16,True,7.0,6.0,,,0.0,1.0,2.0,5.0,,,,,12.0,8.0,6.5,1.0,0.00880634,0,,5.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
12448344,home,Almere City FC,Olivier De Nijs,olivier-de-nijs,O. D. Nijs,M,19,181.0,15,M,1648767,EUR,1099958400,M,32,32,True,1.0,1.0,,,0.0,1.0,1.0,,,,,,11.0,3.0,6.6,,7.864e-05,1,,,,,1.0,,,,,,,,,,,,,,0.229,,Olivier,De Nijs,1.0,,1.0,,,,,,,,,,,,
12448344,home,Almere City FC,Ruben Providence,ruben-providence,R. Providence,F,28,172.0,5595,M,954066,EUR,994464000,F,7,7,True,1.0,1.0,,,0.0,,,2.0,,,,,11.0,4.0,6.8,1.0,0.00283325,0,,1.0,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
12448344,home,Almere City FC,Joel Van der Wilt,van-der-wilt-joel,J. v. d. Wilt,G,30,198.0,14,M,1521867,EUR,1083024000,G,31,31,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,Joël van der Wilt,,,,,,,,,,,,,,,,
12448344,home,Almere City FC,Jonas Wendlinger,jonas-wendlinger,J. Wendlinger,G,1,191.0,30,M,951497,EUR,963792000,G,29,29,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448344,home,Almere City FC,Marvin Martins,marvin-martins,Martins,D,,185.0,95,M,537854,EUR,792979200,D,27,27,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448344,home,Almere City FC,Joey Jacobs,joey-jacobs,J. Jacobs,D,3,183.0,24,M,930838,EUR,955324800,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
