match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_interceptionWon,player_firstName,stat_outfielderBlock,stat_wasFouled,captain,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_expectedGoals,player_lastName,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed,stat_goals,stat_accurateCross,stat_blockedScoringAttempt,stat_keyPass,stat_bigChanceCreated,stat_penaltyFaced,stat_errorLeadToAShot,stat_penaltyConceded,stat_goalAssist
11391281,home,Metz,Alexandre Oukidja,alexandre-oukidja,A. Oukidja,G,90,185,3337,M,32668,EUR,585273600,G,16,16,False,26.0,9.0,25.0,8.0,6.0,7.0,3.0,19.0,6.0,1.0,2.0,90.0,31.0,6.2,17.0,0.00168356,0,-0.4896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11391281,home,Metz,Maxime Colin,maxime-colin,M. Colin,D,2,179,51,M,128285,EUR,690163200,D,2,2,False,32.0,24.0,,,19.0,22.0,5.0,11.0,4.0,,,90.0,53.0,6.3,12.0,0.00331079,0,,1.0,1.0,2.0,5.0,4.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
11391281,home,Metz,Ismaël Traoré,ismael-traore,I. Traore,D,,184,129,M,25506,EUR,524707200,D,8,8,False,35.0,27.0,5.0,1.0,22.0,27.0,5.0,8.0,1.0,,,90.0,39.0,6.2,9.0,0.00180352,0,,,1.0,,2.0,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11391281,home,Metz,Sadibou Sané,sane-sadibou,S. Sané,D,38,185,730,M,1471683,EUR,1086825600,D,38,38,False,35.0,28.0,7.0,3.0,26.0,29.0,2.0,6.0,3.0,,,90.0,49.0,7.0,7.0,0.00097613,0,,,,2.0,,6.0,,,5.0,3.0,2.0,,,2.0,Sadibou Sané,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11391281,home,Metz,Matthieu Udol,matthieu-udol,M. Udol,D,14,178,453,M,787827,EUR,827280000,D,3,3,False,23.0,16.0,3.0,1.0,12.0,12.0,4.0,13.0,2.0,,,90.0,42.0,7.0,12.0,0.00689573,1,,2.0,,1.0,1.0,5.0,,,4.0,1.0,,1.0,1.0,1.0,,,1.0,True,2.0,2.0,1.0,0.089,,,,,,,,,,,,,,,
11391281,home,Metz,Kevin Van Den Kerkhof,kevin-van-den-kerkhof,K. V. D. Kerkhof,D,3,190,2115,M,1130602,EUR,826675200,M,22,22,False,4.0,4.0,,,1.0,1.0,3.0,5.0,1.0,,,45.0,14.0,6.5,6.0,0.00213521,1,,2.0,,,2.0,1.0,,,1.0,1.0,1.0,3.0,1.0,,,,,,1.0,,,0.0476,,1.0,1.0,0.2391,,,,,,,,,,,
11391281,home,Metz,Danley Jean Jacques,jean-jacques-danley,D. J. Jacques,M,21,180,4507,M,1173167,EUR,958780800,M,27,27,False,13.0,10.0,1.0,,4.0,5.0,6.0,8.0,,,,70.0,21.0,6.3,6.0,0.00096498,0,,,1.0,,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,
11391281,home,Metz,Kévin N'Doram,kevin-ndoram,K. N'Doram,M,96,184,91,M,823476,EUR,822268800,M,6,6,False,26.0,21.0,4.0,1.0,16.0,18.0,5.0,8.0,4.0,,,85.0,43.0,7.1,6.0,0.00182096,0,,,1.0,,4.0,6.0,1.0,1.0,1.0,5.0,4.0,,1.0,4.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
11391281,home,Metz,Arthur Atta,atta-arthur,A. Atta,M,14,189,2507,M,1444690,EUR,1042502400,M,25,25,False,9.0,6.0,,,1.0,3.0,5.0,7.0,3.0,,,45.0,16.0,6.2,6.0,0.00380188,0,,1.0,,,4.0,2.0,2.0,1.0,,1.0,1.0,,,,,,,,2.0,1.0,,,,,1.0,,,,,,,,,,,,
11391281,home,Metz,Papa Amadou Diallo,pape-diallo,P. Diallo,M,19,182,921,M,1463508,EUR,1088121600,M,7,7,False,15.0,10.0,,,3.0,5.0,7.0,10.0,6.0,,,70.0,26.0,6.3,11.0,0.105203,0,,,4.0,1.0,11.0,4.0,2.0,2.0,,2.0,1.0,2.0,1.0,2.0,Pape Diallo,,,,3.0,1.0,,,,,,,,,,,,,,,,,
