match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_sofascoreId,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_outfielderBlock,stat_clearanceOffLine,stat_aerialLost,stat_bigChanceCreated,stat_errorLeadToAShot,stat_keyPass,stat_accurateCross,captain,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,stat_hitWoodwork,stat_goodHighClaim,stat_lastManTackle,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_goals,stat_totalOffside
14025275,home,Burnley,Zian Flemming,,,flemming-zian,Z. Flemming,F,19,183,1606,M,875137,EUR,901929600,F,19,19,False,18.0,10.0,2.0,1.0,0.0,1.0,1.0,9.0,17.0,4.0,6.0,,2.0,2.0,,,,76.0,27.0,6.2,12.0,0.0193871,,1,,-0.09,-0.08,-0.06,,,,10.0,1.0,2.0,,,,,2.0,1.0,,,6.0,,,,,,,,1.0,0.0212,-0.11,,,,,,,,
14025275,home,Burnley,Jacob Bruun Larsen,,,jacob-bruun-larsen,J. B. Larsen,M,7,183,710,M,809276,EUR,906163200,F,7,7,True,14.0,11.0,1.0,,0.0,3.0,3.0,8.0,11.0,,1.0,,1.0,,,,,28.0,23.0,6.4,10.0,0.0117139,,0,,-0.11,0.16,0.17,,,2.0,2.0,,,2.0,,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
14025275,home,Burnley,Loum Tchaouna,,,loum-tchaouna,L. Tchaouna,F,17,180,1357,M,1004505,EUR,1062979200,F,17,17,True,14.0,10.0,,,0.0,,,10.0,14.0,,3.0,,1.0,1.0,,,,28.0,19.0,6.8,6.0,0.01224,,0,,0.05,0.02,0.13,,,1.0,,,,1.0,,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,,,,,,,
14025275,home,Burnley,Hannibal Mejbri,,,hannibal-mejbri,H. Mejbri,M,28,182,23655,M,1009386,EUR,1043107200,M,28,28,True,17.0,11.0,1.0,1.0,0.0,1.0,2.0,10.0,15.0,,5.0,,2.0,2.0,,,,14.0,25.0,6.8,7.0,0.0114017,,0,,0.12,0.2,-0.13,,hannibal_mj,,1.0,,,3.0,,,,1.0,,,,1.0,,1.0,,,,3.0,,,,,,,,,,,,
14025275,home,Burnley,Armando Broja,,,armando-broja,A. Broja,F,27,191,8716,M,996985,EUR,1000080000,F,27,27,True,2.0,,,,0.0,,,,2.0,2.0,2.0,,,,,,,14.0,2.0,6.5,2.0,,,0,,0.0,,0.13,,armando.broja,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,
14025275,home,Burnley,Marcus Edwards,,,edwards-marcus,M. Edwards,M,10,167,2823,M,795066,EUR,912643200,F,10,10,True,3.0,3.0,,,0.0,,,3.0,3.0,,,,,,,,,8.0,8.0,6.4,4.0,0.00485551,,1,,-0.06,0.06,-0.01,,,2.0,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,1.0,0.0549,0.01,1.0,,,,,,,
14025275,home,Burnley,Max Weiss,,,max-weiss,M. Weiss,G,13,190,244,M,1128801,EUR,1087257600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,home,Burnley,Hjalmar Ekdal,,,hjalmar-ekdal,H. Ekdal,D,18,187,549,M,875360,EUR,908928000,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,home,Burnley,Lucas Pires,,,lucas-pires,L. Pires,D,23,182,554,M,1136896,EUR,985392000,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,home,Burnley,Ashley Barnes,,,ashley-barnes,A. Barnes,M,35,186,300,M,27028,EUR,625708800,F,35,35,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,David Raya,,,david-raya,D. Raya,G,1,183,26174,M,581310,EUR,811123200,G,1,1,False,27.0,14.0,14.0,1.0,0.0,12.0,12.0,2.0,15.0,,,1.0,7.0,,,,,90.0,33.0,6.6,13.0,0.00276738,,0,,0.24,0.0,0.29,,d_raya1,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
14025275,away,Arsenal,Jurriën Timber,,,jurrien-timber,J. Timber,D,12,179,21624,M,958959,EUR,992736000,D,12,12,False,31.0,27.0,1.0,,0.0,17.0,18.0,10.0,13.0,,2.0,2.0,3.0,,,,,90.0,51.0,6.5,8.0,0.00553115,,2,,-0.38,0.17,0.2,,jurrientimber,2.0,3.0,,1.0,,,2.0,,,1.0,,,2.0,,,,,,,,2.0,0.1861,-0.36,,,,,,,,
14025275,away,Arsenal,William Saliba,,,william-saliba,W. Saliba,D,2,193,43258,M,941168,EUR,985392000,D,2,2,False,85.0,81.0,4.0,1.0,0.0,65.0,67.0,16.0,18.0,3.0,5.0,4.0,5.0,,,,,90.0,94.0,7.4,4.0,0.00811345,,0,,0.12,0.13,0.62,,WSaliba4,1.0,3.0,,,,,2.0,1.0,,1.0,,,2.0,,,,1.0,,,,,,,,,1.0,,,,,
14025275,away,Arsenal,Gabriel Magalhães,,,gabriel-magalhaes,Gabriel,D,6,190,49131,M,869792,EUR,882489600,D,6,6,False,59.0,55.0,4.0,1.0,1.0,38.0,39.0,17.0,20.0,4.0,6.0,9.0,1.0,1.0,,,,90.0,72.0,8.0,4.0,0.516913,,0,,0.48,0.08,0.15,,GabrielMagalhães,,1.0,,,,1.0,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,
14025275,away,Arsenal,Riccardo Calafiori,,,riccardo-calafiori,R. Calafiori,D,33,188,24414,M,957602,EUR,1021766400,D,33,33,False,32.0,29.0,,,0.0,11.0,12.0,18.0,20.0,1.0,4.0,6.0,3.0,2.0,,,,72.0,50.0,7.2,5.0,0.00882813,,1,,-0.01,0.29,0.25,,richycala,,3.0,,,,,1.0,1.0,,1.0,,,2.0,,,,,,,,,0.0576,0.09,,,,1.0,0.4357,,,
14025275,away,Arsenal,Eberechi Eze,,,eberechi-eze,E. Eze,F,10,178,55840,M,864921,EUR,899078400,M,10,10,False,21.0,21.0,,,0.0,10.0,10.0,11.0,11.0,,6.0,,4.0,4.0,,,,72.0,35.0,6.8,5.0,0.0137694,,1,,0.02,0.2,0.13,,eze,,4.0,,2.0,2.0,,1.0,,2.0,,,,1.0,,,,,,1.0,,,0.1208,-0.48,,,,,,1.0,,
14025275,away,Arsenal,Martín Zubimendi,,,martin-zubimendi,M. Zubimendi,M,36,180,26245,M,966837,EUR,917913600,M,36,36,False,75.0,62.0,5.0,2.0,0.0,31.0,33.0,31.0,42.0,2.0,3.0,,,,,,,77.0,81.0,6.8,14.0,0.0234144,,0,,-0.01,0.12,-0.01,,martin_zubimendi,,1.0,,,,2.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,Declan Rice,,,declan-rice,D. Rice,M,41,188,64734,M,856714,EUR,916272000,M,41,41,False,69.0,63.0,4.0,3.0,0.0,32.0,32.0,31.0,37.0,3.0,9.0,4.0,9.0,,,,,90.0,94.0,8.8,14.0,0.325676,,1,,0.25,0.36,0.26,,DeclanRice,6.0,6.0,2.0,,2.0,3.0,5.0,5.0,3.0,2.0,,,1.0,,,2.0,2.0,,1.0,,,0.2402,0.51,,,,1.0,0.7918,,1.0,
14025275,away,Arsenal,Bukayo Saka,,,bukayo-saka,B. Saka,F,7,178,182271,M,934235,EUR,999648000,F,7,7,False,24.0,19.0,,,0.0,5.0,7.0,14.0,17.0,,1.0,,1.0,,,,,90.0,34.0,6.7,9.0,0.0557669,,2,,0.11,0.43,0.18,,BSaka7,1.0,4.0,,,1.0,,1.0,,2.0,1.0,,,2.0,,,2.0,,True,,2.0,,0.5814,0.02,,,,2.0,0.4471,,,1.0
14025275,away,Arsenal,Viktor Gyökeres,,,viktor-gyokeres,V. Gyökeres,F,14,187,198098,M,804508,EUR,896918400,F,14,14,False,13.0,10.0,1.0,1.0,0.0,2.0,2.0,8.0,11.0,1.0,1.0,,2.0,,,,,45.0,17.0,7.2,4.0,0.174357,,1,,0.25,0.03,-0.02,,VGyökeres,,2.0,,,,,,,,2.0,,,1.0,2.0,,3.0,,,,,,0.8712,0.32,,,,1.0,0.6558,,1.0,
14025275,away,Arsenal,Leandro Trossard,,,leandro-trossard,L. Trossard,F,19,172,31477,M,135666,EUR,786499200,F,19,19,False,30.0,20.0,6.0,2.0,1.0,6.0,9.0,14.0,21.0,,5.0,,2.0,2.0,,,,89.0,58.0,6.4,23.0,0.150646,,2,,0.26,-0.51,-0.04,,leandrotrossard,3.0,8.0,1.0,3.0,4.0,,1.0,,6.0,1.0,,,1.0,1.0,,2.0,1.0,,2.0,,,0.272,-0.51,,,,2.0,0.1353,,,
14025275,away,Arsenal,Mikel Merino,,,mikel-merino,M. Merino,M,23,188,29240,M,592010,EUR,835401600,M,23,23,True,11.0,10.0,2.0,1.0,0.0,5.0,5.0,5.0,6.0,,1.0,,4.0,1.0,,,,45.0,19.0,6.5,6.0,0.0494868,,0,,0.29,0.01,0.0,,mikelmerino,1.0,6.0,,2.0,,,,,2.0,,,,4.0,,,1.0,,,,,,,,,,,,,,,
14025275,away,Arsenal,Piero Hincapié,,,piero-hincapie,P. Hincapié,D,5,184,30788,M,1002837,EUR,1010534400,D,5,5,True,6.0,6.0,1.0,1.0,0.0,4.0,4.0,2.0,2.0,,,,,,,,,18.0,9.0,6.6,2.0,0.00057879,,0,,0.02,0.06,-0.08,,pierohincapie,,3.0,2.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,Ethan Nwaneri,,,ethan-nwaneri,E. Nwaneri,M,22,176,28926,M,1401702,EUR,1174435200,M,22,22,True,7.0,6.0,1.0,,0.0,4.0,5.0,2.0,2.0,,2.0,,3.0,,,,,18.0,13.0,6.6,3.0,0.003213,,1,,-0.03,0.05,-0.04,,ethan_nwaneri,,3.0,1.0,,2.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,0.0419,-0.03,,,,,,,,
14025275,away,Arsenal,Christian Nørgaard,,,christian-norgaard,C. Nørgaard,M,16,185,9605,M,135256,EUR,763257600,M,16,16,True,4.0,3.0,,,0.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,13.0,11.0,6.8,2.0,0.00062694,,1,,0.04,0.17,0.23,,,,2.0,,,,,,,,1.0,,,1.0,,,,,,,,,0.0511,-0.23,,,,1.0,0.1152,,,
14025275,away,Arsenal,Myles Lewis-Skelly,Myles Lewis-Skelly,,lewis-skelly-myles,M. Lewis-Skelly,D,49,178,16151,M,1423711,EUR,1159228800,D,49,49,True,,,,,0.0,,,,,,,1.0,,,,,,1.0,5.0,,2.0,0.00011252,,0,,,,,,myleslewisskelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,Kepa Arrizabalaga,,,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,232422,EUR,781142400,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,KepaA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,Cristhian Mosquera,Cristhian Mosquera,,cristhian-mosquera,C. Mosquera,D,3,191,15807,M,1144630,EUR,1088294400,D,3,3,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,Ben White,,,benjamin-white,B. White,D,4,186,13830,M,846036,EUR,876268800,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,benwhite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14025275,away,Arsenal,Max Dowman,,,max-dowman,M. Dowman,M,56,183,16594,M,1917626,EUR,1262217600,M,56,56,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
