match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialWon,stat_challengeLost,stat_shotOffTarget,stat_blockedScoringAttempt,stat_lastManTackle,stat_fouls,stat_expectedGoals,stat_outfielderBlock,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_totalOffside,stat_expectedGoalsOnTarget,player_sofascoreId,stat_bigChanceMissed
11450162,home,Başakşehir FK,Volkan Babacan,volkan-babacan,V. Babacan,G,1,192,197,M,30143,EUR,587260800,G,1,1,False,True,25.0,24.0,2.0,2.0,24.0,25.0,10.0,1.0,1.0,5.0,90.0,37.0,8.2,1.0,4.921e-05,1.0,0,0.8925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11450162,home,Başakşehir FK,Léo Dubois,leo-dubois,L. Dubois,D,,178,587,M,552680,EUR,779500800,D,15,15,False,,43.0,31.0,7.0,3.0,17.0,21.0,12.0,,,,90.0,76.0,7.7,20.0,0.225314,3.0,0,,,,17.0,29.0,7.0,3.0,1.0,3.0,9.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,3.0,,,,,,,,,,,,,,
11450162,home,Başakşehir FK,Léo Duarte,leo-duarte,L. Duarte,D,5,183,505,M,839982,EUR,837561600,D,5,5,False,,85.0,81.0,4.0,2.0,63.0,64.0,3.0,,,,90.0,96.0,7.2,7.0,0.0546044,1.0,2,,,,18.0,21.0,,,5.0,6.0,6.0,,,,3.0,,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0755,,,,,,,
11450162,home,Başakşehir FK,Ousseynou Ba,ousseynou-ba,O. Ba,D,27,192,385,M,889430,EUR,816048000,D,27,27,False,,95.0,92.0,5.0,4.0,72.0,74.0,2.0,,,,90.0,118.0,8.5,6.0,0.0105024,,1,,,,20.0,21.0,,,1.0,3.0,11.0,,1.0,1.0,2.0,5.0,3.0,2.0,3.0,3.0,5.0,,1.0,,,2.0,0.0726,2.0,,,,,,
11450162,home,Başakşehir FK,Lucas Lima,lucas-lima,L. Lima,D,3,178,140,M,248529,EUR,687052800,D,6,6,False,,48.0,40.0,9.0,4.0,25.0,29.0,6.0,,,,90.0,65.0,7.3,11.0,0.0684094,1.0,0,,,,15.0,21.0,2.0,,,1.0,4.0,,,,3.0,1.0,,,,1.0,3.0,1.0,,,,,,,1.0,,,,,
11450162,home,Başakşehir FK,Berkay Özcan,berkay-ozcan,B. Özcan,M,8,178,161,M,806964,EUR,887500800,M,10,10,False,,51.0,44.0,2.0,1.0,32.0,35.0,4.0,,,,90.0,57.0,7.0,7.0,0.0110919,,1,,,,12.0,16.0,,,,2.0,5.0,,2.0,2.0,,,2.0,1.0,,,1.0,1.0,1.0,,,1.0,0.0372,,,,,,,
11450162,home,Başakşehir FK,Deniz Türüç,deniz-turuc,D. Türüç,M,9,175,292,M,252207,EUR,728265600,M,23,23,False,,34.0,30.0,3.0,2.0,10.0,11.0,7.0,,,,90.0,55.0,7.6,13.0,0.1454,2.0,2,,,,22.0,31.0,8.0,2.0,2.0,3.0,4.0,,2.0,1.0,1.0,,1.0,1.0,,2.0,,,1.0,,,,0.1039,,,1.0,1.0,0.0143,,
11450162,home,Başakşehir FK,Mehdi Abeid,mehdi-abeid,M. Abeid,M,,180,913,M,73056,EUR,713059200,M,19,19,False,,24.0,19.0,,,8.0,9.0,1.0,,,,67.0,34.0,6.4,12.0,0.0569301,,1,,,,12.0,16.0,1.0,1.0,1.0,6.0,,,1.0,,1.0,,,,5.0,,,1.0,1.0,,,3.0,0.0259,,,,,,,
11450162,home,Başakşehir FK,Dimitrios Pelkas,dimitrios-pelkas,D. Pelkas,M,10,175,1186,M,139304,EUR,751593600,M,14,14,False,,14.0,11.0,,,7.0,7.0,,,,,45.0,18.0,6.6,5.0,0.145048,,0,,,,4.0,8.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
11450162,home,Başakşehir FK,João Figueiredo,joao-figueiredo,J. Figueiredo,F,25,179,1278,M,841012,EUR,833155200,M,25,25,False,,19.0,15.0,1.0,1.0,5.0,6.0,1.0,,,,82.0,30.0,6.2,11.0,0.00991462,,0,,,,10.0,13.0,,,1.0,7.0,,2.0,2.0,,1.0,1.0,,,3.0,,,1.0,,,,1.0,,,,,,,,
