match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_accurateCross,player_sofascoreId,stat_keyPass,captain,stat_dispossessed,stat_blockedScoringAttempt,stat_totalOffside,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_errorLeadToAShot
13981482,home,Como,Jean Butez,jean-butez,J. Butez,G,1,188,1319,M,599114,EUR,802569600,G,1,1,False,38.0,27.0,19.0,8.0,0.0,23.0,26.0,4.0,12.0,1.0,1.0,4.0,12.0,1.0,2.0,4.0,1.0,2.0,2.0,90.0,52.0,7.4,11.0,0.00179536,0.1255,0,0.5816,0.08,-0.01,0.21,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13981482,home,Como,Ivan Smolčić,ivan-smolcic,I. Smolčić,D,28,181,1381,M,974581,EUR,966470400,D,28,28,False,25.0,22.0,2.0,1.0,0.0,20.0,22.0,2.0,3.0,,6.0,1.0,2.0,,,,,,,87.0,52.0,7.3,9.0,0.0007986,,0,,0.04,0.02,0.44,,,,1.0,1.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,
13981482,home,Como,Diego Carlos,diego-carlos,D. Carlos,D,34,185,2746,M,604232,EUR,732153600,D,34,34,False,20.0,19.0,6.0,5.0,0.0,17.0,17.0,2.0,3.0,1.0,2.0,,,,,,,,,45.0,26.0,7.1,1.0,0.00100805,,0,,0.07,0.01,0.25,,,,,,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,
13981482,home,Como,Marc-Oliver Kempf,marc-oliver-kempf,M. O. Kempf,D,2,186,853,M,226974,EUR,791251200,D,2,2,False,41.0,36.0,2.0,,0.0,28.0,30.0,8.0,11.0,2.0,4.0,8.0,3.0,,,,,,,90.0,55.0,8.1,6.0,0.0021922,,2,,0.06,0.01,0.49,,,,,1.0,2.0,,1.0,,2.0,1.0,1.0,,1.0,1.0,1.0,1.0,0.5711,0.7987,0.48,,,,,,,,,,,,
13981482,home,Como,Alberto Moreno,alberto-moreno,A. Moreno,D,18,171,850,M,229740,EUR,710294400,D,18,18,False,19.0,18.0,2.0,2.0,0.0,9.0,10.0,9.0,9.0,,1.0,1.0,2.0,,,,,,,68.0,37.0,6.7,6.0,0.0153727,,1,,0.16,0.11,-0.04,,,,2.0,,4.0,1.0,,,1.0,,1.0,,3.0,,1.0,,0.0281,0.1492,-0.19,1.0,,,,,,,,,,,
13981482,home,Como,Máximo Perrone,maximo-perrone,M. Perrone,M,23,178,8372,M,1086286,EUR,1041897600,M,23,23,False,38.0,29.0,4.0,2.0,1.0,20.0,25.0,9.0,13.0,,4.0,,3.0,,,,,,,90.0,50.0,7.0,13.0,0.00510394,,0,,0.08,0.08,-0.09,,Maximo Perrone,,,,3.0,2.0,,,4.0,2.0,4.0,,1.0,,,,,,,,maxiperrone16,1.0,,,,,,,,,
13981482,home,Como,Lucas Da Cunha,lucas-da-cunha,L. Da Cunha,M,33,174,1933,M,911848,EUR,992044800,M,33,33,False,40.0,34.0,2.0,1.0,0.0,18.0,21.0,16.0,19.0,1.0,4.0,1.0,6.0,,,,,,,90.0,49.0,7.1,8.0,0.181531,,0,,0.3,0.29,0.18,,,,1.0,,4.0,1.0,,,3.0,1.0,1.0,,2.0,,,,,,,1.0,,3.0,True,1.0,,,,,,,
13981482,home,Como,Mërgim Vojvoda,mergim-vojvoda,M. Vojvoda,D,31,187,1424,M,798147,EUR,791596800,M,31,31,False,32.0,25.0,,,0.0,15.0,18.0,10.0,14.0,,2.0,2.0,6.0,,,,,,,90.0,46.0,6.6,12.0,0.0342737,,2,,0.15,0.09,0.13,,,,4.0,,4.0,1.0,,1.0,1.0,1.0,,1.0,2.0,,1.0,,0.1512,0.0691,-0.51,1.0,,,,1.0,1.0,1.0,,,,,
13981482,home,Como,Nico Paz,nico-paz,N. Paz,M,10,185,88676,M,1171451,EUR,1094601600,M,10,10,False,30.0,22.0,,,1.0,8.0,12.0,14.0,18.0,,7.0,1.0,3.0,,,,,,,90.0,55.0,8.6,15.0,0.363262,,2,,0.49,0.51,-0.15,,,,1.0,2.0,11.0,3.0,,,2.0,,4.0,3.0,3.0,,1.0,1.0,0.0964,0.7784,0.51,1.0,nicopaz1o,5.0,,1.0,1.0,,4.0,2.0,1.0,,
13981482,home,Como,Maxence Caqueret,maxence-caqueret,M. Caqueret,M,6,174,2464,M,859027,EUR,950572800,M,6,6,False,24.0,18.0,1.0,,0.0,7.0,7.0,11.0,17.0,1.0,2.0,,,,,,,,,68.0,33.0,6.6,10.0,0.0363034,,1,,0.08,0.17,-0.02,,,,,,3.0,1.0,,,,,2.0,1.0,,1.0,,,0.3897,,0.0,,,1.0,,2.0,,,1.0,1.0,,1.0,
