match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_interceptionWon,stat_totalTackle,stat_wasFouled,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_wonContest,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_totalOffside,stat_goodHighClaim,stat_errorLeadToAShot,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed
11399386,home,FC Volendam,Mio Backhaus,Mio Backhaus,,mio-backhaus,M. Backhaus,G,30,194.0,1073,M,1083390,EUR,1082073600,G,1,1,False,35.0,25.0,15.0,6.0,24.0,29.0,1.0,6.0,2.0,5.0,2.0,3.0,2.0,90.0,43.0,6.1,10.0,0.00068412,0,-1.1981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11399386,home,FC Volendam,Oskar Buur,,,oskar-buur,O. Buur,D,2,178.0,84,M,797688,EUR,891302400,D,2,2,False,29.0,22.0,2.0,,7.0,10.0,15.0,21.0,2.0,4.0,,,,63.0,46.0,6.6,11.0,0.0138895,1,,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0313,1.0,,,,,,,,,,,,,,,,,,,
11399386,home,FC Volendam,Benaissa Benamar,,,benaissa-benamar,B. Benamar,D,5,191.0,226,M,970791,EUR,860457600,D,6,6,False,90.0,83.0,11.0,10.0,37.0,40.0,46.0,50.0,5.0,5.0,,,,90.0,104.0,7.2,8.0,0.0456747,1,,,1.0,7.0,,,1.0,1.0,,2.0,1.0,0.0141,,3.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11399386,home,FC Volendam,Josh Flint,,,josh-flint,J. Flint,D,28,186.0,47,M,966460,EUR,971395200,D,28,28,False,92.0,90.0,7.0,7.0,39.0,41.0,51.0,53.0,2.0,5.0,,,,90.0,107.0,6.9,11.0,0.0513344,0,,2.0,8.0,2.0,,,,,1.0,,,,2.0,2.0,,1.0,,2.0,1.0,7.0,,,,,,,,,,,,
11399386,home,FC Volendam,George Cox,George,Cox,george-cox,G. Cox,M,,171.0,91,M,920556,EUR,884736000,D,5,5,False,68.0,56.0,9.0,4.0,20.0,21.0,36.0,50.0,2.0,8.0,,,,90.0,92.0,7.0,15.0,0.0900096,0,,3.0,1.0,5.0,,,2.0,,1.0,1.0,,,1.0,2.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,
11399386,home,FC Volendam,Damon Mirani,,,damon-mirani,D. Mirani,D,4,182.0,56,M,318575,EUR,831945600,M,4,4,False,50.0,42.0,3.0,2.0,21.0,22.0,21.0,28.0,7.0,6.0,,,,90.0,63.0,6.8,10.0,0.0234837,2,,,7.0,5.0,,,,2.0,,1.0,1.0,0.068,,3.0,,,,2.0,,7.0,True,,,,,,,,,,,
11399386,home,FC Volendam,Calvin Twigt,Calvin Twigt,,calvin-twigt,C. Twigt,M,8,183.0,95,M,1084944,EUR,1043884800,M,17,17,False,55.0,50.0,4.0,3.0,8.0,9.0,43.0,48.0,1.0,3.0,,,,90.0,67.0,7.4,7.0,0.124913,1,,2.0,3.0,4.0,1.0,,,,2.0,2.0,1.0,0.0699,3.0,1.0,,,1.0,1.0,,2.0,,1.0,1.0,,,,,,,,,
11399386,home,FC Volendam,Bilal Ould-Chikh,,,bilal-ould-chikh,B. Ould-Chikh,M,77,170.0,1226,M,544532,EUR,870048000,M,11,11,False,18.0,18.0,,,2.0,2.0,18.0,26.0,,1.0,,,,64.0,40.0,7.0,10.0,0.188236,4,,10.0,3.0,3.0,,1.0,2.0,1.0,,,2.0,0.0919,4.0,,1.0,,,,,1.0,,2.0,3.0,,,,,,,,,
11399386,home,FC Volendam,Milan de Haan,Milan de Haan,,milan-de-haan,M. d. Haan,M,8,,32,M,1120949,EUR,1069286400,M,36,36,False,36.0,32.0,2.0,2.0,12.0,14.0,20.0,24.0,2.0,4.0,,,,90.0,57.0,7.7,10.0,0.0715636,6,,2.0,6.0,4.0,2.0,3.0,,4.0,,4.0,,0.3901,,,,,4.0,1.0,,1.0,,,1.0,1.0,1.0,0.3147,,,,,,
11399386,home,FC Volendam,Darius Johnson,,,darius-johnson,D. Johnson,M,22,182.0,68,M,990952,EUR,953078400,M,38,38,False,30.0,22.0,1.0,1.0,6.0,6.0,16.0,28.0,,2.0,,,,64.0,46.0,6.3,18.0,0.0311747,0,,4.0,8.0,5.0,1.0,2.0,4.0,,1.0,1.0,2.0,,,2.0,,,1.0,,,1.0,,,,,,,,,,,,
11399386,home,FC Volendam,Robert Mühren,,,robert-muhren,R. Mühren,M,21,187.0,188,M,156676,EUR,611452800,F,21,21,False,9.0,5.0,,,2.0,2.0,3.0,7.0,,,,,,84.0,16.0,6.7,6.0,0.194154,1,,,3.0,2.0,,,,,,,1.0,0.0876,2.0,1.0,,,,2.0,1.0,3.0,,,1.0,,,,1.0,,,,,
11399386,home,FC Volendam,Deron Payne,Deron Payne,,payne-deron,D. Payne,D,2,182.0,39,M,1423743,EUR,1032912000,D,26,26,True,14.0,10.0,2.0,2.0,6.0,7.0,4.0,9.0,,,,,,27.0,23.0,6.4,9.0,0.00429886,0,,2.0,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
11399386,home,FC Volendam,Zach Booth,Zach Booth,,booth-zach,Z. Booth,M,21,184.0,134,M,1138450,EUR,1076976000,M,7,7,True,6.0,6.0,1.0,1.0,1.0,1.0,5.0,6.0,,,,,,26.0,12.0,6.2,5.0,0.00601019,0,,1.0,4.0,,,2.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,
