match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_aerialLost,captain,stat_dispossessed,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goals,stat_saves,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_ownGoals,stat_totalOffside,stat_errorLeadToAShot
12624434,home,Al-Ahli,Edouard Mendy,,,edouard-mendy,E. Mendy,G,16,195.0,19839,M,edou_mendy,845074,EUR,699408000,G,16,16,False,15.0,14.0,1.0,1.0,0.0,13.0,14.0,1.0,1.0,4.0,1.0,42.0,17.0,6.8,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Ali Majrashi,,,ali-majrashi,A. Majrashi,D,27,177.0,404,M,,917035,EUR,938736000,D,27,27,False,32.0,26.0,3.0,2.0,0.0,12.0,13.0,16.0,25.0,6.0,,89.0,57.0,7.0,12.0,0,6.0,2.0,6.0,6.0,5.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Merih Demiral,,,merih-demiral,M. Demiral,D,28,190.0,4099,M,merihdemiral,806968,EUR,889056000,D,28,28,False,76.0,71.0,4.0,3.0,0.0,52.0,53.0,19.0,23.0,5.0,,90.0,89.0,7.2,7.0,3,,,1.0,7.0,,,,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,5.0,2.0,2.0,1.0,,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Roger Ibañez,,,roger-ibanez,R. Ibañez,D,3,185.0,2314,M,,888949,EUR,911779200,D,3,3,False,83.0,74.0,10.0,6.0,0.0,45.0,47.0,29.0,36.0,6.0,,90.0,97.0,7.1,9.0,0,,,6.0,7.0,3.0,1.0,1.0,7.0,1.0,2.0,1.0,,,1.0,,4.0,,,,2.0,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Matteo Dams,Matteo Dams,,matteo-dams,M. Dams,D,32,184.0,819,M,,1162305,EUR,1078790400,D,32,32,False,51.0,44.0,4.0,3.0,0.0,18.0,20.0,26.0,35.0,2.0,,90.0,69.0,6.7,11.0,0,4.0,,3.0,3.0,3.0,,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Riyad Mahrez,,,riyad-mahrez,R. Mahrez,M,7,179.0,70718,M,RMahrez,158213,EUR,667094400,M,7,7,False,33.0,30.0,3.0,2.0,0.0,8.0,9.0,23.0,31.0,3.0,,90.0,58.0,7.4,15.0,2,7.0,1.0,8.0,4.0,2.0,5.0,2.0,,2.0,1.0,,1.0,1.0,,4.0,,,,2.0,1.0,True,2.0,2.0,,,,,,,,,,,
12624434,home,Al-Ahli,Ziyad Aljohani,Ziyad Aljohani,,ziyad-aljohani,Z. Aljohani,M,30,180.0,354,M,,1048372,EUR,1005436800,M,30,30,False,16.0,13.0,2.0,,0.0,10.0,10.0,3.0,6.0,2.0,,45.0,26.0,6.9,4.0,1,,,3.0,4.0,,1.0,,,1.0,3.0,2.0,,1.0,2.0,,,,,,,,,,1.0,,,,,,,,,,
12624434,home,Al-Ahli,Gabri Veiga,,,gabri-veiga,G. Veiga,M,10,184.0,5191,M,,1010505,EUR,1022457600,M,24,24,False,45.0,37.0,2.0,,0.0,11.0,11.0,26.0,37.0,6.0,,90.0,66.0,6.5,18.0,0,3.0,,9.0,5.0,1.0,5.0,,,,5.0,3.0,,,1.0,1.0,,,,,,,2.0,,,1.0,,,,,,,,,
12624434,home,Al-Ahli,Wenderson Galeno,,,wenderson-galeno,W. Galeno,M,13,178.0,4322,M,w_galeno90,845754,EUR,877478400,M,13,13,False,40.0,27.0,2.0,1.0,0.0,4.0,7.0,24.0,35.0,6.0,,90.0,67.0,6.7,22.0,3,2.0,1.0,10.0,5.0,,8.0,4.0,,,,,2.0,,4.0,2.0,1.0,2.0,2.0,1.0,,,2.0,,,,1.0,,,,,,,,
12624434,home,Al-Ahli,Firas Al-Buraikan,,,firas-al-buraikan,F. Al-Buraikan,F,9,181.0,1082,M,,893307,EUR,958262400,F,9,9,False,20.0,12.0,1.0,1.0,1.0,2.0,3.0,11.0,19.0,6.0,,90.0,31.0,7.1,13.0,1,2.0,1.0,6.0,4.0,1.0,2.0,,1.0,,,,2.0,,1.0,2.0,4.0,,1.0,,2.0,,,1.0,,,,,,,,,,,
12624434,home,Al-Ahli,Ivan Toney,,,ivan-toney,I. Toney,F,17,185.0,12718,M,ivantoney,290927,EUR,826934400,F,99,99,False,23.0,17.0,2.0,1.0,0.0,5.0,5.0,12.0,19.0,2.0,,90.0,38.0,7.4,12.0,6,1.0,,3.0,5.0,1.0,2.0,,1.0,,,,3.0,1.0,1.0,3.0,4.0,1.0,3.0,1.0,,,,1.0,2.0,,,,,,,,,,
12624434,home,Al-Ahli,Abdulrahman Al Sanbi,Abdulrahman Al Sanbi,,abdulrahman-al-sanbi,A. A. Sanbi,G,1,181.0,227,M,,1066728,EUR,981072000,G,1,1,True,13.0,10.0,5.0,2.0,0.0,8.0,8.0,2.0,5.0,6.0,,48.0,16.0,6.2,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
12624434,home,Al-Ahli,Eid Al Muwallad,Eid Al Muwallad,,eid-al-muwallad,E. A. Muwallad,M,14,175.0,194,M,,1521467,EUR,1008288000,M,14,14,True,39.0,33.0,4.0,2.0,0.0,10.0,12.0,23.0,28.0,4.0,,45.0,51.0,6.6,9.0,0,1.0,,7.0,4.0,1.0,1.0,,,1.0,2.0,1.0,,1.0,4.0,,1.0,,,,,,1.0,,,,,,,,,,,,
12624434,home,Al-Ahli,Fahad Ayed Al-Rashidi,,,al-rashidi-fahad-ayed,F. A. Al-Rashidi,F,97,175.0,231,M,,974517,EUR,863740800,F,19,19,True,5.0,5.0,,,0.0,3.0,3.0,2.0,2.0,3.0,,10.0,6.0,6.5,,0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Rayan Hamed,Rayan Hamed,,rayan-hamed,R. Hamed,D,46,176.0,226,M,,1429251,EUR,1018656000,D,46,46,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12624434,home,Al-Ahli,Abdullah Al-Amar,,,abdullah-al-amar,A. Al-Amar,D,,177.0,110,M,,817911,EUR,762480000,D,15,15,True,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
