match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_keeperSaveValue,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalCross,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_wasFouled,stat_possessionLostCtrl,stat_keyPass,player_firstName,player_lastName,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalTackle,stat_fouls,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_shotValueNormalized,stat_accurateCross,stat_bigChanceCreated,stat_wonTackle,stat_shotOffTarget,stat_aerialLost,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_totalOffside,stat_goals,stat_savedShotsFromInsideTheBox,stat_outfielderBlock,stat_clearanceOffLine,stat_errorLeadToAShot
14493427,home,Milan,Mike Maignan,mike-maignan,M. Maignan,G,16,190,15470,M,MMaignan,191210,EUR,804729600,G,16,16,False,True,11.0,11.0,3.0,3.0,0.0,11.0,11.0,1.0,1.0,90.0,13.0,7.0,-0.0018,0,0.03,0.0,0.13,-0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493427,home,Milan,Fikayo Tomori,fikayo-tomori,F. Tomori,D,23,185,7149,M,fikayotomori,788255,EUR,882489600,D,23,23,False,,112.0,108.0,8.0,6.0,0.0,51.0,51.0,6.0,,90.0,122.0,7.8,,0,0.46,0.28,0.16,,57.0,61.0,1.0,2.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14493427,home,Milan,Koni De Winter,de-winter-koni,K. De Winter,D,5,191,3286,M,,1001828,EUR,1023840000,D,5,5,False,,120.0,118.0,6.0,6.0,0.0,58.0,59.0,3.0,,90.0,124.0,7.7,,0,0.41,0.26,-0.01,,60.0,61.0,,3.0,,,1.0,,,3.0,,,,2.0,4.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
14493427,home,Milan,Strahinja Pavlović,strahinja-pavlovic,S. Pavlović,D,31,194,8736,M,strahinjapavlovic,965893,EUR,990662400,D,31,31,False,,93.0,84.0,9.0,6.0,0.0,35.0,35.0,3.0,,79.0,101.0,7.4,,1,0.21,0.44,-0.08,,49.0,58.0,1.0,5.0,,,2.0,1.0,,12.0,,,,5.0,1.0,,,,1.0,1.0,1.0,2.0,0.02,,,,,,,,,,,,,
14493427,home,Milan,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7631,M,AS56,901891,EUR,930441600,M,56,56,False,,49.0,43.0,2.0,,1.0,11.0,11.0,2.0,,61.0,62.0,7.5,,1,0.47,0.33,0.13,,32.0,38.0,6.0,1.0,1.0,,,,,10.0,5.0,,,,1.0,,,1.0,,1.0,,1.0,-0.4,4.0,3.0,1.0,,,,,,,,,,
14493427,home,Milan,Ruben Loftus-Cheek,ruben-loftus-cheek,R. Loftus-Cheek,M,8,191,7204,M,rlc,284441,EUR,822355200,M,8,8,False,,49.0,49.0,,,0.0,14.0,14.0,2.0,,90.0,61.0,7.2,,3,0.26,0.5,0.13,,35.0,35.0,,3.0,3.0,2.0,,,1.0,4.0,1.0,,,,4.0,,2.0,,1.0,1.0,1.0,1.0,-0.53,,,,2.0,,,,,,,,,
14493427,home,Milan,Samuele Ricci,samuele-ricci,S. Ricci,M,4,182,4143,M,,930189,EUR,998352000,M,4,4,False,,35.0,34.0,3.0,3.0,0.0,9.0,9.0,2.0,,45.0,38.0,7.0,,0,0.19,0.05,0.0,,25.0,26.0,1.0,2.0,,,,,1.0,2.0,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,
14493427,home,Milan,Adrien Rabiot,adrien-rabiot,A. Rabiot,M,12,191,11334,M,adrienrabiot_25,250737,EUR,796867200,M,12,12,False,,88.0,83.0,7.0,7.0,0.0,21.0,22.0,3.0,,90.0,109.0,8.1,,6,0.64,0.22,0.28,,62.0,66.0,2.0,6.0,1.0,1.0,1.0,2.0,1.0,8.0,2.0,,,1.0,3.0,,,3.0,2.0,2.0,1.0,,-0.68,,1.0,2.0,3.0,1.0,3.0,1.0,,,,,,
14493427,home,Milan,Davide Bartesaghi,davide-bartesaghi,D. Bartesaghi,D,33,193,5644,M,,1390489,EUR,1135814400,M,33,33,False,,48.0,44.0,1.0,1.0,1.0,15.0,16.0,4.0,,90.0,70.0,7.6,,1,0.58,-0.51,-0.06,,29.0,32.0,7.0,5.0,,,1.0,,1.0,11.0,3.0,,,3.0,6.0,1.0,1.0,1.0,2.0,,,1.0,-0.15,2.0,2.0,,,2.0,,1.0,1.0,,,,,
14493427,home,Milan,Santiago Giménez,santiago-gimenez,S. Giménez,F,7,182,32463,M,sant.gimenez,892141,EUR,987552000,F,7,7,False,,9.0,8.0,,,0.0,3.0,3.0,,,68.0,19.0,6.9,,6,0.19,0.32,-0.05,,5.0,6.0,,,,,,,,4.0,1.0,,,,3.0,1.0,,,,2.0,,3.0,0.26,,1.0,,3.0,2.0,3.0,1.0,,1.0,,,,
14493427,home,Milan,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48776,M,Nkunku,769333,EUR,879465600,F,18,18,False,,25.0,22.0,1.0,1.0,0.0,4.0,4.0,,,61.0,35.0,8.0,,3,0.52,0.32,0.0,,18.0,21.0,1.0,3.0,,,,,2.0,5.0,2.0,,,,2.0,,,1.0,1.0,1.0,1.0,2.0,0.4,1.0,1.0,1.0,2.0,1.0,1.0,,,1.0,,,,
14493427,home,Milan,Youssouf Fofana,youssouf-fofana,Y. Fofana,M,19,185,6195,M,YFofana19_,945062,EUR,915926400,M,19,19,True,,38.0,33.0,1.0,1.0,1.0,15.0,16.0,8.0,,45.0,44.0,6.8,,2,0.19,0.25,-0.05,,18.0,22.0,1.0,1.0,1.0,,,,,7.0,3.0,,,,2.0,1.0,,1.0,,1.0,,1.0,-0.39,1.0,1.0,,1.0,,,,,,,,,
14493427,home,Milan,Zachary Athekame,zachary-athekame,Z. Athekame,D,24,180,1742,M,,1409700,EUR,1102896000,D,24,24,True,,17.0,17.0,,,0.0,8.0,8.0,2.0,,29.0,24.0,6.9,,0,0.15,-0.46,0.13,,9.0,9.0,3.0,3.0,,,,,1.0,4.0,,,,1.0,1.0,,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,,
14493427,home,Milan,Christian Pulišić,christian-pulisic,C. Pulišić,M,11,177,37634,M,CMPulisic,817957,EUR,906076800,M,11,11,True,,16.0,14.0,,,0.0,1.0,1.0,,,29.0,22.0,7.8,,1,0.24,-0.07,-0.01,,13.0,15.0,3.0,1.0,1.0,1.0,,,,3.0,2.0,,,,,,,,,1.0,,,0.51,2.0,1.0,,,,,,,1.0,,,,
14493427,home,Milan,Cheveyo Mul-Balentien,cheveyo-mul,C. Mul,F,25,189,551,M,,2205650,EUR,1166400000,F,25,25,True,,9.0,8.0,,,0.0,,1.0,1.0,,22.0,12.0,6.4,,0,-0.12,-0.4,0.13,,8.0,8.0,,1.0,2.0,,,,,3.0,1.0,,,,2.0,,,1.0,,,,,,,,1.0,,,,,,,,,,
14493427,home,Milan,David Odogu,odogu-david,D. Odogu,D,27,190,1305,M,,1424191,EUR,1149292800,D,27,27,True,,15.0,15.0,3.0,3.0,0.0,10.0,10.0,1.0,,11.0,15.0,6.8,,0,0.06,0.05,-0.04,,5.0,5.0,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,1.0,,,,,,,,
14493427,home,Milan,Pietro Terracciano,pietro-terracciano,P. Terracciano,G,1,193,1594,M,,136856,EUR,636854400,G,1,1,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493427,home,Milan,Lorenzo Torriani,lorenzo-torriani,L. Torriani,G,96,197,3872,M,,1403294,EUR,1107129600,G,96,96,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493427,home,Milan,Matteo Gabbia,matteo-gabbia,M. Gabbia,D,46,185,3413,M,,826195,EUR,940464000,D,46,46,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493427,home,Milan,Pervis Estupiñán,pervis-estupinan,P. Estupiñán,D,2,175,14942,M,pervisestupinan,805465,EUR,885340800,D,2,2,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14493427,home,Milan,Luka Modrić,luka-modric,L. Modrić,M,14,173,352872,M,LModric10,15466,EUR,495072000,M,14,14,True,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
