match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialWon,stat_shotOffTarget,stat_outfielderBlock,player_firstName,player_sofascoreId,stat_aerialLost,stat_challengeLost,stat_totalContest,stat_wonContest,stat_goalAssist,stat_bigChanceCreated,captain,stat_onTargetScoringAttempt,stat_goals,player_lastName,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAShot,stat_goodHighClaim,stat_punches,stat_clearanceOffLine
11373427,home,Ipswich Town,Cieran Slicker,cieran-slicker,C. Slicker,G,29,187.0,193,M,1001845,EUR,1032048000,G,13,13,False,30.0,28.0,2.0,28.0,29.0,1.0,2.0,11.0,1.0,4.0,2.0,2.0,90.0,39.0,7.7,2.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11373427,home,Ipswich Town,Dominic Ball,dominic-ball,D. Ball,M,4,184.0,26,M,149821,EUR,807321600,D,12,12,False,75.0,74.0,3.0,31.0,31.0,45.0,,5.0,,,,,73.0,90.0,7.5,5.0,1,3.0,44.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,
11373427,home,Ipswich Town,George Edmundson,george-edmundson,G. Edmundson,D,25,191.0,107,M,803678,EUR,872985600,D,4,4,False,86.0,82.0,8.0,52.0,54.0,32.0,2.0,6.0,,,,,90.0,93.0,7.5,4.0,1,5.0,30.0,,,,5.0,,,,3.0,1.0,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
11373427,home,Ipswich Town,Elkan Baggott,elkan-baggott,E. Baggott,D,25,194.0,5609,M,1066814,EUR,1035331200,D,26,26,False,74.0,64.0,7.0,36.0,38.0,36.0,1.0,9.0,,,,,90.0,81.0,7.3,11.0,0,4.0,28.0,,,8.0,5.0,,,,2.0,,1.0,,3.0,,2.0,,1.0,Elkan Baggott,elkanbaggot,4.0,1.0,1.0,1.0,,,,,,,,,,,,
11373427,home,Ipswich Town,Kayden Jackson,kayden-jackson,K. Jackson,F,19,181.0,95,M,340689,EUR,761875200,M,19,19,False,42.0,37.0,5.0,10.0,10.0,41.0,,1.0,,,,,90.0,60.0,7.9,15.0,1,4.0,29.0,9.0,2.0,,,,1.0,,,,3.0,,,2.0,,,,,,,,,,1.0,2.0,,,,,,,,,,
11373427,home,Ipswich Town,Lee Evans,lee-evans,L. Evans,M,8,186.0,80,M,219060,EUR,775008000,M,8,8,False,90.0,82.0,14.0,31.0,32.0,62.0,,13.0,,,,,90.0,100.0,7.5,12.0,0,11.0,51.0,4.0,,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,True,,,,,,,,,
11373427,home,Ipswich Town,Jack Taylor,jack-taylor,J. Taylor,M,14,185.0,327,M,856669,EUR,898560000,M,14,14,False,50.0,43.0,8.0,13.0,14.0,37.0,,8.0,,,,,66.0,60.0,7.9,8.0,3,5.0,30.0,1.0,,3.0,2.0,,1.0,,,,,2.0,2.0,,,,,,,,1.0,,,,,,2.0,1.0,,,,,,,
11373427,home,Ipswich Town,Greg Leigh,greg-leigh,G. Leigh,D,22,181.0,587,M,329431,EUR,780883200,M,21,21,False,40.0,36.0,3.0,13.0,14.0,33.0,,6.0,,,,,90.0,60.0,6.9,14.0,0,1.0,23.0,7.0,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,1.0,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,
11373427,home,Ipswich Town,Omari Hutchinson,omari-hutchinson,O. Hutchinson,M,21,174.0,3679,M,1090963,EUR,1067385600,F,20,20,False,30.0,23.0,1.0,6.0,6.0,30.0,,1.0,,,,,66.0,44.0,6.7,16.0,0,1.0,19.0,6.0,2.0,7.0,2.0,1.0,,,,,3.0,2.0,2.0,1.0,,,,,,,3.0,1.0,,,,,,,,,,,,,
11373427,home,Ipswich Town,Freddie Ladapo,freddie-ladapo,F. Ladapo,F,45,183.0,154,M,254813,EUR,728524800,F,9,9,False,12.0,9.0,1.0,1.0,1.0,11.0,,1.0,,,,,73.0,23.0,6.5,6.0,3,,8.0,,,4.0,1.0,1.0,,,,,2.0,,1.0,,1.0,2.0,,,,2.0,,,,,,,1.0,,,1.0,1.0,,,,
