match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_wasFouled,stat_keyPass,stat_onTargetScoringAttempt,stat_goals,stat_fouls,captain,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_goalAssist,stat_bigChanceCreated,stat_totalOffside,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_bigChanceMissed
11067273,home,Athletico,Bento,,,bento,Bento,G,24,190,9735,M,bento_matheus,1016104,EUR,928972800,G,1,1,False,21.0,16.0,10.0,5.0,12.0,12.0,4.0,9.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,90.0,28.0,7.3,5.0,0.0,0.0,0.00039462,0,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067273,home,Athletico,Madson,,,madson,Madson,D,22,182,227,M,,243439,EUR,695260800,D,22,22,False,20.0,13.0,2.0,1.0,8.0,12.0,6.0,12.0,4.0,5.0,3.0,1.0,,,,,90.0,43.0,7.3,17.0,0.0281,0.0,0.0962434,1,,4.0,1.0,4.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
11067273,home,Athletico,Pedro Henrique,,,pedro-henrique,P. Henrique,D,14,188,417,M,,551774,EUR,812592000,D,34,34,False,17.0,14.0,4.0,2.0,12.0,13.0,2.0,5.0,1.0,1.0,1.0,1.0,,,,,45.0,26.0,7.7,4.0,0.2946,0.8426,0.00113672,2,,1.0,,2.0,4.0,,1.0,3.0,1.0,,,1.0,1.0,2.0,,,,,,,,,,,,,,
11067273,home,Athletico,Thiago Heleno,,,thiago-heleno,T. Heleno,D,44,185,283,M,,33106,EUR,590457600,D,44,44,False,49.0,40.0,9.0,6.0,28.0,32.0,12.0,17.0,4.0,4.0,4.0,1.0,,,,,90.0,54.0,7.2,9.0,0.0,0.0,0.125646,0,,,,2.0,4.0,,,1.0,,,1.0,,,2.0,True,,,,,,,,,,,,,
11067273,home,Athletico,Pedro Henrique,Pedrinho,,pedrinho,P. Henrique,D,13,177,481,M,,1100817,EUR,1026345600,D,48,48,False,44.0,37.0,6.0,1.0,20.0,24.0,18.0,24.0,,4.0,,8.0,,,,,90.0,67.0,7.0,13.0,0.0,0.0,0.0478701,0,,4.0,1.0,1.0,6.0,3.0,,,5.0,1.0,1.0,,,1.0,,2.0,1.0,2.0,1.0,,,,,,,,,
11067273,home,Athletico,Hugo Moura,,,hugo-moura,H. Moura,M,25,177,1953,M,,973293,EUR,883785600,M,17,17,False,31.0,23.0,4.0,1.0,15.0,19.0,8.0,13.0,,6.0,1.0,9.0,,,,,75.0,49.0,6.8,10.0,0.0,0.0,0.00482967,0,,1.0,,,4.0,2.0,,,,2.0,,,,1.0,,2.0,1.0,3.0,,,,,,,,,,
11067273,home,Athletico,Christian,,,christian,Christian,M,88,178,1761,M,,981733,EUR,977184000,M,88,88,False,34.0,28.0,3.0,2.0,12.0,13.0,16.0,21.0,,3.0,1.0,2.0,,,,,90.0,45.0,7.2,8.0,0.1432,0.3824,0.032996,1,,,,6.0,12.0,1.0,,,1.0,1.0,1.0,1.0,1.0,4.0,,,,2.0,1.0,1.0,,,,,,,,
11067273,home,Athletico,Léo Cittadini,,,leo-cittadini,L. Cittadini,M,20,178,378,M,,332171,EUR,762307200,M,18,18,False,21.0,17.0,1.0,1.0,11.0,12.0,7.0,11.0,1.0,7.0,,6.0,,,,,82.0,40.0,6.5,9.0,0.0903,0.0,0.0402808,1,,2.0,1.0,3.0,10.0,3.0,,1.0,,2.0,1.0,,,2.0,,1.0,1.0,3.0,3.0,2.0,1.0,2.0,,,,,,
11067273,home,Athletico,Vitor Bueno,,,vitor-bueno,Vitor Bueno,M,15,183,625,M,,808785,EUR,778723200,M,8,8,False,35.0,29.0,5.0,4.0,12.0,14.0,18.0,27.0,1.0,6.0,,5.0,,,,,82.0,58.0,7.2,18.0,0.1019,0.1435,0.107165,2,,6.0,1.0,1.0,3.0,,,,,2.0,,1.0,,1.0,,3.0,3.0,,,1.0,1.0,5.0,,,,,,
11067273,home,Athletico,Rômulo,Rômulo,,romulo,Rômulo,F,40,193,3722,M,,1133743,EUR,1013126400,M,35,35,False,27.0,15.0,1.0,,5.0,12.0,10.0,16.0,7.0,8.0,1.0,5.0,,,,,75.0,41.0,6.4,16.0,0.0,0.0,0.043173,0,,1.0,,2.0,7.0,3.0,,,1.0,,1.0,,,1.0,,1.0,,1.0,,,,2.0,,,,,,
