match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_shotValueNormalized,stat_dispossessed,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_goals,captain,stat_errorLeadToAShot,stat_bigChanceCreated,stat_totalOffside,stat_hitWoodwork,player_sofascoreId
14035974,home,KV Mechelen,Nacho Miras,nacho-miras,N. Miras,G,13,187,111,M,1010556,EUR,869270400,G,13,13,False,29.0,19.0,16.0,6.0,0.0,16.0,17.0,3.0,12.0,2.0,9.0,6.0,8.0,2.0,90.0,45.0,8.8,10.0,0.00061128,30.529453266314,5.0,3.675,4.83,1.2293,0,1.4424,0.07,0.0,-0.03,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Tommy St. Jago,tommy-st-jago,T. S. Jago,D,33,186,182,M,876232,EUR,946857600,D,33,33,False,63.0,56.0,6.0,4.0,0.0,31.0,34.0,25.0,29.0,7.0,7.0,,,,90.0,85.0,6.7,11.0,0.00741279,215.14840963498,26.0,81.165,27.405,,0,,0.13,0.08,-0.2,,,,4.0,4.0,8.0,8.0,1.0,4.0,3.0,1.0,3.0,27.815312779115,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Mory Konate,mory-konate,M. Konate,M,8,191,1273,M,889927,EUR,753321600,D,8,8,False,36.0,29.0,3.0,1.0,0.0,19.0,24.0,10.0,12.0,5.0,5.0,,,,89.0,60.0,6.8,9.0,0.00782246,81.958197386516,12.0,4.62,9.03,,2,,0.04,0.04,0.16,,,,1.0,2.0,4.0,7.0,1.0,4.0,3.0,1.0,1.0,,,2.0,1.0,1.0,1.0,1.0,1.0,0.0414,0.0388,1.0,-0.21,,,,,,,,,,,,,
14035974,home,KV Mechelen,Gora Diouf,diouf-gora,G. Diouf,D,4,185,134,M,1407164,EUR,1064016000,D,4,4,False,38.0,28.0,10.0,5.0,0.0,15.0,18.0,13.0,20.0,7.0,3.0,,,,90.0,61.0,7.1,12.0,0.0118064,75.977330498387,12.0,8.61,9.03,,0,,0.13,0.04,-0.04,,Gora Diouf,,4.0,5.0,8.0,8.0,1.0,2.0,1.0,1.0,2.0,,,,,,,1.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,
14035974,home,KV Mechelen,Thérence Koudou,koudou-therence,T. Koudou,D,7,178,221,M,1392080,EUR,1102896000,M,7,7,False,54.0,39.0,2.0,1.0,0.0,14.0,19.0,25.0,35.0,1.0,4.0,,,,89.0,75.0,8.2,19.0,0.108727,215.05257080286,17.0,116.445,52.815,,4,,0.4,0.26,-0.01,,,,,1.0,2.0,3.0,,,,1.0,,115.70945455182,4.0,3.0,2.0,1.0,2.0,,3.0,0.2209,0.1216,1.0,0.54,1.0,,2.0,1.0,1.0,1.0,1.0,,,,,,
14035974,home,KV Mechelen,Mathis Servais,mathis-servais,M. Servais,M,17,182,258,M,1093876,EUR,1101168000,M,17,17,False,39.0,28.0,4.0,,0.0,11.0,16.0,17.0,23.0,4.0,4.0,,,,90.0,65.0,6.8,20.0,0.0906369,161.65650794626,13.0,86.205,27.195,,2,,-0.08,0.17,0.29,,Mathis,Servais,2.0,5.0,4.0,7.0,,,,1.0,1.0,68.747392302123,3.0,1.0,,1.0,,1.0,1.0,0.1462,,1.0,-0.49,,2.0,7.0,,,1.0,,,,,,,
14035974,home,KV Mechelen,Fredrik Hammar,fredrik-hammar,F. Hammar,M,6,181,204,M,946959,EUR,983145600,M,6,6,False,36.0,25.0,1.0,,0.0,9.0,16.0,16.0,20.0,2.0,6.0,,,,90.0,57.0,7.5,15.0,0.0402629,92.058646189304,7.0,36.015,41.895,,0,,0.3,0.12,0.18,,,,1.0,6.0,4.0,13.0,1.0,3.0,1.0,2.0,,59.43615587334,1.0,,,,,,2.0,,,1.0,,2.0,4.0,,,,,,True,,,,,
14035974,home,KV Mechelen,Moncef Zekri,moncef-zekri,M. Zekri,D,23,171,1104,M,1931586,EUR,1221868800,M,23,23,False,15.0,12.0,2.0,1.0,0.0,6.0,8.0,6.0,7.0,,3.0,,,,65.0,35.0,7.1,10.0,0.137043,56.131315768516,8.0,14.28,12.705,,0,,0.38,0.18,0.15,,Moncef Zekri,,1.0,,3.0,1.0,,1.0,1.0,5.0,,12.800903132201,1.0,1.0,,,,1.0,4.0,,,,,1.0,,1.0,1.0,,,,,,,,,
14035974,home,KV Mechelen,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,F,9,9,False,34.0,25.0,1.0,,0.0,6.0,8.0,19.0,26.0,1.0,3.0,,,,90.0,66.0,7.1,19.0,0.157452,184.4842715982,23.0,92.82,27.72,,2,,-0.52,0.65,0.18,,,,1.0,,6.0,10.0,,4.0,2.0,3.0,,72.194236472971,3.0,6.0,5.0,1.0,1.0,,1.0,0.1456,0.0616,4.0,-0.52,4.0,1.0,3.0,1.0,,,,,,,,,
14035974,home,KV Mechelen,Halil Özdemir,halil-ozdemir,H. Özdemir,F,21,177,90,M,1195764,EUR,1124323200,F,21,21,False,13.0,9.0,,,0.0,2.0,3.0,7.0,10.0,,2.0,,,,65.0,27.0,6.2,14.0,0.0123112,104.84688441829,10.0,31.185,20.055,,0,,-0.21,0.2,-0.05,,Halil Özdemir,,3.0,1.0,9.0,3.0,1.0,1.0,1.0,4.0,1.0,36.593936809249,3.0,3.0,1.0,,,,,,,,,2.0,,2.0,,,,,,,,,,
14035974,home,KV Mechelen,Lion Lauberbach,lion-lauberbach,L. Lauberbach,F,29,197,268,M,886171,EUR,887500800,F,20,20,False,20.0,14.0,1.0,,0.0,1.0,4.0,13.0,16.0,1.0,2.0,,,,90.0,43.0,5.7,18.0,0.0644772,81.865901638627,9.0,27.195,17.325,,2,,0.23,0.09,-0.05,,,,7.0,1.0,16.0,1.0,1.0,,,5.0,4.0,,,2.0,,1.0,1.0,,,0.2062,0.1063,1.0,-0.52,4.0,,1.0,,,,,,,,,,
14035974,home,KV Mechelen,Redouane Halhal,redouane-halhal,R. Halhal,D,2,187,649,M,1143667,EUR,1046822400,D,2,2,True,20.0,17.0,2.0,2.0,0.0,11.0,13.0,6.0,7.0,4.0,2.0,,,,25.0,27.0,6.7,4.0,0.00295403,26.907490505601,3.0,9.135,10.185,,0,,0.08,0.02,0.13,,Redouane Halal,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Maxim Kireev,kireev-maxim,M. Kireev,F,10,182,171,M,1409866,EUR,1089331200,M,10,10,True,15.0,12.0,,,0.0,2.0,2.0,10.0,13.0,,3.0,,,,25.0,24.0,6.8,7.0,0.0819759,97.496479129302,8.0,82.95,22.68,,1,,0.25,0.27,0.15,,,,1.0,,2.0,1.0,,,,2.0,,64.078129165177,3.0,1.0,,,1.0,,1.0,0.0289,0.053,,-0.06,,1.0,2.0,1.0,,,,,,,,,
14035974,home,KV Mechelen,Ryan Teague,ryan-teague,R. Teague,M,8,182,158,M,1002317,EUR,1011830400,M,5,5,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,,,,,8.0,6.0,6.7,2.0,0.0104571,7.875,1.0,7.875,7.875,,0,,0.05,0.03,0.18,,,,,,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,
14035974,home,KV Mechelen,Keano Vanrafelghem,keano-vanrafelghem,K. Vanrafelghem,F,27,171,388,M,1010237,EUR,1059782400,F,27,27,True,2.0,1.0,,,0.0,,1.0,1.0,1.0,,,,,,8.0,4.0,6.4,1.0,0.00600884,7.1523422736891,1.0,-0.42,-0.42,,1,,-0.02,0.03,0.0,,,,1.0,,1.0,1.0,,,,,,,,1.0,1.0,,,,,0.0415,,,-0.1,,,,,,1.0,,,,,,,
14035974,home,KV Mechelen,Tijn Van Ingelgom,tijn-van-ingelgom,T. V. Ingelgom,G,15,194,48,M,1547695,EUR,1173052800,G,15,15,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Tijn Van Ingelgom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Massimo Decoene,massimo-decoene,M. Decoene,D,39,183,44,M,1391861,EUR,1076457600,M,39,39,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Massimo Decoene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Lovro Golič,lovro-golic,L. Golič,D,22,195,169,M,1215063,EUR,1141516800,D,22,22,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Bilal Bafdili,bafdili-bilal,B. Bafdili,M,11,180,191,M,1445119,EUR,1091491200,M,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035974,home,KV Mechelen,Hassane Bandé,hassane-bande,H. Bandé,M,12,178,2344,M,886227,EUR,909705600,F,12,12,True,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
