match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_penaltyConceded,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,captain,stat_totalCross,stat_totalContest,stat_wonContest,stat_accurateCross,player_sofascoreId,stat_aerialWon,stat_keyPass,stat_goodHighClaim,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_totalOffside,stat_penaltyWon
11401947,home,AZ Alkmaar,Hobie Verhulst,,,hobie-verhulst,H. Verhulst,G,12,189,76,M,97401,EUR,733708800,G,12,12,False,43.0,29.0,29.0,15.0,18.0,20.0,11.0,23.0,1.0,1.0,1.0,11.0,1.0,1.0,4.0,1.0,4.0,90.0,52.0,6.7,14.0,0.00576862,0,-0.4677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Yukinari Sugawara,,,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,35.0,31.0,5.0,4.0,20.0,23.0,11.0,12.0,3.0,2.0,3.0,6.0,,1.0,,,,90.0,55.0,6.2,9.0,0.01059,1,,1.0,1.0,1.0,1.0,1.0,2.0,1.0,0.068,,,,,,,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Riechedly Bazoer,,,riechedly-bazoer,R. Bazoer,D,20,184,357,M,227196,EUR,845078400,D,25,25,False,39.0,38.0,3.0,3.0,24.0,25.0,14.0,14.0,5.0,,4.0,5.0,,,,,,90.0,48.0,6.3,1.0,0.00432195,0,,2.0,,,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Bruno Martins Indi,,,bruno-martins-indi,B. M. Indi,D,4,185,169,M,116947,EUR,697507200,D,4,4,False,35.0,30.0,8.0,3.0,21.0,21.0,9.0,14.0,1.0,1.0,3.0,,,,,,,90.0,42.0,6.1,5.0,0.00393848,0,,,,,1.0,,,,,1.0,1.0,1.0,True,,,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,David Möller Wolfe,,,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,14.0,10.0,2.0,1.0,6.0,7.0,4.0,8.0,6.0,3.0,,6.0,,2.0,,,,67.0,37.0,6.0,13.0,0.00194501,0,,1.0,,,,,,,,,1.0,3.0,,1.0,6.0,3.0,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Tiago Dantas,,,tiago-dantas,T. Dantas,M,26,169,1156,M,945097,EUR,977616000,M,6,6,False,3.0,3.0,,,,,3.0,3.0,2.0,1.0,,,,,,,,36.0,5.0,6.3,,0.00076324,0,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Jordy Clasie,,,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,35.0,27.0,2.0,,15.0,17.0,12.0,18.0,2.0,5.0,2.0,7.0,,,,,,90.0,44.0,6.6,8.0,0.011952,0,,1.0,,,4.0,3.0,,,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Ernest Poku,,,ernest-poku,E. Poku,M,19,172,5105,M,1119502,EUR,1075248000,M,21,21,False,4.0,1.0,1.0,,1.0,3.0,,1.0,2.0,1.0,,1.0,,,,,,36.0,9.0,6.0,7.0,3.3e-07,0,,1.0,,,1.0,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Đorđe Mihailović,,,dorde-mihailovic,Đ. Mihailović,M,10,178,760,M,869211,EUR,910656000,M,14,14,False,5.0,4.0,,,2.0,2.0,2.0,3.0,2.0,1.0,,2.0,,,,,,36.0,11.0,6.4,2.0,0.00045112,0,,,1.0,,1.0,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Ruben van Bommel,,,ruben-van-bommel,R. van Bommel,M,7,191,2030,M,1212550,EUR,1091491200,M,15,15,False,11.0,6.0,2.0,,3.0,5.0,4.0,7.0,7.0,5.0,1.0,2.0,,2.0,,,,62.0,24.0,6.3,7.0,0.0777816,0,,3.0,1.0,,3.0,3.0,1.0,1.0,,1.0,,2.0,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
11401947,home,AZ Alkmaar,Vangelis Pavlidis,,,vangelis-pavlidis,V. Pavlidis,F,14,186,15284,M,795236,EUR,911606400,F,9,9,False,25.0,15.0,1.0,1.0,6.0,7.0,9.0,18.0,12.0,10.0,,4.0,,2.0,,,,90.0,56.0,6.6,26.0,0.156251,0,,1.0,4.0,,1.0,,8.0,3.0,,2.0,2.0,,,,5.0,2.0,,vangelis_pavlidis,4.0,,,,,,,,,,,
11401947,home,AZ Alkmaar,Dani de Wit,,,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,True,27.0,19.0,1.0,1.0,9.0,9.0,10.0,18.0,6.0,4.0,1.0,,,1.0,,,,54.0,39.0,6.8,12.0,0.0725085,0,,1.0,,,2.0,1.0,3.0,,,4.0,,2.0,,,1.0,,,,2.0,1.0,,,,,,,,,,
