match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_lastManTackle,stat_totalTackle,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_accurateCross,stat_totalContest,stat_wonContest,captain,stat_blockedScoringAttempt,stat_outfielderBlock,stat_goals,stat_bigChanceCreated,stat_errorLeadToAShot,stat_bigChanceMissed
12451003,home,Stade Rennais,Brice Samba,brice-samba,B. Samba,G,30,186.0,2098,M,164055,EUR,767232000,G,1,1,False,50.0,32.0,23.0,6.0,0.0,30.0,35.0,2.0,15.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,90.0,61.0,7.4,18.0,0.00424496,0,1.2509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12451003,home,Stade Rennais,Hans Hateboer,hans-hateboer,H. Hateboer,D,33,185.0,622,M,356352,EUR,758073600,D,33,33,False,65.0,55.0,10.0,6.0,0.0,41.0,46.0,14.0,20.0,4.0,4.0,4.0,,1.0,1.0,,,,,,90.0,79.0,7.2,14.0,0.0272111,0,,1.0,2.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
12451003,home,Stade Rennais,Christopher Wooh,christopher-wooh,C. Wooh,D,3,190.0,3805,M,930231,EUR,1000771200,D,4,4,False,47.0,41.0,2.0,1.0,0.0,38.0,40.0,3.0,7.0,5.0,8.0,4.0,,2.0,,,,,,,90.0,62.0,7.6,7.0,0.00086055,2,,,3.0,2.0,,,2.0,1.0,2.0,,,,,chriswooh,1.0,1.0,1.0,0.2254,0.5145,,,,,,,,,,,
12451003,home,Stade Rennais,Lilian Brassier,lilian-brassier,L. Brassier,D,3,184.0,576,M,988907,EUR,941500800,D,5,5,False,50.0,37.0,4.0,2.0,0.0,28.0,33.0,9.0,17.0,3.0,,4.0,,1.0,,,,,,,66.0,57.0,7.0,13.0,0.0111271,1,,,2.0,2.0,,,3.0,,1.0,,,,,,1.0,,1.0,0.009,,1.0,,,,,,,,,,
12451003,home,Stade Rennais,Lorenz Assignon,lorenz-assignon,L. Assignon,M,22,179.0,641,M,1009334,EUR,961632000,M,22,22,False,32.0,25.0,2.0,1.0,0.0,14.0,18.0,13.0,18.0,2.0,,3.0,,,1.0,,,,,,90.0,60.0,6.1,20.0,0.0706852,0,,4.0,1.0,9.0,2.0,1.0,1.0,3.0,,,,,,,,,,,,2.0,2.0,4.0,,,,,,,,
12451003,home,Stade Rennais,Jordan James,jordan-james,J. James,M,6,190.0,940,M,1136409,EUR,1083024000,M,17,17,False,33.0,27.0,4.0,3.0,0.0,14.0,16.0,15.0,23.0,4.0,1.0,2.0,,3.0,,,,,,,90.0,51.0,7.4,11.0,0.223133,1,,6.0,,6.0,3.0,,1.0,,1.0,,3.0,,,,1.0,,1.0,0.0247,,1.0,2.0,2.0,1.0,,,,,,,
12451003,home,Stade Rennais,Djaoui Cissé,djaoui-cisse,D. Cissé,M,6,188.0,1161,M,1445628,EUR,1075507200,M,38,38,False,31.0,28.0,2.0,1.0,0.0,11.0,12.0,17.0,19.0,6.0,,5.0,,2.0,3.0,,,,,,55.0,41.0,7.2,3.0,0.0736641,0,,,,2.0,,,1.0,,2.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,,
12451003,home,Stade Rennais,Adrien Truffert,truffert-adrien,A. Truffert,M,3,176.0,1506,M,999028,EUR,1006214400,M,3,3,False,33.0,24.0,3.0,,0.0,11.0,18.0,14.0,21.0,5.0,1.0,5.0,,1.0,2.0,,,,,,90.0,68.0,7.1,18.0,0.24104,1,,6.0,2.0,5.0,,1.0,3.0,,,1.0,2.0,,,,,,1.0,0.078,,3.0,1.0,2.0,1.0,True,1.0,1.0,,,,
12451003,home,Stade Rennais,Ludovic Blas,ludovic-blas,L. Blas,F,10,180.0,1176,M,806076,EUR,883526400,F,11,11,False,25.0,21.0,1.0,1.0,0.0,8.0,10.0,14.0,20.0,2.0,1.0,4.0,,2.0,,,,,,,90.0,43.0,7.2,14.0,0.0304984,2,,5.0,,8.0,1.0,3.0,1.0,3.0,4.0,,,,,,,1.0,,0.1121,0.601,1.0,1.0,,,,1.0,,1.0,,,
12451003,home,Stade Rennais,Kyogo Furuhashi,furuhashi-kyogo,K. Furuhashi,F,9,170.0,4184,M,877766,EUR,790560000,F,7,7,False,4.0,2.0,1.0,,0.0,1.0,2.0,1.0,2.0,,,1.0,,,,,,,,,66.0,7.0,6.5,3.0,0.0129037,1,,,,3.0,,,,1.0,1.0,,,,,Kyogo_Furuhashi,1.0,,,0.13,,2.0,,,,,,,,,,
