match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialLost,stat_interceptionWon,captain,stat_dispossessed,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_totalCross,stat_wasFouled,stat_fouls,stat_keyPass,stat_accurateCross,stat_shotOffTarget,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_goalAssist,stat_outfielderBlock,stat_goals,player_sofascoreId
10407363,home,RFC Seraing,Guillaume Dietsch,guillaume-dietsch,G. Dietsch,G,30,184.0,77,M,986770,EUR,987465600,G,30,30,False,33.0,13.0,24.0,5.0,10.0,17.0,3.0,16.0,1.0,1.0,1.0,1.0,2.0,15.0,1.0,5.0,5.0,1.0,1.0,1.0,90.0,48.0,5.5,20.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
10407363,home,RFC Seraing,Marvin Tshibuabua,marvin-tshibuabua,M. Tshibuabua,D,,190.0,40,M,966923,EUR,1010448000,D,4,4,False,20.0,15.0,6.0,4.0,12.0,14.0,3.0,6.0,1.0,2.0,1.0,1.0,5.0,2.0,,,,,,,90.0,31.0,5.8,5.0,0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10407363,home,RFC Seraing,Christophe Lepoint,christophe-lepoint,C. Lepoint,D,,188.0,10,M,45907,EUR,467424000,D,23,23,False,28.0,20.0,2.0,,18.0,20.0,2.0,8.0,2.0,3.0,5.0,2.0,4.0,8.0,,,,,,,90.0,44.0,5.8,13.0,0,,,True,1.0,3.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10407363,home,RFC Seraing,Moustapha Mbow,moustapha-mbow,M. Mbow,D,5,187.0,1696,M,982319,EUR,952473600,D,99,99,False,39.0,26.0,9.0,2.0,23.0,31.0,3.0,8.0,1.0,,3.0,,2.0,11.0,,,,,,,90.0,48.0,6.0,13.0,1,,,,,1.0,1.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,
10407363,home,RFC Seraing,Junior Marsoni Sambu Mansoni​,junior-marsoni-sambu-mansoni,J. M. S. Mansoni,D,70,185.0,79,M,874855,EUR,833760000,M,21,21,False,34.0,26.0,4.0,,9.0,14.0,17.0,23.0,,2.0,5.0,,,11.0,,,,,,,90.0,58.0,6.4,19.0,0,,,,,4.0,4.0,4.0,,,3.0,1.0,,3.0,,,,,,,,,,,,,
10407363,home,RFC Seraing,Sambou Sissoko,sambou-sissoko,S. Sissoko,M,6,186.0,53,M,893030,EUR,925171200,M,27,27,False,29.0,19.0,4.0,2.0,10.0,12.0,9.0,20.0,,7.0,6.0,3.0,2.0,3.0,1.0,,,,,,66.0,46.0,5.8,14.0,1,2.0,2.0,,,,,1.0,,,3.0,3.0,1.0,3.0,3.0,2.0,1.0,,,,,,,,,,
10407363,home,RFC Seraing,Denys Bunchukov,denys-bunchukov,D. Bunchukov,M,6,,14,M,1395863,EUR,1056067200,M,28,28,False,21.0,11.0,1.0,,6.0,10.0,5.0,12.0,1.0,3.0,1.0,,1.0,4.0,,,,,,,45.0,24.0,6.5,11.0,0,2.0,,,,,,,Denys Bunchukov,,,,,1.0,,1.0,1.0,,,,,,,,,,
10407363,home,RFC Seraing,Morgan Poaty,morgan-poaty,M. Poaty,D,18,175.0,121,M,850895,EUR,868924800,M,18,18,False,38.0,27.0,5.0,1.0,17.0,20.0,11.0,23.0,,1.0,4.0,,3.0,6.0,,,,,,,90.0,66.0,6.5,20.0,0,,1.0,,1.0,,,1.0,,,3.0,3.0,,5.0,1.0,,,1.0,,,,,,,,,
10407363,home,RFC Seraing,Vagner Dias,vagner-dias,V. Dias,F,,168.0,117,M,913191,EUR,821232000,F,7,7,False,21.0,13.0,2.0,1.0,2.0,2.0,12.0,22.0,,4.0,1.0,,,3.0,,,,,,,67.0,31.0,6.4,13.0,1,1.0,,,2.0,1.0,1.0,1.0,,,,,1.0,3.0,,1.0,1.0,1.0,,,,,,,,,
10407363,home,RFC Seraing,Gerald Kilota,gerald-kilota,G. Kilota,D,,170.0,29,M,347130,EUR,757468800,F,8,8,False,22.0,18.0,,,5.0,7.0,13.0,17.0,2.0,4.0,6.0,,,2.0,,,,,,,90.0,35.0,6.8,8.0,2,3.0,,,,,,1.0,,,4.0,3.0,1.0,2.0,1.0,,,,1.0,,,,,,,,
