match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_lastManTackle,player_firstName,player_lastName,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_dispossessed,stat_shotOffTarget,stat_hitWoodwork,stat_bigChanceMissed,stat_penaltyWon,stat_penaltyMiss,player_sofascoreId,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded,stat_errorLeadToAShot,stat_totalOffside
12421044,home,Royale Union Saint-Gilloise,Anthony Moris,anthony-moris,A. Moris,G,49,184,297,M,39457,EUR,641347200,G,49,49,False,True,22.0,11.0,17.0,7.0,0.0,5.0,6.0,6.0,16.0,6.0,1.0,3.0,5.0,90.0,30.0,8.0,11.0,0.0069181,1.0,0,1.2296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Kevin Mac Allister,kevin-mac-allister,K. Mac Allister,D,5,175,9946,M,895327,EUR,878860800,D,5,5,False,,39.0,35.0,3.0,2.0,0.0,19.0,22.0,16.0,18.0,4.0,,,,90.0,60.0,7.2,12.0,0.0104801,1.0,0,,1.0,1.0,2.0,6.0,6.0,2.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Koki Machida,koki-machida,K. Machida,D,28,190,1344,M,790977,EUR,872467200,D,28,28,False,,40.0,32.0,6.0,1.0,0.0,24.0,25.0,8.0,15.0,3.0,,,,90.0,48.0,6.9,8.0,0.00297102,,0,,,4.0,2.0,6.0,5.0,1.0,,2.0,1.0,3.0,3.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Fedde Leysen,fedde-leysen,F. Leysen,D,48,191,390,M,1088899,EUR,1057708800,D,48,48,False,,38.0,29.0,6.0,2.0,0.0,12.0,14.0,18.0,25.0,7.0,,,,90.0,59.0,7.5,14.0,0.385669,,2,,1.0,4.0,2.0,4.0,3.0,,1.0,2.0,1.0,,,1.0,,,,Fedde Leysen,,1.0,1.0,2.0,1.0,0.1834,0.1258,,,,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Alessio Castro-Montes,alessio-castro-montes,A. Castro-Montes,M,21,175,290,M,839898,EUR,863827200,M,21,21,False,,42.0,35.0,4.0,1.0,0.0,12.0,12.0,29.0,40.0,5.0,,,,90.0,70.0,8.0,12.0,0.576119,4.0,1,,10.0,1.0,1.0,3.0,8.0,1.0,3.0,3.0,,4.0,4.0,,1.0,,,,,6.0,2.0,,,0.0239,,1.0,,,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Noah Sadiki,noah-sadiki,N. Sadiki,M,27,173,15438,M,1171539,EUR,1103241600,M,27,27,False,,25.0,20.0,1.0,1.0,0.0,4.0,5.0,17.0,21.0,7.0,,,,90.0,39.0,7.9,7.0,0.312614,4.0,2,,1.0,,,1.0,4.0,,1.0,,,2.0,1.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,0.112,0.1805,1.0,1.0,,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Charles Vanhoutte,charles-vanhoutte,C. Vanhoutte,M,24,182,634,M,928033,EUR,905904000,M,24,24,False,,56.0,45.0,2.0,2.0,0.0,14.0,18.0,31.0,38.0,9.0,,,,90.0,70.0,7.5,12.0,0.0919235,1.0,2,,,,2.0,4.0,8.0,,1.0,1.0,1.0,4.0,3.0,,2.0,3.0,,,,,1.0,,,0.165,,1.0,1.0,1.0,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Casper Terho,terho-casper,C. Terho,F,17,184,347,M,1050672,EUR,1056412800,M,17,17,False,,20.0,12.0,1.0,,0.0,5.0,7.0,9.0,22.0,4.0,,,,90.0,46.0,7.4,17.0,0.101925,2.0,4,,9.0,1.0,2.0,3.0,4.0,,,3.0,3.0,1.0,1.0,2.0,1.0,2.0,,,,2.0,,,1.0,0.2365,,2.0,,2.0,1.0,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Anouar Ait El Hadj,anouar-ait-el-hadj,A. A. E. Hadj,M,10,167,2677,M,964764,EUR,1019260800,F,10,10,False,,27.0,23.0,3.0,2.0,0.0,7.0,8.0,17.0,22.0,1.0,,,,72.0,38.0,7.1,7.0,0.228756,3.0,3,,3.0,,,4.0,1.0,2.0,,,1.0,,,,1.0,1.0,,,,1.0,,,,0.4488,,1.0,1.0,2.0,,,,,,,,,,
12421044,home,Royale Union Saint-Gilloise,Kevin Rodriguez,rodriguez-kevin,K. Rodríguez,F,13,190,3056,M,1431770,EUR,952128000,F,13,13,False,,18.0,11.0,,,0.0,1.0,1.0,10.0,18.0,2.0,,,,81.0,39.0,7.5,12.0,0.0200933,,7,,1.0,4.0,2.0,6.0,7.0,,3.0,,1.0,,,2.0,2.0,,,Kevin Rodríguez,,,3.0,2.0,,1.095,0.9314,2.0,2.0,3.0,,1.0,1.0,1.0,,,,,,
