match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_duelLost,stat_duelWon,stat_ballRecovery,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_aerialWon,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_challengeLost,stat_wonContest,stat_onTargetScoringAttempt,captain,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_penaltyWon,stat_totalOffside,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceMissed,stat_goals,stat_errorLeadToAGoal,stat_goodHighClaim,stat_punches,stat_clearanceOffLine,stat_outfielderBlock,stat_errorLeadToAShot
10408478,home,Valencia,Giorgi Mamardashvili,giorgi-mamardashvili,G. Mamardashvili,G,25,200,17187,M,mamardashvili,930997,EUR,970185600,G,25,25,False,16.0,13.0,7.0,5.0,11.0,13.0,2.0,3.0,1.0,2.0,1.0,6.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,1.0,90.0,25.0,6.3,4.0,0.0,0.0,0.00120068,0,0.3775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10408478,home,Valencia,Thierry Correia,correia-thierry,T. Correia,D,12,176,798,M,,851282,EUR,920937600,D,2,2,False,46.0,36.0,5.0,4.0,14.0,14.0,23.0,37.0,1.0,10.0,4.0,3.0,,2.0,4.0,,,,,,90.0,73.0,6.0,22.0,0.0,0.0,0.0413388,0,,5.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
10408478,home,Valencia,Gabriel Paulista,gabriel-paulista,G. Paulista,D,3,187,5224,M,,124737,EUR,659577600,D,5,5,False,66.0,60.0,5.0,4.0,28.0,28.0,32.0,38.0,5.0,6.0,6.0,8.0,,2.0,1.0,,,,,,90.0,80.0,7.1,7.0,0.0342,0.0,0.0788085,2,,,,,,3.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
10408478,home,Valencia,Eray Cömert,eray-comert,E. Cömert,D,24,183,508,M,,814023,EUR,886550400,D,24,24,False,66.0,58.0,3.0,,34.0,35.0,24.0,31.0,2.0,4.0,11.0,12.0,,3.0,1.0,,,,,,90.0,80.0,7.1,8.0,0.0758,0.0936,0.0117762,1,,,,,1.0,,4.0,1.0,,3.0,,2.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,
10408478,home,Valencia,José Luis Gayà,jose-luis-gaya,J. L. Gayà,D,14,172,1685,M,,227922,EUR,801360000,D,14,14,False,48.0,40.0,7.0,4.0,11.0,11.0,30.0,46.0,1.0,2.0,4.0,6.0,,1.0,,,,,,,87.0,75.0,7.4,18.0,0.1625,0.0252,0.402041,2,,9.0,1.0,,1.0,1.0,2.0,1.0,1.0,1.0,,,1.0,,,1.0,True,1.0,1.0,1.0,1.0,,,,,,,,,,,
10408478,home,Valencia,Yunus Musah,yunus-musah,Y. Musah,M,6,178,4211,M,yunusmusah8,983815,EUR,1038528000,M,4,4,False,21.0,19.0,1.0,1.0,7.0,8.0,12.0,13.0,,3.0,5.0,4.0,,1.0,2.0,,,,,,75.0,32.0,6.7,5.0,0.0,0.0,0.0191961,0,,,,,1.0,1.0,4.0,2.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,
10408478,home,Valencia,Nico González,nico-gonzalez,N. González,M,14,186,19859,M,nico14,954056,EUR,1010016000,M,17,17,False,63.0,58.0,2.0,1.0,18.0,18.0,40.0,45.0,1.0,10.0,6.0,9.0,,,4.0,,,,,,90.0,78.0,6.7,10.0,0.0,0.0,0.347842,0,,,,2.0,5.0,,2.0,1.0,1.0,1.0,,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,
10408478,home,Valencia,André Almeida,andre-almeida,A. Almeida,M,10,176,1200,M,,845693,EUR,959644800,M,18,18,False,39.0,35.0,,,1.0,1.0,35.0,39.0,,6.0,7.0,5.0,,3.0,,,,,,,80.0,55.0,7.4,10.0,0.1063,0.1416,0.207211,2,,1.0,1.0,3.0,3.0,,3.0,2.0,,1.0,,,1.0,,,2.0,,1.0,,,,,,1.0,,,,,,,,
10408478,home,Valencia,Justin Kluivert,justin-kluivert,J. Kluivert,M,19,171,6976,M,justinkluivert,851596,EUR,925862400,F,9,9,False,22.0,19.0,,,,,21.0,27.0,2.0,6.0,3.0,4.0,,2.0,,,,,,,87.0,43.0,7.3,13.0,0.3063,0.2581,0.259086,3,,5.0,2.0,2.0,2.0,,1.0,1.0,2.0,,2.0,1.0,3.0,,,1.0,,1.0,,,,,,,,,,,,,,
10408478,home,Valencia,Edinson Cavani,edinson-cavani,E. Cavani,F,10,184,18667,M,ElMatador,21521,EUR,540259200,F,7,7,False,10.0,6.0,1.0,,1.0,2.0,5.0,8.0,,1.0,2.0,1.0,,1.0,,,,,,,45.0,16.0,7.8,5.0,1.2665,1.2105,0.00627174,3,,,,1.0,,1.0,,,,1.0,,,,,,3.0,,,,,1.0,,,,1.0,2.0,,,,,,
10408478,home,Valencia,Samuel Lino,samuel-lino,S. Lino,M,16,178,22125,M,osamuellino,874705,EUR,945907200,F,16,16,False,38.0,31.0,2.0,1.0,4.0,5.0,27.0,35.0,,4.0,6.0,2.0,,2.0,,,,,,,90.0,63.0,7.1,18.0,0.0463,0.0,0.234382,1,,2.0,,2.0,5.0,,,,5.0,,,1.0,3.0,1.0,4.0,,,,1.0,,1.0,,,,,,,,,,,
10408478,home,Valencia,Hugo Duro,hugo-duro,H. Duro,F,9,180,2868,M,,909119,EUR,942192000,F,19,19,True,14.0,11.0,,,4.0,4.0,7.0,10.0,3.0,5.0,1.0,1.0,,,,,,,,,45.0,22.0,6.1,6.0,0.3127,0.0,0.0143898,1,,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,
