match_id,side,team,player_name,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,player_jerseyNumber,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_shotOffTarget,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_aerialLost,stat_outfielderBlock,stat_keyPass,captain,stat_onTargetScoringAttempt,stat_fouls,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_goodHighClaim,stat_goalAssist,stat_goals
10382218,home,FC Emmen,Dennis Vos,dennis-vos,D. Vos,D,179,46,M,966537,EUR,1006905600,D,14,14,True,15.0,11.0,,,5.0,7.0,7.0,9.0,1.0,4.0,,,,3.0,,,,20.0,32.0,6.7,7.0,0,Dennis,Vos,28,1.0,1.0,3.0,,1.0,,,1.0,3.0,,,,1.0,,,,,1.0,,,,,,,
10382218,home,FC Emmen,Jasin Assehnoun,jasin-assehnoun,J. Assehnoun,M,175,80,M,943188,EUR,914630400,M,11,11,True,5.0,5.0,1.0,1.0,4.0,4.0,1.0,2.0,,1.0,,,,1.0,,,,20.0,9.0,6.4,2.0,0,,,78,1.0,,1.0,,1.0,,,,,,,1.0,,,,,,,,1.0,,,,,
10382218,home,FC Emmen,Jari Vlak,jari-vlak,J. Vlak,M,191,123,M,932652,EUR,903139200,M,20,20,True,12.0,9.0,2.0,1.0,5.0,7.0,4.0,5.0,1.0,1.0,,,,2.0,,,,9.0,12.0,6.4,3.0,0,,,8,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382218,home,FC Emmen,Ben Scholte,ben-scholte,B. Scholte,F,185,21,M,1048127,EUR,997401600,M,19,19,True,,,,,,,,,,1.0,1.0,1.0,,,,,,9.0,2.0,6.7,,1,Ben Scholte,,,,,2.0,1.0,,,,,,,,,1.0,,,,1.0,,,1.0,,,,,
10382218,home,FC Emmen,Eric Oelschlägel,eric-oelschlagel,E. Oelschlägel,G,193,62,M,253515,EUR,811555200,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,home,FC Emmen,Kyan van Dorp,kyan-van-dorp,K. v. Dorp,G,187,14,M,905384,EUR,958521600,G,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,Kyan,van Dorp,23,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,home,FC Emmen,Michaël Heylen,michael-heylen,M. Heylen,D,187,30,M,311954,EUR,757555200,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,home,FC Emmen,Arnaud Luzayadio,luzayadio-arnaud,A. Luzayadio,D,176,19,,872888,EUR,932342400,D,29,29,True,,,,,,,,,,,,,,,,,,,,,,0,Arnaud,Luzayadio,18,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,home,FC Emmen,Azzeddine Toufiqui,toufiqui-azzeddine,A. Toufiqui,M,175,52,,914710,EUR,924998400,M,27,27,True,,,,,,,,,,,,,,,,,,,,,,0,Azzeddine,Toufiqui,,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Ivor Pandur,ivor-pandur,I. Pandur,G,187,669,M,943212,EUR,953942400,G,31,31,False,39.0,21.0,27.0,9.0,13.0,15.0,8.0,24.0,2.0,2.0,,,,9.0,2.0,2.0,,90.0,43.0,7.3,18.0,0,,,1,,,,,,,,,,,,,,,,,,,,,,,1.0,,
10382218,away,Fortuna Sittard,Doğan Erdoğan,dogan-erdogan,D. Erdoğan,M,182,50,M,257407,EUR,840672000,D,21,21,False,36.0,28.0,9.0,5.0,15.0,18.0,13.0,22.0,,4.0,2.0,1.0,5.0,4.0,,,,90.0,73.0,7.1,23.0,0,,,21,4.0,,5.0,2.0,1.0,,,1.0,2.0,1.0,2.0,1.0,,,,,,1.0,,,,,,,
10382218,away,Fortuna Sittard,Rodrigo Guth,rodrigo-guth,R. Guth,D,191,291,M,905458,EUR,973814400,D,14,14,False,37.0,30.0,5.0,3.0,28.0,31.0,2.0,6.0,1.0,2.0,,,6.0,6.0,,,,90.0,49.0,7.2,8.0,0,Rodrigo,Guth,14,,,4.0,,,,,1.0,1.0,1.0,1.0,,3.0,1.0,,,,1.0,,,,,,,
10382218,away,Fortuna Sittard,Dimitrios Siovas,dimitrios-siovas,D. Siovas,D,191,184,M,41165,EUR,590284800,D,33,33,False,43.0,35.0,9.0,5.0,20.0,24.0,15.0,19.0,,1.0,,,2.0,4.0,,,,90.0,48.0,6.8,8.0,0,Dimitrios,Siovas,,,,2.0,1.0,,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Rémy Vita,remy-vita,R. Vita,D,170,144,M,1035696,EUR,986083200,D,61,61,False,31.0,25.0,3.0,1.0,14.0,15.0,11.0,17.0,,4.0,4.0,3.0,2.0,8.0,,,,90.0,51.0,6.8,11.0,1,,,21,1.0,,7.0,1.0,,1.0,,2.0,1.0,1.0,,,1.0,,,,,4.0,,,,,,,
10382218,away,Fortuna Sittard,Kristijan Bistrović,kristijan-bistrovic,K. Bistrović,M,182,365,M,796658,EUR,892080000,M,8,8,False,31.0,27.0,1.0,1.0,10.0,11.0,18.0,26.0,1.0,7.0,4.0,3.0,,4.0,,,,90.0,57.0,7.6,12.0,5,,,23,6.0,1.0,5.0,2.0,,2.0,2.0,2.0,3.0,2.0,2.0,,2.0,1.0,1.0,,1.0,,,,1.0,,,,
10382218,away,Fortuna Sittard,Arianit Ferati,arianit-ferati,A. Ferati,M,168,71,M,548088,EUR,873590400,M,19,19,False,29.0,23.0,5.0,3.0,11.0,12.0,12.0,18.0,,4.0,2.0,2.0,,5.0,,,,69.0,37.0,6.4,7.0,0,,,10,1.0,,4.0,4.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Íñigo Cordoba,inigo-cordoba,I. Cordoba,M,178,215,M,605650,EUR,858211200,M,7,7,False,42.0,32.0,4.0,1.0,12.0,14.0,22.0,32.0,3.0,13.0,11.0,8.0,1.0,14.0,,,,90.0,74.0,7.9,20.0,1,,,21,4.0,2.0,13.0,5.0,2.0,,,4.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,,1.0,1.0,1.0,,,,,1.0,
10382218,away,Fortuna Sittard,Oğuzhan Özyakup,oguzhan-ozyakup,O. Özyakup,M,180,252,M,137642,EUR,717206400,M,15,15,False,31.0,25.0,4.0,2.0,5.0,6.0,22.0,28.0,,6.0,3.0,3.0,1.0,1.0,,,,89.0,46.0,7.8,8.0,1,,,,3.0,2.0,3.0,3.0,,,,,,,1.0,3.0,,,4.0,,1.0,,,,,,,,1.0
10382218,away,Fortuna Sittard,Úmaro Embaló,umaro-embalo,Ú. Embaló,M,170,335,M,901857,EUR,989107200,M,85,85,False,8.0,6.0,1.0,,,1.0,7.0,9.0,,4.0,,,,1.0,,,,70.0,24.0,6.8,7.0,2,,,,2.0,1.0,3.0,1.0,2.0,1.0,1.0,,4.0,3.0,2.0,,,,1.0,,,,1.0,1.0,1.0,,,,
10382218,away,Fortuna Sittard,Burak Yılmaz,burak-yilmaz,B. Yılmaz,F,188,1198,,18864,EUR,490233600,F,17,17,False,36.0,31.0,5.0,4.0,10.0,10.0,21.0,27.0,,,1.0,,1.0,1.0,,,,90.0,49.0,6.5,11.0,3,,,,1.0,,7.0,,1.0,1.0,1.0,,,,2.0,,5.0,,2.0,True,1.0,,,1.0,1.0,,,,
10382218,away,Fortuna Sittard,Deroy Duarte,deroy-duarte,D. Duarte,M,177,217,M,921089,EUR,931046400,M,6,6,True,11.0,11.0,1.0,1.0,4.0,4.0,7.0,7.0,,1.0,1.0,1.0,,3.0,,,,21.0,14.0,6.6,1.0,0,,,23,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Tijjani Noslin,tijjani-noslin,T. Noslin,F,177,1224,M,1069244,EUR,931305600,F,77,77,True,5.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,,,,,,,,20.0,12.0,6.7,3.0,1,,,14,,,2.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Thomas Buitink,thomas-buitink,T. Buitink,F,174,85,M,856736,EUR,960940800,F,29,29,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,,,,,1.0,,,,1.0,2.0,,,0,Thomas,Buitink,29,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Tom Hendriks,tom-hendriks,T. Hendriks,G,186,30,M,967463,EUR,1021334400,G,22,22,True,,,,,,,,,,,,,,,,,,,,,,0,,,22,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Yanick van Osch,yanick-van-osch,Y. van Osch,G,183,70,M,361764,EUR,859161600,G,1,1,True,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Stipe Radić,stipe-radic,S. Radić,D,193,184,M,879729,EUR,960595200,D,55,55,True,,,,,,,,,,,,,,,,,,,,,,0,,,55,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Roel Janssen,roel-janssen,R. Janssen,D,177,10,M,110360,EUR,645494400,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,George Cox,george-cox,G. Cox,M,171,91,M,920556,EUR,884736000,D,5,5,True,,,,,,,,,,,,,,,,,,,,,,0,George,Cox,,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Paul Gladon,paul-gladon,P. Gladon,F,188,61,M,148615,EUR,700876800,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,0,,,19,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Muhammet Tunahan Taşçı,muhammet-tunahan-tasci,M. T. Tasci,F,172,136,M,980612,EUR,1020038400,M,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
10382218,away,Fortuna Sittard,Gianmarco Cangiano,gianmarco-cangiano,G. Cangiano,F,176,121,M,951927,EUR,1005868800,F,74,74,True,,,,,,,,,,,,,,,,,,,,,,0,,,7,,,,,,,,,,,,,,,,,,,,,,,,,
