match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_firstName,player_lastName,stat_challengeLost,stat_outfielderBlock,stat_dispossessed,stat_shotOffTarget,stat_wasFouled,stat_aerialWon,captain,stat_accurateCross,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,player_sofascoreId,stat_bigChanceCreated,stat_goals,stat_penaltyWon
12448283,home,Sparta Rotterdam,Nick Olij,nick-olij,N. Olij,G,1,185,555,M,227192,EUR,807235200,G,1,1,False,45.0,29.0,32.0,16.0,0.0,14.0,19.0,15.0,26.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,90.0,49.0,6.8,16.0,0.0112433,0,-0.4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Saïd Bakari,said-bakari,S. Bakari,D,22,176,127,M,896210,EUR,780192000,D,2,2,False,33.0,27.0,3.0,2.0,0.0,15.0,16.0,12.0,18.0,2.0,6.0,,,,,,,79.0,56.0,6.7,8.0,0.017073,1,,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0145,0.0616,1.0,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Rick Meissen,rick-meissen,R. Meissen,D,3,193,44,M,1048906,EUR,1014508800,D,3,3,False,51.0,46.0,3.0,2.0,0.0,35.0,37.0,11.0,14.0,2.0,10.0,,,,,,,90.0,66.0,7.0,6.0,0.00980382,0,,,2.0,4.0,3.0,,,,3.0,3.0,2.0,1.0,,1.0,,,,Rick Meijssen,,1.0,2.0,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Marvin Young,marvin-young,M. Young,D,3,182,187,M,1648759,EUR,1128211200,D,4,4,False,46.0,41.0,5.0,2.0,0.0,31.0,33.0,10.0,13.0,4.0,7.0,,,,,,,90.0,67.0,6.9,7.0,0.136128,1,,,1.0,4.0,7.0,1.0,,,1.0,7.0,6.0,,,2.0,0.0095,,,Marvin,Young ,,,1.0,1.0,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Patrick van Aanholt,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,5,5,False,31.0,25.0,3.0,1.0,0.0,13.0,14.0,12.0,17.0,1.0,7.0,,,,,,,90.0,45.0,6.3,8.0,0.022236,0,,,,3.0,1.0,3.0,1.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Arno Verschueren,arno-verschueren,A. Verschueren,M,32,182,168,M,578344,EUR,870652800,M,10,10,False,28.0,17.0,2.0,,0.0,5.0,9.0,12.0,21.0,,5.0,,,,,,,79.0,40.0,6.9,16.0,0.0838481,0,,2.0,,2.0,6.0,,,,,5.0,3.0,2.0,,1.0,,,2.0,,,,,1.0,,1.0,,,,,,,,,,
12448283,home,Sparta Rotterdam,Joshua Kitolano,joshua-kitolano,J. Kitolano,M,8,170,272,M,913584,EUR,984009600,M,8,8,False,21.0,15.0,1.0,,0.0,6.0,9.0,9.0,13.0,3.0,4.0,,,,,,,90.0,40.0,6.6,12.0,0.0165686,1,,1.0,2.0,6.0,7.0,2.0,1.0,,,4.0,1.0,2.0,,1.0,0.031,,,,,1.0,,1.0,1.0,1.0,1.0,,,,,,,,,
12448283,home,Sparta Rotterdam,Julian Baas,julian-baas,J. Baas,M,16,184,147,M,1046143,EUR,1018915200,M,6,6,False,38.0,33.0,6.0,3.0,0.0,16.0,16.0,17.0,30.0,1.0,3.0,,,,,,,90.0,59.0,6.3,15.0,0.035712,0,,8.0,2.0,6.0,4.0,1.0,,,,4.0,3.0,1.0,,,,,,,,3.0,,,,,,True,,,,,,,,
12448283,home,Sparta Rotterdam,Shunsuke Mito,shunsuke-mito,S. Mito,M,11,164,867,M,1002479,EUR,1033171200,F,7,7,False,17.0,12.0,,,0.0,3.0,3.0,10.0,17.0,,3.0,,,,,,,57.0,33.0,6.7,12.0,0.103594,2,,3.0,,4.0,4.0,,,,1.0,3.0,,2.0,,1.0,0.0727,,1.0,,,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,
12448283,home,Sparta Rotterdam,Tobias Lauritsen,tobias-lauritsen,T. Lauritsen,F,9,192,737,M,796943,EUR,872899200,F,9,9,False,16.0,13.0,,,0.0,2.0,2.0,11.0,15.0,,1.0,,,,,,,90.0,28.0,7.1,8.0,0.0212168,3,,1.0,4.0,4.0,8.0,1.0,1.0,1.0,,,,4.0,,,0.1431,,,,,,,,1.0,1.0,6.0,,,1.0,1.0,,,,,
12448283,home,Sparta Rotterdam,Pelle Clement,pelle-clement,P. Clement,M,6,177,70,M,795135,EUR,832464000,F,11,11,False,25.0,16.0,3.0,,0.0,4.0,5.0,12.0,22.0,,1.0,,,,,,,66.0,31.0,6.6,11.0,0.0230256,1,,2.0,1.0,3.0,1.0,,,1.0,,1.0,1.0,,,2.0,0.1448,0.3944,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Camiel Neghli,camiel-neghli,C. Neghli,M,10,180,992,M,1089021,EUR,1005004800,F,17,17,True,10.0,5.0,1.0,,0.0,1.0,1.0,5.0,10.0,2.0,4.0,,,,,,,33.0,20.0,6.5,8.0,0.0449707,1,,1.0,,3.0,1.0,,,,,1.0,,1.0,,2.0,0.0283,,2.0,Camiel Neghli,,1.0,,1.0,,,,,1.0,1.0,,,,,,
12448283,home,Sparta Rotterdam,Mohamed Nassoh,mohamed-nassoh,M. Nassoh,M,10,186,724,M,1088895,EUR,1043539200,M,16,16,True,8.0,7.0,,,0.0,,,7.0,8.0,,,,,,,,,24.0,12.0,6.3,2.0,0.0196127,0,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,Mohamed Nassoh,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Kayky,kayky,Kayky,M,37,175,2630,M,1106151,EUR,1055203200,F,22,22,True,5.0,4.0,,,0.0,1.0,2.0,3.0,3.0,,2.0,,,,,,,11.0,8.0,6.2,2.0,0.00333604,0,,,,1.0,,,,,1.0,,,,,,,,,Kayky,,,,1.0,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Charles-Andreas Brym,charles-andreas-brym,C. Brym,F,7,180,203,M,990814,EUR,902534400,F,19,19,True,3.0,2.0,,,0.0,1.0,1.0,1.0,4.0,,1.0,,,,,,,11.0,8.0,6.5,5.0,0.00056964,1,,2.0,1.0,1.0,,,,,,,,2.0,,,0.0903,,,Charles-Andreas,Brym,,,,1.0,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Youri Schoonderwaldt,youri-schoonderwaldt,Y. Schoonderwaldt,G,13,195,40,M,996720,EUR,952905600,G,20,20,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Dylan Tevreden,dylan-tevreden,D. Tevreden,G,36,185,9,M,1648753,EUR,1121558400,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Dylan,Tevreden,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Djevencio van der Kust,djevencio-van-der-kust,D. v. d. Kust,D,5,178,181,M,974530,EUR,988588800,D,15,15,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Teo Quintero,teo-quintero,T. Q. León,D,5,188,438,M,966299,EUR,920332800,D,14,14,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Max De Ligt,de-ligt-max,M. d. Ligt,D,13,189,36,M,1517610,EUR,1090281600,D,13,13,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448283,home,Sparta Rotterdam,Boyd Reith,boyd-reith,B. Reith,D,2,175,53,M,825836,EUR,925862400,D,12,12,True,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
