match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,stat_goals,stat_interceptionWon,stat_totalContest,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_totalOffside,stat_accurateCross,stat_aerialLost,stat_wonContest,stat_bigChanceCreated,stat_keyPass,captain,stat_dispossessed,stat_bigChanceMissed,stat_errorLeadToAGoal
12448361,home,Heracles Almelo,Juho Talvitie,juho-talvitie,J. Talvitie,M,32,183,251,M,1149147,EUR,1111708800,F,23,23,True,7.0,7.0,,,0.0,2.0,2.0,5.0,6.0,1.0,,,33.0,10.0,6.6,2.0,0.00820314,0,,Juho Talvitie,,1.0,,1.0,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,
12448361,home,Heracles Almelo,Thomas Bruns,thomas-bruns,T. Bruns,M,10,177,36,M,146401,EUR,694742400,M,17,17,True,10.0,4.0,3.0,2.0,1.0,,2.0,5.0,12.0,,,,18.0,18.0,7.2,10.0,0.0324947,1,,,,4.0,,1.0,1.0,,1.0,,,,,,0.027,0.0525,,,,1.0,,,,,1.0,,1.0,,3.0,,1.0,,
12448361,home,Heracles Almelo,Jizz Hornkamp,jizz-hornkamp,J. Hornkamp,F,19,180,683,M,914392,EUR,889228800,F,9,9,True,,,,,0.0,,,,,,,,18.0,4.0,6.7,1.0,,1,,,,,3.0,,3.0,,1.0,,,,1.0,,0.0273,0.3153,,,,,,,,1.0,,,,,,,,,
12448361,home,Heracles Almelo,Justin Hoogma,justin-hoogma,J. Hoogma,D,4,190,87,M,833246,EUR,897523200,D,21,21,True,1.0,,,,0.0,,1.0,,,,,,1.0,3.0,,1.0,,0,,,,,2.0,,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
12448361,home,Heracles Almelo,Robin Mantel,robin-mantel,R. Mantel,G,30,195,29,M,943230,EUR,974246400,G,30,30,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,home,Heracles Almelo,Timo Jansink,jansink-timo,T. Jansink,G,16,197,38,M,1189737,EUR,1047772800,G,16,16,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,home,Heracles Almelo,Jannes Wieckhoff,jannes-wieckhoff,J. Wieckhoff,D,3,188,36,M,984880,EUR,965174400,D,3,3,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,home,Heracles Almelo,Kelvin Leerdam,kelvin-leerdam,K. Leerdam,D,,178,76,,44220,EUR,646185600,D,18,18,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,home,Heracles Almelo,Lorenzo Milani,lorenzo-milani,L. Milani,D,20,178,32,M,1084492,EUR,990489600,D,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,home,Heracles Almelo,Jordy Bruijn,jordy-bruijn,J. Bruijn,M,8,170,76,M,825278,EUR,838080000,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,away,SC Heerenveen,Mickey van der Hart,mickey-van-der-hart,M. v. d. Hart,G,,188,97,M,242313,EUR,771465600,G,13,13,False,56.0,50.0,9.0,4.0,0.0,48.0,52.0,2.0,4.0,10.0,6.0,7.0,90.0,69.0,7.2,6.0,0.00155485,0,0.4231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
12448361,away,SC Heerenveen,Oliver Braude,braude-oliver,O. Braude,D,45,174,214,M,1150061,EUR,1077321600,D,45,45,False,36.0,30.0,4.0,1.0,0.0,16.0,19.0,14.0,18.0,6.0,,,60.0,54.0,7.1,8.0,0.0212917,2,,Oliver Braude,,1.0,,5.0,6.0,2.0,1.0,1.0,3.0,3.0,,2.0,0.063,0.1908,,,,1.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,
12448361,away,SC Heerenveen,Nikolai Soyset Hopland,hopland-nikolai-soyset,N. S. Hopland,D,17,186,224,M,1121247,EUR,1090627200,D,17,17,False,56.0,53.0,5.0,2.0,0.0,47.0,47.0,6.0,9.0,1.0,,,69.0,72.0,7.1,3.0,0.00357218,2,,,,,1.0,4.0,4.0,1.0,1.0,7.0,3.0,2.0,,,0.0516,0.2645,1.0,,,,,,,,,3.0,,,,,,,
12448361,away,SC Heerenveen,Paweł Bochniewicz,pawel-bochniewicz,P. Bochniewicz,D,4,194,794,M,286097,EUR,822960000,D,5,5,False,79.0,72.0,5.0,1.0,0.0,50.0,54.0,22.0,25.0,3.0,,,90.0,90.0,6.4,7.0,0.0126523,0,,,,,2.0,3.0,3.0,,,6.0,,,,1.0,,,,,,,,,1.0,,,2.0,,,,,,,
12448361,away,SC Heerenveen,Mats Köhlert,mats-kohlert,M. Köhlert,D,27,168,173,M,794998,EUR,894067200,D,11,11,False,64.0,62.0,1.0,1.0,0.0,36.0,38.0,29.0,32.0,5.0,,,90.0,95.0,7.5,9.0,0.203417,1,,,,6.0,,5.0,4.0,1.0,,3.0,2.0,1.0,1.0,1.0,0.022,,1.0,,3.0,2.0,,,2.0,,3.0,1.0,1.0,,5.0,,,,
12448361,away,SC Heerenveen,Amara Condé,amara-conde,A. Condé,M,6,173,86,M,817978,EUR,852508800,M,6,6,False,34.0,31.0,1.0,1.0,0.0,17.0,19.0,14.0,15.0,3.0,,,45.0,39.0,7.0,3.0,0.0195655,0,,,,,,1.0,3.0,,,,2.0,2.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,
12448361,away,SC Heerenveen,Simon Olsson,simon-olsson,S. Olsson,M,10,185,159,M,850851,EUR,874195200,M,19,19,False,30.0,21.0,3.0,2.0,0.0,7.0,8.0,14.0,22.0,5.0,,,60.0,38.0,6.6,13.0,0.0417532,2,,,,,,5.0,2.0,1.0,,,2.0,1.0,3.0,,0.0743,,1.0,,,,1.0,,3.0,,,,,,1.0,,1.0,,
12448361,away,SC Heerenveen,Jacob Trenskow,trenskow-jacob,J. Trenskow,M,20,178,432,M,1015627,EUR,975196800,M,20,20,False,46.0,39.0,,,1.0,16.0,20.0,23.0,27.0,4.0,,,90.0,64.0,7.0,16.0,0.0782335,2,,,,1.0,,5.0,5.0,1.0,,,3.0,2.0,6.0,1.0,0.1432,,,,,3.0,2.0,,1.0,,,1.0,1.0,,3.0,,,,
12448361,away,SC Heerenveen,Luuk Brouwers,luuk-brouwers,L. Brouwers,M,8,180,141,M,794014,EUR,894153600,M,8,8,False,35.0,24.0,3.0,2.0,0.0,11.0,12.0,13.0,23.0,2.0,,,90.0,46.0,6.9,13.0,0.0519954,0,,,,,1.0,3.0,5.0,1.0,,,1.0,1.0,,1.0,,,,,,2.0,,,,,,,2.0,,1.0,True,2.0,,
12448361,away,SC Heerenveen,Ilias Sebaoui,ilias-sebaoui,I. Sebaoui,M,10,180,683,M,1154586,EUR,1002153600,M,10,10,False,25.0,19.0,2.0,1.0,0.0,5.0,6.0,14.0,20.0,3.0,,,90.0,35.0,6.7,10.0,0.0363101,4,,Ilias Sebaoui,,1.0,,6.0,,,2.0,1.0,,,1.0,,0.1884,0.111,1.0,,,2.0,1.0,,1.0,,,3.0,,,,,,,
12448361,away,SC Heerenveen,Dimitris Rallis,dimitris-rallis,D. Rallis,F,9,189,309,M,1888815,EUR,1111795200,F,26,26,False,12.0,8.0,,,0.0,3.0,4.0,5.0,8.0,2.0,,,71.0,26.0,7.2,10.0,0.0112732,1,,,,,,5.0,3.0,,1.0,2.0,1.0,1.0,2.0,1.0,0.0447,0.5556,,1.0,,1.0,,,,,,1.0,1.0,,,,4.0,,
12448361,away,SC Heerenveen,Espen Van Ee,van-ee-espen,E. v. Ee,M,22,179,71,M,1126965,EUR,1057363200,M,21,21,True,33.0,28.0,3.0,1.0,0.0,16.0,17.0,12.0,16.0,5.0,,,45.0,45.0,6.4,11.0,0.0101507,0,,,,,,5.0,3.0,1.0,,,2.0,2.0,3.0,1.0,,,,,1.0,2.0,,,1.0,,,,,,,,1.0,,
12448361,away,SC Heerenveen,Denzel Hall,denzel-hall,D. Hall,D,22,180,97,M,987523,EUR,990489600,D,2,2,True,22.0,13.0,1.0,,0.0,10.0,17.0,3.0,5.0,1.0,,,30.0,35.0,6.6,13.0,0.00568741,0,,,,,1.0,1.0,4.0,,,,3.0,1.0,2.0,,,,,,,,,,,,,1.0,,,,,,,
12448361,away,SC Heerenveen,Levi Smans,levi-smans,L. Smans,M,14,175,135,M,1133678,EUR,1048550400,M,14,14,True,9.0,6.0,,,0.0,3.0,3.0,3.0,7.0,1.0,,,30.0,12.0,6.6,5.0,0.00305044,1,,Levi Smans,,1.0,,1.0,,,1.0,,,,,,0.0334,0.149,,,,,,,,1.0,,,,,,,1.0,,
12448361,away,SC Heerenveen,Sam Kersten,sam-kersten,S. Kersten,D,4,191,83,M,847072,EUR,886118400,D,4,4,True,22.0,20.0,1.0,1.0,0.0,16.0,17.0,4.0,5.0,2.0,,,21.0,25.0,6.5,2.0,0.00727669,1,,,,,,2.0,,,,1.0,,,,,0.0139,,1.0,,,,,,1.0,,,2.0,,,1.0,,,,
12448361,away,SC Heerenveen,Daniel Karlsbakk,daniel-karlsbakk,D. Karlsbakk,F,11,186,589,M,1173573,EUR,1049673600,F,9,9,True,2.0,1.0,,,0.0,1.0,1.0,,1.0,,,,19.0,7.0,6.3,4.0,1.951e-05,0,,Daniel Karlsbakk,,,,3.0,,,,2.0,,,3.0,,,,,,,,,,3.0,,,,,,,,,,
12448361,away,SC Heerenveen,Andries Noppert,andries-noppert,A. Noppert,G,44,203,438,M,339339,EUR,765676800,G,44,44,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,away,SC Heerenveen,Bernt Klaverboer,klaverboer-bernt,B. Klaverboer,G,22,190,124,M,1195719,EUR,1127692800,G,22,22,True,,,,,,,,,,,,,,,,,,0,,Bernt Klaverboer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,away,SC Heerenveen,Hussein Ali,hussein-ali,H. Ali,D,15,180,1946,M,962056,EUR,1014940800,D,15,15,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,away,SC Heerenveen,Mateja Milovanović,mateja-milovanovic,M. Milovanović,D,5,185,406,M,1124029,EUR,1082246400,D,27,27,True,,,,,,,,,,,,,,,,,,0,,Mateja Milovanovic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,away,SC Heerenveen,Ché Nunnely,che-nunnely,C. Nunnely,M,11,170,190,M,825841,EUR,918086400,F,7,7,True,,,,,,,,,,,,,,,,,,0,,Ché,Nunnely,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12448361,away,SC Heerenveen,Isaiah Ahmed,isaiah-ahmed,I. Ahmed,M,35,186,37,M,1801303,EUR,1135728000,M,39,39,True,,,,,,,,,,,,,,,,,,0,,Isaiah Ahmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
