match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_totalContest,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,stat_aerialWon,stat_wasFouled,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_challengeLost,stat_dispossessed,stat_bigChanceCreated,stat_outfielderBlock,stat_unsuccessfulTouch,player_sofascoreId,stat_wonContest,stat_shotOffTarget,stat_bigChanceMissed,stat_totalOffside,stat_errorLeadToAGoal,stat_errorLeadToAShot,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
12437731,home,Athletic Club,Julen Agirrezabala,,,julen-agirrezabala,J. Agirrezabala,G,25,187,1097,M,1014412,EUR,977788800,G,13,13,False,33.0,24.0,21.0,12.0,0.0,15.0,17.0,9.0,16.0,1.0,5.0,1.0,1.0,1.0,1.0,90.0,37.0,7.3,9.0,0.0013717,0,0.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437731,home,Athletic Club,Óscar de Marcos,,,oscar-de-marcos,Ó. de Marcos,D,10,180,561,M,52663,EUR,608515200,D,18,18,False,36.0,29.0,5.0,2.0,0.0,17.0,19.0,13.0,21.0,2.0,5.0,,,,,90.0,59.0,6.9,12.0,0.0611206,0,,True,4.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12437731,home,Athletic Club,Daniel Vivian,,,daniel-vivian,D. Vivian,D,3,183,3110,M,910978,EUR,931132800,D,3,3,False,62.0,52.0,12.0,6.0,0.0,36.0,43.0,16.0,19.0,5.0,9.0,,,,,90.0,71.0,7.0,11.0,0.00832294,0,,,,,,2.0,3.0,1.0,1.0,,1.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
12437731,home,Athletic Club,Aitor Paredes,,,aitor-paredes,A. Paredes,D,4,186,1132,M,959872,EUR,956966400,D,4,4,False,40.0,35.0,5.0,2.0,0.0,31.0,32.0,4.0,8.0,1.0,1.0,,,,,90.0,54.0,7.8,6.0,0.00221018,1,,,,,1.0,4.0,2.0,1.0,6.0,2.0,2.0,,,,1.0,1.0,2.0,0.2206,0.8296,,,,,,,,,,,,,,,
12437731,home,Athletic Club,Yuri Berchiche,,,yuri-berchiche,Y. Berchiche,D,17,181,1146,M,84531,EUR,634608000,D,17,17,False,42.0,36.0,1.0,,0.0,21.0,24.0,15.0,20.0,3.0,3.0,,,,,90.0,62.0,6.9,8.0,0.0113974,1,,,2.0,,1.0,1.0,2.0,,,1.0,,,,1.0,,,,0.0245,,1.0,,,,,,,,,,,,,,
12437731,home,Athletic Club,Iñigo Ruiz de Galarreta,,,inigo-ruiz-de-galarreta,I. R. d. Galarreta,M,16,174,944,M,96365,EUR,744595200,M,16,16,False,40.0,34.0,3.0,2.0,1.0,18.0,19.0,17.0,23.0,1.0,10.0,,,,,85.0,51.0,7.4,10.0,0.29682,0,,,2.0,1.0,1.0,7.0,3.0,1.0,,2.0,3.0,3.0,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,,,,,,,,,
12437731,home,Athletic Club,Beñat Prados,,,benat-prados,B. Prados,M,24,179,600,M,1012409,EUR,981590400,M,24,24,False,25.0,19.0,2.0,1.0,0.0,10.0,14.0,9.0,11.0,3.0,3.0,,,,,68.0,36.0,6.7,8.0,0.00663262,0,,,,,,4.0,4.0,1.0,2.0,2.0,2.0,,2.0,,,,1.0,,,,,1.0,,,,,,,,,,,,
12437731,home,Athletic Club,Iñaki Williams,,,inaki-williams,I. Williams,M,9,186,20741,M,783374,EUR,771638400,M,9,9,False,24.0,17.0,1.0,1.0,0.0,6.0,7.0,11.0,22.0,,3.0,,,,,85.0,43.0,7.8,15.0,0.0110905,6,,,5.0,,2.0,6.0,4.0,2.0,,2.0,1.0,,1.0,,2.0,1.0,,0.3456,0.3447,,1.0,1.0,,1.0,1.0,IñakiWill,1.0,4.0,,,,,,
12437731,home,Athletic Club,Oihan Sancet,,,oihan-sancet,O. Sancet,M,8,188,3356,M,966801,EUR,956620800,M,8,8,False,33.0,28.0,1.0,1.0,1.0,5.0,6.0,23.0,30.0,,4.0,,,,,90.0,55.0,7.1,17.0,0.0513096,1,,,3.0,,1.0,4.0,8.0,3.0,,2.0,,1.0,2.0,3.0,,,1.0,0.5154,,,,1.0,,,6.0,,1.0,1.0,1.0,1.0,,,,
12437731,home,Athletic Club,Álex Berenguer,,,alex-berenguer,Á. Berenguer,M,7,175,1919,M,592012,EUR,804816000,M,7,7,False,15.0,11.0,1.0,,0.0,4.0,6.0,7.0,12.0,,1.0,,,,,60.0,30.0,6.2,13.0,0.00391681,1,,,3.0,,,9.0,3.0,3.0,,1.0,2.0,1.0,,2.0,1.0,,,0.0268,0.0632,,2.0,2.0,,,1.0,,,,,,,,,
