match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_goalAssist,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_aerialLost,stat_aerialWon,stat_shotOffTarget,stat_totalClearance,stat_goals,stat_outfielderBlock,stat_challengeLost,player_sofascoreId,stat_accurateCross,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,captain,stat_bigChanceMissed,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_errorLeadToAShot
10382222,home,PSV Eindhoven,Walter Benítez,,,walter-benitez,W. Benítez,G,44,193,4345,M,249859,EUR,727401600,G,1,1,False,11.0,8.0,6.0,3.0,8.0,9.0,2.0,7.0,1.0,90.0,17.0,7.1,3.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382222,home,PSV Eindhoven,Jordan Teze,,,jordan-teze,J. Teze,D,4,183,1080,M,825846,EUR,938649600,D,3,3,False,77.0,69.0,4.0,1.0,34.0,37.0,45.0,8.0,,90.0,101.0,7.6,16.0,2,1.0,35.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
10382222,home,PSV Eindhoven,André Ramalho,,,andre-ramalho,A. Ramalho,D,5,182,5374,M,148155,EUR,698198400,D,5,5,False,67.0,60.0,3.0,1.0,42.0,44.0,23.0,5.0,,90.0,76.0,7.4,7.0,1,,18.0,,1.0,7.0,,,,,,1.0,2.0,1.0,,1.0,,,1.0,4.0,1.0,4.0,,,,,,,,,,,,,,,
10382222,home,PSV Eindhoven,Jarrad Branthwaite,,,jarrad-branthwaite,J. Branthwaite,D,32,195,2596,M,979563,EUR,1025136000,D,22,22,False,59.0,53.0,5.0,3.0,30.0,31.0,28.0,2.0,,90.0,66.0,8.1,6.0,1,,23.0,,1.0,5.0,,,,1.0,,,1.0,,,,,1.0,1.0,4.0,,2.0,1.0,1.0,,,,,,,,,,,,,
10382222,home,PSV Eindhoven,Patrick van Aanholt,,,patrick-van-aanholt,P. v. Aanholt,D,14,175,555,M,74577,EUR,651888000,D,30,30,False,42.0,39.0,1.0,1.0,15.0,16.0,26.0,3.0,,61.0,53.0,7.1,5.0,2,,24.0,,1.0,2.0,,,,2.0,,,1.0,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,
10382222,home,PSV Eindhoven,Ibrahim Sangaré,,,ibrahim-sangare,I. Sangaré,M,6,191,10131,M,843754,EUR,881020800,M,6,6,False,61.0,58.0,7.0,6.0,19.0,19.0,43.0,6.0,,74.0,77.0,7.5,8.0,2,,40.0,1.0,3.0,6.0,,2.0,1.0,,1.0,,4.0,1.0,4.0,,1.0,1.0,,1.0,1.0,,,,1.0,ibrahim_sangare,1.0,1.0,1.0,,,,,,,,
10382222,home,PSV Eindhoven,Joey Veerman,,,joey-veerman,J. Veerman,M,23,185,3780,M,850816,EUR,911433600,M,23,23,False,90.0,81.0,11.0,9.0,29.0,30.0,76.0,9.0,,90.0,119.0,9.7,19.0,4,2.0,59.0,16.0,1.0,5.0,1.0,3.0,3.0,1.0,2.0,,2.0,1.0,,,,8.0,,,1.0,,,,,,7.0,,1.0,1.0,,,,,,,
10382222,home,PSV Eindhoven,Johan Bakayoko,Johan Bakayoko,,johan-bakayoko,J. Bakayoko,F,9,179,6820,M,1088896,EUR,1050796800,M,27,27,False,66.0,60.0,1.0,1.0,13.0,15.0,60.0,10.0,,90.0,104.0,8.7,18.0,4,,50.0,9.0,4.0,13.0,3.0,4.0,4.0,1.0,3.0,,8.0,2.0,3.0,1.0,,5.0,,,,,1.0,,1.0,johanbakayoko,3.0,,,,,,,,,,
10382222,home,PSV Eindhoven,Xavi Simons,,,xavi-simons,X. Simons,M,7,179,50786,M,997183,EUR,1050883200,M,7,7,False,49.0,44.0,3.0,2.0,8.0,8.0,45.0,7.0,,72.0,65.0,8.4,13.0,3,1.0,37.0,4.0,7.0,6.0,1.0,3.0,1.0,2.0,1.0,,1.0,1.0,1.0,1.0,2.0,3.0,2.0,3.0,,,1.0,,,XaviSimons,1.0,,,1.0,,,,,,,
10382222,home,PSV Eindhoven,Thorgan Hazard,,,thorgan-hazard,T. Hazard,F,11,174,3646,M,94286,EUR,733363200,M,11,11,False,29.0,26.0,1.0,1.0,4.0,4.0,27.0,1.0,,45.0,36.0,6.9,7.0,1,,22.0,2.0,3.0,2.0,1.0,1.0,1.0,,1.0,,1.0,,,,,3.0,1.0,,,,,,1.0,THazard,,,,,,,,,,,
