match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialLost,stat_hitWoodwork,stat_interceptionWon,stat_fouls,captain,stat_challengeLost,stat_blockedScoringAttempt,stat_accurateCross,stat_wasFouled,stat_goals,stat_goalAssist,stat_ownGoals
11368722,home,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,ALunin,857574,EUR,918691200,G,13,13,False,27.0,23.0,6.0,2.0,23.0,25.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,90.0,32.0,7.3,4.0,0.00011079,0,0.1335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11368722,home,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,LucasVaz91,255239,EUR,678326400,D,17,17,False,62.0,56.0,1.0,,19.0,19.0,44.0,1.0,9.0,,6.0,,,,90.0,91.0,9.1,12.0,0.457155,3,,,,37.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,5.0,3.0,2.0,0.3295,0.1677,4.0,,,,,,,,,,,,
11368722,home,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,ARüdiger,142622,EUR,731116800,D,22,22,False,58.0,56.0,4.0,2.0,39.0,39.0,19.0,3.0,4.0,2.0,4.0,,,,90.0,68.0,7.5,2.0,0.00354416,2,,,,17.0,,3.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,0.3029,0.0269,,2.0,1.0,1.0,1.0,,,,,,,,
11368722,home,Real Madrid,Nacho Fernández,nacho-fernandez,N. Fernández,D,6,180,15081,M,nachofdez90,69404,EUR,632620800,D,6,6,False,60.0,57.0,2.0,1.0,35.0,35.0,25.0,,2.0,1.0,6.0,,,,90.0,69.0,7.4,3.0,0.0110861,2,,,,22.0,,2.0,,,,,,2.0,,1.0,2.0,1.0,,0.2382,,,2.0,,2.0,1.0,True,,,,,,,
11368722,home,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,FerMendy,792073,EUR,802569600,D,23,23,False,71.0,68.0,1.0,1.0,32.0,35.0,36.0,,2.0,,2.0,,,,90.0,83.0,7.1,5.0,0.0192359,0,,,,36.0,,1.0,,1.0,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,
11368722,home,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,Fede,831808,EUR,901065600,M,15,15,False,64.0,56.0,2.0,2.0,14.0,14.0,52.0,1.0,5.0,1.0,4.0,,,,90.0,81.0,7.9,11.0,0.263254,2,,,,42.0,2.0,3.0,1.0,2.0,2.0,1.0,,1.0,,,2.0,2.0,,0.0421,,2.0,,,,1.0,,1.0,1.0,,,,,
11368722,home,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,LModric10,15466,EUR,495072000,M,10,10,False,91.0,86.0,5.0,5.0,25.0,26.0,79.0,,7.0,,7.0,,,,83.0,120.0,9.7,15.0,0.714549,0,,,,67.0,14.0,1.0,,1.0,1.0,2.0,,,,,4.0,4.0,2.0,,,8.0,,,6.0,,,1.0,,6.0,2.0,,,
11368722,home,Real Madrid,Eduardo Camavinga,camavinga-eduardo,E. Camavinga,M,6,182,191301,M,Tacklevinga,973887,EUR,1036886400,M,12,12,False,63.0,58.0,2.0,2.0,29.0,32.0,31.0,3.0,10.0,1.0,14.0,,,,89.0,87.0,8.0,11.0,0.0442756,5,,,,29.0,,6.0,2.0,3.0,2.0,,,2.0,3.0,1.0,2.0,1.0,3.0,0.314,0.5996,1.0,,,2.0,3.0,,,,,3.0,,,
11368722,home,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,Brahim,835485,EUR,933638400,M,21,21,False,38.0,35.0,1.0,1.0,7.0,7.0,32.0,,3.0,,8.0,,,,83.0,53.0,7.0,10.0,0.0873206,4,,,,28.0,1.0,7.0,3.0,4.0,2.0,,,,1.0,,1.0,,1.0,0.4329,0.0762,3.0,,,,2.0,,,3.0,,,,,
11368722,home,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,Rodrygo,910536,EUR,978998400,F,11,11,False,31.0,29.0,1.0,1.0,5.0,5.0,26.0,,4.0,,1.0,,,,74.0,48.0,7.3,8.0,0.0516037,2,,,,24.0,,5.0,2.0,5.0,2.0,,,,2.0,,1.0,1.0,,0.3232,0.124,1.0,,,,,,,,,1.0,,,
11368722,home,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,ViniJr,868812,EUR,963360000,F,7,7,False,30.0,23.0,2.0,1.0,4.0,4.0,28.0,,6.0,,2.0,,,,89.0,55.0,7.8,19.0,0.114027,3,,,,19.0,2.0,4.0,,5.0,1.0,,1.0,,3.0,,,,3.0,0.9114,1.7431,2.0,,,,,,,,,5.0,1.0,,
11368722,home,Real Madrid,Joselu,joselu,Joselu,F,9,191,18060,M,joselumato,69418,EUR,638496000,F,14,14,True,3.0,3.0,,,1.0,1.0,2.0,,,1.0,,,,,16.0,5.0,6.3,,0.0116864,1,,,,2.0,,,,,,,1.0,,1.0,,,,,0.2197,0.258,,,,,,,,,,,,,
11368722,home,Real Madrid,Aurélien Tchouaméni,aurelien-tchouameni,A. Tchouaméni,M,14,188,145918,M,ATchouaméni,859025,EUR,948931200,M,18,18,True,10.0,9.0,,,6.0,7.0,4.0,,1.0,1.0,,,,,12.0,15.0,6.8,2.0,0.00163865,0,,,,3.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,
11368722,home,Real Madrid,Toni Kroos,toni-kroos,T. Kroos,M,,183,45525,M,Kroos,26502,EUR,631411200,M,8,8,True,19.0,17.0,1.0,1.0,6.0,7.0,13.0,,2.0,,,,,,12.0,22.0,7.0,3.0,0.0189736,0,,,,11.0,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,,,
