match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_keyPass,stat_challengeLost,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalOffside,player_firstName,player_lastName,stat_errorLeadToAShot
11352479,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192.0,4016,M,252669,EUR,727228800,G,1,1,False,34.0,22.0,17.0,5.0,0.0,18.0,21.0,4.0,13.0,5.0,1.0,4.0,5.0,1.0,1.0,90.0,41.0,7.4,12.0,0.00045218,0,-0.0364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352479,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177.0,7696,M,252821,EUR,753408000,D,22,22,False,64.0,57.0,6.0,3.0,0.0,37.0,37.0,21.0,31.0,3.0,,,,,,90.0,86.0,6.7,15.0,0.0092058,1,,nelsonsemedo50,4.0,1.0,1.0,1.0,8.0,6.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,0.3077,0.1161,,,,,,,,,,,,,,
11352479,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192.0,1250,M,894474,EUR,864345600,D,23,23,False,84.0,79.0,8.0,4.0,0.0,61.0,63.0,18.0,21.0,4.0,,,,,,90.0,93.0,7.2,5.0,0.00659066,0,,,,,,2.0,1.0,6.0,,,,,,3.0,,3.0,,1.0,,,True,1.0,2.0,1.0,1.0,,,,,,,,,
11352479,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187.0,1047,M,973418,EUR,916444800,D,24,24,False,75.0,67.0,9.0,4.0,0.0,52.0,57.0,15.0,18.0,7.0,,,,,,90.0,91.0,7.4,11.0,0.00491445,2,,,,,3.0,5.0,7.0,7.0,1.0,,,,2.0,4.0,,1.0,1.0,,0.4371,0.3877,,,,1.0,,3.0,1.0,,,,,,,
11352479,home,Wolverhampton,Matt Doherty,matt-doherty,M. Doherty,D,2,182.0,1449,M,143047,EUR,695520000,M,2,2,False,57.0,51.0,6.0,4.0,0.0,33.0,36.0,18.0,24.0,3.0,,,,,,90.0,81.0,7.5,9.0,0.00998991,0,,,3.0,,1.0,1.0,2.0,7.0,,1.0,1.0,,,3.0,1.0,2.0,,,,,,,2.0,3.0,1.0,1.0,,1.0,,,,,,
11352479,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176.0,14959,M,1015267,EUR,981936000,M,8,8,False,56.0,47.0,4.0,1.0,0.0,21.0,24.0,27.0,34.0,7.0,,,,,,90.0,68.0,6.6,13.0,0.115181,1,,joaogomes.01,2.0,1.0,,,5.0,3.0,1.0,,,,,1.0,,1.0,2.0,2.0,0.038,,,,1.0,2.0,1.0,2.0,,,1.0,,,,,
11352479,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184.0,8756,M,307284,EUR,746841600,M,5,5,False,78.0,70.0,11.0,5.0,1.0,49.0,50.0,22.0,29.0,8.0,,,,,,90.0,97.0,7.9,13.0,0.383058,2,,,1.0,1.0,1.0,1.0,4.0,7.0,1.0,4.0,2.0,,,1.0,1.0,2.0,1.0,,0.0583,,,,,2.0,2.0,,,2.0,2.0,,,,,
11352479,home,Wolverhampton,Boubacar Traoré,boubacar-traore,B. Traoré,M,8,183.0,1011,M,982613,EUR,998265600,M,6,6,False,41.0,35.0,2.0,2.0,0.0,23.0,28.0,12.0,14.0,5.0,,,,,,90.0,63.0,6.7,12.0,0.00304892,3,,,1.0,,3.0,,10.0,8.0,4.0,1.0,1.0,,,1.0,,6.0,1.0,2.0,0.1304,,,,2.0,1.0,2.0,1.0,,,1.0,2.0,,,,
11352479,home,Wolverhampton,Rayan Aït-Nouri,rayan-ait-nouri,R. A. Nouri,M,21,179.0,44710,M,931278,EUR,991785600,M,3,3,False,56.0,52.0,3.0,1.0,0.0,34.0,37.0,18.0,20.0,5.0,,,,,,85.0,82.0,6.8,11.0,0.0118699,0,,r_aitnouri,1.0,,1.0,,5.0,6.0,2.0,1.0,,,,1.0,1.0,4.0,2.0,,,,,,3.0,2.0,,1.0,,,,,,,,
11352479,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184.0,69408,M,886363,EUR,927763200,F,12,12,False,38.0,31.0,1.0,,1.0,18.0,18.0,13.0,21.0,7.0,,,,,,76.0,60.0,6.5,18.0,0.0224893,1,,Cunha,1.0,,,,11.0,4.0,3.0,8.0,3.0,,,1.0,,,2.0,2.0,0.0081,,,,,1.0,1.0,1.0,,,,1.0,,,,
