match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_outfielderBlock,stat_totalCross,stat_unsuccessfulTouch,stat_keyPass,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_dispossessed,player_firstName,player_lastName,stat_accurateCross,stat_bigChanceCreated,stat_goals,player_sofascoreId,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_goalAssist
11396392,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,38.0,32.0,10.0,4.0,30.0,33.0,2.0,5.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,90.0,48.0,6.4,6.0,0.0137701,0,-1.1618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Ozan Kabak,ozan-kabak,O. Kabak,D,5,185,2402,M,857740,EUR,953942400,D,5,5,False,,52.0,49.0,1.0,1.0,36.0,36.0,13.0,16.0,1.0,1.0,2.0,3.0,,,,,,90.0,60.0,6.3,3.0,0.0120957,0,,2.0,4.0,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Kevin Vogt,kevin-vogt,K. Vogt,D,7,194,163,M,48660,EUR,685584000,D,22,22,False,,84.0,77.0,13.0,9.0,46.0,48.0,31.0,36.0,1.0,1.0,6.0,1.0,,,1.0,,,90.0,96.0,6.8,7.0,0.0224835,0,,,1.0,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,52.0,47.0,6.0,3.0,33.0,35.0,14.0,18.0,,3.0,1.0,6.0,3.0,1.0,,,,88.0,62.0,6.6,7.0,0.0166057,0,,,1.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Robert Skov,robert-skov,R. Skov,M,24,183,755,M,327863,EUR,832550400,M,29,29,False,,33.0,30.0,4.0,3.0,13.0,13.0,17.0,23.0,,6.0,2.0,3.0,2.0,2.0,3.0,,,79.0,56.0,7.2,8.0,0.0267074,2,,,3.0,2.0,1.0,1.0,,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.1235,0.0445,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Finn Ole Becker,becker-finn-ole,F. O. Becker,M,25,177,144,M,979821,EUR,960422400,M,20,20,False,,38.0,33.0,4.0,3.0,12.0,13.0,21.0,25.0,,1.0,,7.0,1.0,1.0,,,,78.0,48.0,6.7,9.0,0.0461027,1,,,4.0,1.0,,1.0,,,2.0,1.0,,,,1.0,0.0411,0.2828,2.0,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,M,16,16,False,,60.0,48.0,9.0,4.0,23.0,26.0,26.0,39.0,,6.0,2.0,12.0,6.0,1.0,,,,90.0,80.0,7.6,19.0,0.282427,1,,,4.0,2.0,2.0,1.0,,5.0,2.0,1.0,1.0,,,1.0,0.1726,0.04,,,,1.0,1.0,1.0,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Grischa Prömel,grischa-promel,G. Prömel,M,6,182,280,M,253993,EUR,789609600,M,6,6,False,,54.0,47.0,3.0,2.0,26.0,27.0,21.0,27.0,,3.0,2.0,3.0,1.0,,1.0,,,90.0,62.0,6.6,9.0,0.0326469,0,,,3.0,1.0,,1.0,,,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Marius Bülter,marius-bulter,M. Bülter,F,30,188,454,M,378340,EUR,733363200,M,21,21,False,,31.0,23.0,3.0,,11.0,12.0,12.0,27.0,,,1.0,8.0,,,,,,90.0,52.0,6.6,21.0,0.0354841,1,,1.0,5.0,1.0,,1.0,,8.0,1.0,2.0,1.0,,,1.0,0.0164,0.3045,1.0,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Wout Weghorst,wout-weghorst,W. Weghorst,F,25,197,6772,M,252215,EUR,713145600,F,10,10,False,,22.0,19.0,,,8.0,9.0,11.0,13.0,2.0,4.0,1.0,3.0,,,2.0,,,90.0,30.0,7.1,6.0,0.0486402,2,,1.0,2.0,,,,,,2.0,1.0,,,1.0,1.0,1.2192,0.8614,1.0,,,,,1.0,wout.weghorst,1.0,,,,,,,,,
11396392,home,TSG Hoffenheim,Maximilian Beier,maximilian-beier,M. Beier,F,14,183,4887,M,980628,EUR,1034812800,F,14,14,False,,14.0,11.0,,,5.0,6.0,6.0,10.0,,2.0,,2.0,,,,,,87.0,30.0,7.1,7.0,0.0208786,4,,1.0,2.0,,,,,2.0,1.0,,3.0,2.0,1.0,2.0,0.1388,0.3627,,,,,,,,,1.0,1.0,,,,,,,
11396392,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,True,,10.0,6.0,,,,,6.0,10.0,,,,,,,,,,12.0,11.0,6.5,4.0,0.00428501,1,,,,,,,,,,,,,,,0.0399,,,,,,,,andrejkramaric,,1.0,,,,,,,,
11396392,home,TSG Hoffenheim,Ihlas Bebou,ihlas-bebou,I. Bebou,F,9,183,465,M,254297,EUR,767059200,F,9,9,True,,9.0,7.0,,,2.0,2.0,5.0,7.0,,1.0,,1.0,,,,,,11.0,13.0,6.6,4.0,0.00375741,0,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Mergim Berisha,mergim-berisha,M. Berisha,F,20,186,561,M,770083,EUR,894844800,F,7,7,True,,1.0,,1.0,,,,,1.0,,,,,,,,,,8.0,2.0,6.5,2.0,,0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Bambasé Conté,bambase-conte,B. Conté,M,10,178,254,M,1185359,EUR,1057536000,M,31,31,True,,4.0,4.0,,,1.0,1.0,3.0,3.0,,2.0,,2.0,1.0,1.0,1.0,,,8.0,6.0,6.8,,0.00191586,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Luca Philipp,luca-philipp,L. Philipp,G,37,192,119,M,943550,EUR,975369600,G,37,37,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Attila Szalai,attila-szalai,A. Szalai,D,41,192,2460,M,823092,EUR,885254400,D,41,41,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,John Brooks,john-brooks,J. Brooks,D,25,193,355,M,132149,EUR,728179200,D,23,23,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Diadié Samassékou,diadie-samassekou,D. Samassékou,M,18,175,1706,M,796358,EUR,821318400,M,18,18,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11396392,home,TSG Hoffenheim,Umut Tohumcu,umut-tohumcu,U. Tohumcu,M,8,176,432,M,1083410,EUR,1092182400,M,40,40,True,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Umut Tohumcu,,,,,,,,,,,,,,,
