match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,player_firstName,stat_totalCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_shotValueNormalized,player_lastName,captain,stat_aerialLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_blockedScoringAttempt,stat_outfielderBlock,stat_fouls,stat_keyPass,stat_accurateCross,stat_bigChanceCreated,stat_totalOffside,stat_bigChanceMissed,stat_hitWoodwork,stat_savedShotsFromInsideTheBox,stat_saves,stat_keeperSaveValue,stat_lastManTackle
14425845,away,Wrexham,Arthur Okonkwo,arthur-okonkwo,Arthur Okonkwo,G,1,195.0,1132,M,1109561,EUR,999993600,G,1,1,False,18.0,9.0,10.0,1.0,0.0,8.0,8.0,1.0,10.0,,,1.0,7.0,,,1.0,1.0,90.0,29.0,7.0,9.0,0,0.01,0.0,-0.09,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,0.4663,
14425845,away,Wrexham,Eoghan O'Connell,eoghan-oconnell,E. O'Connell,D,15,185.0,73,M,352582,EUR,808272000,D,5,5,False,57.0,49.0,12.0,4.0,0.0,28.0,31.0,21.0,26.0,2.0,4.0,3.0,3.0,,,,,90.0,76.0,6.9,13.0,0,0.4,0.11,-0.26,,,1.0,3.0,,,,,,1.0,,2.0,1.0,,,True,3.0,,,3.0,,1.0,,2.0,1.0,,,,,,,,
14425845,away,Wrexham,Dan Scarr,dan-scarr,D. Scarr,D,24,188.0,73,M,824751,EUR,788227200,D,24,24,False,56.0,51.0,7.0,4.0,0.0,42.0,44.0,9.0,12.0,1.0,3.0,12.0,4.0,,,,,90.0,73.0,7.3,5.0,0,0.1,0.09,0.77,,,,1.0,,,,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,,1.0
14425845,away,Wrexham,Callum Doyle,callum-doyle,C. Doyle,D,2,185.0,1051,M,1090508,EUR,1065139200,D,2,2,False,38.0,28.0,10.0,5.0,1.0,15.0,18.0,13.0,20.0,1.0,3.0,5.0,2.0,,,,,60.0,53.0,7.0,14.0,0,0.3,0.09,-0.21,,Callum Doyle,2.0,1.0,,,,,,,,,2.0,,,,1.0,,,,,1.0,,1.0,,,,,,,,,
14425845,away,Wrexham,Ryan Barnett,ryan-barnett,R. Barnett,M,29,180.0,85,M,864424,EUR,938044800,M,29,29,False,21.0,18.0,3.0,2.0,0.0,12.0,13.0,6.0,8.0,1.0,5.0,10.0,3.0,,,,,90.0,48.0,7.5,9.0,1,0.44,0.23,0.14,,,3.0,3.0,1.0,1.0,1.0,1.0,,3.0,1.0,1.0,,-0.22,,,1.0,,,,1.0,,,,1.0,,,,,,,,
14425845,away,Wrexham,Harry Ashfield,harry-ashfield,H. Ashfield,M,4,184.0,80,M,1566894,EUR,1142985600,M,45,45,False,34.0,29.0,3.0,,0.0,15.0,16.0,14.0,18.0,1.0,4.0,2.0,4.0,,,,,78.0,48.0,7.1,8.0,2,-0.07,0.12,-0.28,,Harry Ashfield,1.0,8.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,,0.54,,,1.0,1.0,1.0,2.0,,,3.0,,,,,,,,,,
14425845,away,Wrexham,George Evans,george-evans,G. Evans,M,12,184.0,52,M,155872,EUR,787276800,M,12,12,False,22.0,20.0,1.0,1.0,0.0,16.0,16.0,4.0,6.0,1.0,3.0,,1.0,,,,,60.0,27.0,6.6,2.0,0,-0.07,0.03,-0.08,,,,,,,,,,2.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,
14425845,away,Wrexham,Elliot Lee,elliot-lee,E. Lee,M,18,180.0,212,M,303604,EUR,787536000,M,38,38,False,44.0,42.0,2.0,1.0,1.0,19.0,19.0,23.0,25.0,,5.0,1.0,3.0,,,,,90.0,61.0,6.7,9.0,2,-0.08,0.11,-0.2,,,6.0,5.0,3.0,,1.0,1.0,,3.0,1.0,1.0,1.0,0.01,,,,,,,2.0,,3.0,2.0,,,,,,,,,
14425845,away,Wrexham,Jacob Mendy,jacob-mendy,J. Mendy,D,40,182.0,220,M,1083063,EUR,851644800,M,17,17,False,13.0,12.0,1.0,,0.0,4.0,4.0,8.0,9.0,2.0,6.0,1.0,1.0,,,,,60.0,26.0,6.8,5.0,0,-0.04,0.14,-0.05,,,2.0,2.0,,,2.0,1.0,,3.0,2.0,2.0,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,
14425845,away,Wrexham,Sam Smith,sam-smith,S. Smith,F,28,181.0,358,M,892481,EUR,889315200,F,28,28,False,12.0,8.0,,,0.0,3.0,4.0,5.0,8.0,1.0,3.0,,2.0,,,,,79.0,17.0,6.3,6.0,1,-0.28,0.14,-0.01,,,,5.0,,,,,1.0,2.0,1.0,2.0,,-0.24,,,3.0,,,,,,2.0,,,,,,,,,,
14425845,away,Wrexham,Ryan Hardie,ryan-hardie,R. Hardie,F,29,183.0,320,M,547376,EUR,858556800,F,9,9,False,9.0,6.0,1.0,,0.0,2.0,2.0,4.0,7.0,,2.0,2.0,1.0,,,,,90.0,24.0,7.4,8.0,2,-0.01,0.13,0.19,,,1.0,6.0,,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,0.55,,,4.0,1.0,1.0,,,,,,,,2.0,,,,,,
14425845,away,Wrexham,Lewis Brunt,lewis-brunt,L. Brunt,D,3,187.0,96,M,994562,EUR,973468800,D,3,3,True,23.0,23.0,1.0,1.0,0.0,13.0,13.0,10.0,10.0,,2.0,2.0,2.0,,,,,30.0,29.0,7.0,1.0,0,0.02,0.09,0.25,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,,,,
14425845,away,Wrexham,George Dobson,george-dobson,G. Dobson,M,15,180.0,141,M,788240,EUR,879552000,M,15,15,True,28.0,26.0,6.0,4.0,0.0,10.0,10.0,16.0,18.0,1.0,2.0,,1.0,,,,,30.0,35.0,6.9,4.0,2,0.12,0.11,-0.05,,,3.0,1.0,1.0,,1.0,1.0,,,,1.0,,0.01,,,,,,,2.0,,,,2.0,,,,,,,,
14425845,away,Wrexham,Ryan Longman,ryan-longman,R. Longman,M,47,180.0,107,M,991569,EUR,973468800,M,47,47,True,10.0,10.0,,,0.0,4.0,4.0,6.0,6.0,,,,1.0,,,,,30.0,19.0,6.5,5.0,0,-0.09,0.02,0.13,,,3.0,2.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,
14425845,away,Wrexham,Lewis O'Brien,lewis-obrien,L. O'Brien,M,27,173.0,303,M,920936,EUR,908323200,M,27,27,True,7.0,7.0,,,0.0,1.0,1.0,6.0,6.0,,2.0,1.0,,,,,,12.0,11.0,6.7,1.0,0,-0.14,0.03,0.15,,,1.0,,,,,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,
14425845,away,Wrexham,Kieffer Moore,kieffer-moore,K. Moore,F,19,195.0,1368,M,298366,EUR,713232000,F,19,19,True,10.0,7.0,1.0,,0.0,2.0,2.0,5.0,8.0,3.0,4.0,,,,,,,11.0,15.0,7.8,6.0,1,-0.39,0.19,0.13,,,1.0,2.0,,,1.0,,,,,1.0,1.0,0.55,,,1.0,1.0,1.0,,,,,,,,,,,,,,
14425845,away,Wrexham,Callum Burton,callum-burton,C. Burton,G,25,188.0,85,M,284415,EUR,840067200,G,25,25,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425845,away,Wrexham,Aaron James,james-aaron,A. James,D,34,183.0,60,M,1468579,EUR,1120089600,D,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,Aaron James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425845,away,Wrexham,Max Cleworth,max-cleworth,M. Cleworth,D,4,191.0,221,M,1002181,EUR,1028851200,D,4,4,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14425845,away,Wrexham,James McClean,james-mcclean,J. McClean,M,16,180.0,376,M,41631,EUR,609206400,M,7,7,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
