match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_blockedScoringAttempt,stat_keyPass,stat_goalAssist,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,player_firstName,player_lastName,captain,stat_accurateCross,stat_bigChanceMissed,stat_goals,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
11352484,home,Chelsea,Nicolas Jackson,nicolas-jackson,N. Jackson,F,11,186,89434,M,NJackson11,1085381,EUR,992995200,F,15,15,False,22.0,19.0,,,4.0,5.0,15.0,17.0,,5.0,,,,83.0,46.0,7.9,14.0,0.7122,1.2983,0.17665,5,,,1.0,,4.0,5.0,,3.0,,1.0,1.0,1.0,9.0,2.0,1.0,2.0,2.0,,2.0,2.0,2.0,1.0,,Nicolas Jackson,,,,1.0,1.0,,,
11352484,home,Chelsea,Lesley Ugochukwu,lesley-ugochukwu,L. Ugochukwu,M,8,188,5004,M,l.ugochukwu8,1048916,EUR,1080259200,M,16,16,True,7.0,7.0,,,4.0,4.0,3.0,3.0,,,,,,12.0,7.0,6.6,,0.0,0.0,0.036839,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,home,Chelsea,Ian Maatsen,ian-maatsen,I. Maatsen,D,22,178,5464,M,maatsen_,976263,EUR,1015718400,D,29,29,True,1.0,1.0,,,,,1.0,2.0,,,,,,9.0,3.0,6.3,2.0,0.0,0.0,0.00329531,0,,1.0,1.0,,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
11352484,home,Chelsea,Mason Burstow,mason-burstow,M. Burstow,F,48,187,646,M,,1138421,EUR,1059955200,F,37,37,True,,,,,,,,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,Mason Burstow,,,,,,,,
11352484,home,Chelsea,Lucas Bergström,lucas-bergstrom,L. Bergström,G,13,206,3167,M,,996903,EUR,1031184000,G,47,47,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,home,Chelsea,Eddie Beach,beach-eddie,E. Beach,G,30,196,260,M,,1632524,EUR,1065657600,G,50,50,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,home,Chelsea,Marc Cucurella,marc-cucurella,M. Cucurella,D,3,175,37239,M,cucurella3,794939,EUR,901065600,D,3,3,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,home,Chelsea,Bashir Humphreys,bashir-humphreys,B. Humphreys,D,12,186,1285,M,,996910,EUR,1047686400,D,48,48,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,home,Chelsea,Noni Madueke,noni-madueke,N. Madueke,M,20,182,40178,M,nonzinoo10,966547,EUR,1015718400,F,11,11,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,home,Chelsea,Diego Moreira,diego-moreira,D. Moreira,F,7,179,6007,M,diegzyyy,1142233,EUR,1091750400,F,43,43,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,Diego,Moreira,,,,,,,
11352484,away,Luton Town,Thomas Kaminski,thomas-kaminski,T. Kaminski,G,1,190,545,M,,45959,EUR,719798400,G,24,24,False,30.0,14.0,21.0,5.0,9.0,9.0,5.0,21.0,,7.0,5.0,5.0,,90.0,40.0,7.3,16.0,0.0,0.0,0.00215174,0,-0.2986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0
11352484,away,Luton Town,Issa Kaboré,issa-kabore,I. Kaboré,D,12,180,16736,M,issa_kabore_29,1006189,EUR,989625600,D,12,12,False,13.0,12.0,1.0,,5.0,5.0,7.0,11.0,1.0,3.0,,,,70.0,33.0,6.3,8.0,0.0267,0.0,0.00464706,1,,3.0,1.0,,4.0,4.0,,,,,,,2.0,1.0,1.0,1.0,,,1.0,4.0,3.0,,,,,,,,,,,
11352484,away,Luton Town,Reece Burke,reece-burke,R. Burke,D,32,189,102,M,,372342,EUR,841622400,D,16,16,False,25.0,20.0,4.0,3.0,12.0,13.0,8.0,12.0,3.0,3.0,,,,77.0,34.0,6.4,6.0,0.0,0.0,0.00650232,0,,,1.0,,2.0,1.0,,,1.0,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,
11352484,away,Luton Town,Tom Lockyer,tom-lockyer,T. Lockyer,D,12,183,189,M,,197848,EUR,786412800,D,4,4,False,27.0,18.0,9.0,1.0,11.0,13.0,7.0,14.0,6.0,6.0,,,,90.0,39.0,6.5,9.0,0.0,0.0,0.00634593,0,,,1.0,2.0,4.0,4.0,2.0,,3.0,,1.0,1.0,,1.0,1.0,,,,,,,,,,,True,,,,,,
11352484,away,Luton Town,Amari'i Bell,amarii-bell,A. Bell,D,17,179,289,M,,369674,EUR,768096000,D,29,29,False,49.0,37.0,8.0,3.0,20.0,23.0,17.0,26.0,4.0,6.0,,,,90.0,65.0,6.9,13.0,0.0,0.0,0.00849489,0,,,1.0,,2.0,7.0,1.0,,1.0,,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Ryan Giles,ryan-giles,R. Giles,D,3,179,245,M,,931304,EUR,948844800,D,26,26,False,26.0,24.0,1.0,,9.0,9.0,17.0,27.0,1.0,4.0,,,,90.0,44.0,6.6,10.0,0.0616,0.0675,0.043475,1,,10.0,,,2.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,,2.0,,,,,
11352484,away,Luton Town,Tahith Chong,tahith-chong,T. Chong,M,24,185,1632,M,,825845,EUR,944265600,M,14,14,False,20.0,18.0,1.0,1.0,7.0,8.0,11.0,12.0,,5.0,,,,77.0,33.0,6.9,4.0,0.0225,0.0,0.0469073,1,,,,,3.0,9.0,,,,1.0,4.0,2.0,,4.0,1.0,,,,1.0,2.0,1.0,,1.0,,,,,,,,,
11352484,away,Luton Town,Marvelous Nakamba,marvelous-nakamba,M. Nakamba,M,18,177,1065,M,,556904,EUR,758937600,M,13,13,False,36.0,33.0,1.0,1.0,11.0,12.0,22.0,25.0,,8.0,,,,90.0,43.0,6.7,4.0,0.0,0.0,0.0164935,0,,1.0,1.0,,4.0,3.0,1.0,,,1.0,3.0,1.0,,,2.0,,2.0,,,,,,,,,,,,,,,
11352484,away,Luton Town,Ross Barkley,ross-barkley,R. Barkley,M,6,188,2411,M,,98435,EUR,755049600,M,6,6,False,29.0,25.0,2.0,1.0,10.0,11.0,15.0,18.0,,3.0,,,,77.0,38.0,6.8,6.0,0.0776,0.0,0.0188693,2,,,,1.0,,4.0,,,,1.0,,,2.0,3.0,,,,,,,,,2.0,,,,,,,,,
11352484,away,Luton Town,Elijah Adebayo,adebayo-elijah,E. Adebayo,F,11,193,980,M,,920542,EUR,884131200,F,11,11,False,15.0,13.0,,,5.0,6.0,8.0,9.0,2.0,2.0,,,,70.0,24.0,6.6,6.0,0.0,0.0,0.0603907,0,,,1.0,1.0,8.0,3.0,,,,,,,1.0,1.0,5.0,,1.0,,2.0,2.0,1.0,,,,,,,,,,,
11352484,away,Luton Town,Carlton Morris,carlton-morris,C. Morris,F,9,185,1069,M,,358222,EUR,819072000,F,9,9,False,16.0,12.0,1.0,1.0,2.0,2.0,10.0,15.0,1.0,2.0,,,,90.0,29.0,6.8,7.0,0.1622,0.0,0.147501,3,,1.0,7.0,1.0,8.0,4.0,,,,,,,1.0,2.0,,2.0,1.0,,,2.0,1.0,,1.0,,,,,,,,,
11352484,away,Luton Town,Alfie Doughty,alfie-doughty,A. Doughty,M,14,183,521,M,,945792,EUR,945734400,M,45,45,True,6.0,5.0,1.0,1.0,3.0,3.0,2.0,5.0,,1.0,,,,20.0,12.0,6.6,3.0,0.0,0.0,0.0944226,0,,2.0,,,2.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Jacob Brown,jacob-brown,J. Brown,F,40,178,156,M,,858911,EUR,892166400,F,19,19,True,4.0,2.0,1.0,,,1.0,2.0,3.0,,3.0,,,,20.0,8.0,6.6,3.0,0.0724,0.0,0.00064106,2,,,,1.0,2.0,2.0,,,,,,,,1.0,1.0,1.0,,,1.0,,,,1.0,,,,,,,,,
11352484,away,Luton Town,Mads Juel Andersen,mads-juel-andersen,M. J. Andersen,D,5,194,150,M,,841005,EUR,883180800,D,5,5,True,7.0,5.0,1.0,,4.0,6.0,1.0,1.0,,,,,,13.0,9.0,6.6,2.0,0.0,0.0,0.00046336,0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Pelly Ruddock Mpanzu,pelly-ruddock-mpanzu,P. R. Mpanzu,M,17,175,298,M,,387116,EUR,742867200,M,17,17,True,2.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,13.0,4.0,6.6,,0.0124,0.0,0.00090732,1,,,,,,1.0,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,
11352484,away,Luton Town,Chiedozie Ogbene,ogbene-chiedozie,C. Ogbene,M,19,181,757,M,,849309,EUR,862444800,F,7,7,True,1.0,,,,,,,2.0,,,,,,13.0,4.0,6.6,3.0,0.0,0.0,0.0,0,,1.0,1.0,,1.0,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Tim Krul,tim-krul,T. Krul,G,,193,418,M,,18154,EUR,576028800,G,23,23,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Joseph Johnson,joseph-johnson,J. Johnson,D,38,180,86,M,,825550,EUR,1140480000,D,38,38,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Luke Berry,luke-berry,L. Berry,M,8,177,75,M,,97465,EUR,710899200,M,8,8,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352484,away,Luton Town,Cauley Woodrow,cauley-woodrow,C. Woodrow,F,12,184,112,M,,140487,EUR,786326400,F,10,10,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
