match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_clearanceOffLine,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_shotOffTarget,stat_wasFouled,stat_totalOffside,stat_expectedGoals,stat_totalContest,stat_keyPass,stat_accurateCross,stat_wonContest,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,player_firstName,player_lastName,stat_goodHighClaim,stat_errorLeadToAShot
11352324,home,Everton,Jordan Pickford,jordan-pickford,J. Pickford,G,1,185,7610,M,jpickford1,138530,EUR,762998400,G,1,1,False,25.0,17.0,16.0,8.0,10.0,11.0,7.0,14.0,1.0,11.0,4.0,4.0,1.0,1.0,90.0,38.0,8.0,10.0,0.00844984,0,0.5348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11352324,home,Everton,Séamus Coleman,seamus-coleman,S. Coleman,D,23,177,893,M,,76632,EUR,592531200,D,23,23,False,23.0,9.0,7.0,1.0,4.0,9.0,5.0,15.0,5.0,6.0,,,,,90.0,48.0,7.7,17.0,0.00231652,0,,True,1.0,1.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
11352324,home,Everton,James Tarkowski,james-tarkowski,J. Tarkowski,D,6,185,2558,M,,145188,EUR,722131200,D,6,6,False,31.0,22.0,5.0,4.0,15.0,18.0,7.0,13.0,6.0,1.0,,,,,90.0,47.0,7.8,10.0,0.00761355,1,,,,9.0,3.0,13.0,1.0,,,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0903,,,,,,,,,,,,,,
11352324,home,Everton,Jarrad Branthwaite,jarrad-branthwaite,J. Branthwaite,D,32,195,2591,M,,979563,EUR,1025136000,D,32,32,False,25.0,19.0,9.0,6.0,13.0,16.0,6.0,9.0,5.0,,,,,,90.0,38.0,7.4,7.0,0.00753372,0,,,,2.0,1.0,7.0,1.0,,,2.0,4.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,
11352324,home,Everton,Vitaliy Mykolenko,vitaliy-mykolenko,V. Mykolenko,D,16,180,4082,M,mikola_16,876643,EUR,927936000,D,19,19,False,18.0,12.0,6.0,4.0,6.0,9.0,6.0,9.0,5.0,3.0,,,,,90.0,39.0,7.6,9.0,0.013575,1,,,,1.0,1.0,4.0,,,1.0,1.0,2.0,2.0,,,1.0,1.0,1.0,,0.0374,,,,,,,,,,,,,,
11352324,home,Everton,Amadou Onana,amadou-onana,A. Onana,M,24,195,7180,M,its_onana,923973,EUR,997920000,M,8,8,False,24.0,17.0,3.0,2.0,10.0,12.0,7.0,12.0,4.0,8.0,,,,,90.0,46.0,7.1,9.0,0.00690376,1,,,,1.0,5.0,8.0,1.0,,,1.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,,0.037,1.0,1.0,,,,,,,,,,,,
11352324,home,Everton,James Garner,james-garner,J. Garner,M,37,182,3008,M,,927361,EUR,984441600,M,37,37,False,25.0,15.0,4.0,1.0,8.0,10.0,8.0,16.0,,5.0,,,,,90.0,41.0,7.4,13.0,0.0526147,2,,,1.0,,4.0,7.0,2.0,,2.0,1.0,3.0,2.0,1.0,,,,3.0,,0.1893,3.0,2.0,1.0,1.0,1.0,1.0,0.1158,,,,,,,
11352324,home,Everton,Jack Harrison,jack-harrison,J. Harrison,M,17,175,1145,M,,829570,EUR,848448000,M,11,11,False,19.0,12.0,2.0,1.0,4.0,7.0,9.0,17.0,,9.0,,,,,90.0,34.0,6.5,16.0,0.0733336,0,,,5.0,,5.0,2.0,2.0,,,1.0,,,2.0,1.0,,,2.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,
11352324,home,Everton,Abdoulaye Doucouré,abdoulaye-doucoure,A. Doucouré,M,8,182,1269,M,,96535,EUR,725846400,M,16,16,False,21.0,12.0,6.0,1.0,4.0,7.0,8.0,14.0,,8.0,,,,,90.0,32.0,6.9,11.0,0.00933291,1,,,,1.0,6.0,6.0,2.0,,,1.0,4.0,4.0,,4.0,,,1.0,2.0,0.0436,,1.0,,,,1.0,,,,,,,,
11352324,home,Everton,Arnaut Danjuma,arnaut-danjuma,A. Danjuma,F,7,178,3536,M,,827064,EUR,854668800,M,10,10,False,8.0,5.0,1.0,,3.0,3.0,2.0,6.0,,3.0,,,,,63.0,15.0,7.1,6.0,0.179528,3,,,1.0,,3.0,1.0,1.0,,,,1.0,1.0,1.0,1.0,,2.0,,1.0,0.142,1.0,1.0,,,,1.0,,,1.0,,,,,
