match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_unsuccessfulTouch,stat_fouls,stat_aerialLost,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_accurateCross,stat_keyPass,stat_dispossessed,stat_blockedScoringAttempt,player_sofascoreId,stat_onTargetScoringAttempt,stat_totalOffside,stat_goalAssist,stat_bigChanceCreated,stat_bigChanceMissed,stat_goals
11067483,home,Cuiabá,Isidro Pitta,isidro-pitta,I. Pitta,F,9,183,1815,M,979861,EUR,934588800,F,9,9,False,,12.0,9.0,,,5.0,5.0,8.0,1.0,,,,67.0,19.0,6.5,5.0,0.019364,0,,,,5.0,1.0,1.0,6.0,2.0,,,1.0,,1.0,1.0,3.0,1.0,,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,
11067483,home,Cuiabá,Ronald,ronald,Ronald,M,8,171,426,M,931521,EUR,866592000,M,8,8,True,,16.0,13.0,,,3.0,3.0,16.0,3.0,,,,23.0,22.0,6.4,7.0,0.0840926,0,,,,11.0,3.0,,5.0,1.0,,,,1.0,,2.0,,1.0,,,,,,,1.0,1.0,2.0,,,,,,,,
11067483,home,Cuiabá,Wellington Silva,wellington-silva,Wellington Silva,M,37,170,241,M,121264,EUR,726278400,M,11,11,True,,11.0,10.0,,,1.0,1.0,12.0,,,,,23.0,26.0,6.4,6.0,0.0103949,1,,,,9.0,2.0,,3.0,5.0,6.0,4.0,,,1.0,,1.0,,,,,,1.0,0.0559,,,,1.0,,,,,,,
11067483,home,Cuiabá,Denilson,denilson,Denilson,M,8,180,370,M,1175760,EUR,985305600,M,27,27,True,,21.0,19.0,,,3.0,3.0,23.0,,,,,9.0,27.0,6.7,7.0,0.0590102,0,,Denilson,,16.0,5.0,,1.0,1.0,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,
11067483,home,Cuiabá,Derik Lacerda,derik-lacerda,D. Lacerda,F,18,190,839,M,994190,EUR,938390400,F,22,22,True,,11.0,10.0,1.0,1.0,2.0,2.0,9.0,1.0,,,,9.0,13.0,6.6,2.0,0.0133437,0,,,,8.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
11067483,home,Cuiabá,Patric Calmon,patric-calmon,P. Calmon,D,94,181,131,M,987168,EUR,773366400,D,94,94,True,,7.0,5.0,,,,,7.0,,,,,15.0,10.0,6.4,3.0,0.00536674,0,,,,5.0,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,João Carlos,joao-carlos,J. Carlos,G,12,190,52,M,795227,EUR,576288000,G,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,Uendel,uendel,Uendel,D,,179,34,,123357,EUR,592272000,D,6,6,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,Allyson,allyson,Allyson,D,3,184,69,M,809194,EUR,656640000,D,34,34,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,Juan Tavares,juan-tavares,J. Tavares,D,63,179,44,M,1141510,EUR,1019692800,D,63,63,True,,,,,,,,,,,,,,,,,,0,,Juan Pablo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,Filipe Augusto,filipe-augusto,Filipe Augusto,M,6,182,119,M,254561,EUR,745113600,M,5,5,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,Emerson Ramon,emerson-ramon,Emerson Ramon,M,94,178,125,M,1130178,EUR,975024000,F,17,17,True,,,,,,,,,,,,,,,,,,0,,Emerson Ramon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,home,Cuiabá,Calebe Costa,calebe-costa,C. Costa,M,5,187,51,M,1645786,EUR,1054944000,M,55,55,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Cássio,cassio,Cássio,G,1,195,4592,M,27756,EUR,549936000,G,12,12,False,True,26.0,20.0,13.0,7.0,20.0,21.0,5.0,6.0,1.0,1.0,2.0,90.0,35.0,7.4,6.0,0.00011423,0,0.3641,,,,,,,,,,,,,,,,,1.0,,,,,,,,,rcassio12,,,,,,
11067483,away,Corinthians,Bruno Méndez,bruno-mendez,Bruno Méndez,D,4,184,752,M,923000,EUR,936921600,D,25,25,False,,45.0,38.0,4.0,2.0,20.0,23.0,26.0,2.0,,,,90.0,64.0,7.5,10.0,0.0457795,0,,,,19.0,4.0,3.0,1.0,6.0,,,2.0,2.0,,1.0,,,,3.0,,,1.0,,1.0,1.0,,,,,,,,,
11067483,away,Corinthians,Gil,gil,Gil,D,4,191,1081,M,106402,EUR,550454400,D,4,4,False,,50.0,45.0,6.0,3.0,40.0,42.0,8.0,4.0,,,,90.0,60.0,7.7,5.0,0.478612,0,,,,5.0,,2.0,5.0,2.0,,,,,,3.0,2.0,,,7.0,,,,,,1.0,,,,,,1.0,1.0,,
11067483,away,Corinthians,Lucas Veríssimo,lucas-verissimo,L. Veríssimo,D,28,188,1027,M,826343,EUR,804643200,D,3,3,False,,51.0,44.0,4.0,3.0,32.0,34.0,17.0,2.0,,,,90.0,64.0,7.2,7.0,0.00357009,1,,,,12.0,,5.0,5.0,5.0,,,1.0,,,1.0,3.0,1.0,1.0,10.0,1.0,,,0.0205,,,,,,,,,,,
11067483,away,Corinthians,Fábio Santos,fabio-santos,Fábio Santos,D,6,179,356,,35519,EUR,495676800,D,6,6,False,,47.0,41.0,2.0,1.0,22.0,24.0,23.0,1.0,,,,90.0,67.0,7.2,6.0,0.0115237,0,,,,19.0,,1.0,3.0,2.0,,,1.0,1.0,,1.0,1.0,1.0,,2.0,2.0,1.0,,,,1.0,,,,,,,,,
11067483,away,Corinthians,Fausto Vera,fausto-vera,F. Vera,M,8,181,1966,M,930690,EUR,954028800,M,5,5,False,,61.0,55.0,2.0,2.0,42.0,45.0,16.0,6.0,,,,60.0,66.0,6.7,7.0,0.0164941,0,,,,13.0,,,3.0,,,,,,,,,2.0,,1.0,2.0,,,,,,1.0,,,,,,,,
11067483,away,Corinthians,Maycon,maycon,Maycon,M,8,175,3568,M,831778,EUR,868924800,M,7,7,False,,61.0,52.0,7.0,4.0,26.0,30.0,32.0,12.0,,,,89.0,68.0,6.8,11.0,0.0299178,1,,,,26.0,1.0,,2.0,,,,1.0,,,,,1.0,1.0,1.0,,,,0.0104,,,1.0,,,,,,,,
11067483,away,Corinthians,Giuliano,giuliano,Giuliano,M,,172,929,M,90862,EUR,644112000,M,20,20,False,,50.0,38.0,6.0,3.0,20.0,24.0,26.0,5.0,,,,89.0,62.0,6.7,14.0,0.0375179,0,,,,18.0,,1.0,6.0,6.0,2.0,2.0,3.0,3.0,,,1.0,3.0,,,,1.0,,,,1.0,2.0,,,,,,,,
11067483,away,Corinthians,Renato Augusto,renato-augusto,R. Augusto,M,7,185,1895,M,34152,EUR,571276800,M,8,8,False,,21.0,19.0,2.0,2.0,5.0,6.0,20.0,1.0,,,,68.0,34.0,7.7,5.0,0.185548,2,,,,16.0,5.0,1.0,3.0,4.0,,,1.0,1.0,,2.0,1.0,,,1.0,,1.0,2.0,0.0508,2.0,2.0,,,,2.0,,,1.0,,
11067483,away,Corinthians,Ángel Romero,angel-romero,Á. Romero,F,29,177,10605,M,1197041,EUR,710208000,M,11,11,False,,37.0,30.0,1.0,1.0,16.0,19.0,23.0,8.0,,,,89.0,59.0,6.7,17.0,0.0087866,3,,,,14.0,5.0,,8.0,4.0,4.0,1.0,,1.0,1.0,,2.0,2.0,1.0,,,1.0,2.0,1.1506,,,1.0,1.0,ÁRomero,1.0,,,,1.0,1.0
11067483,away,Corinthians,Yuri Alberto,yuri-alberto,Y. Alberto,F,9,183,45110,M,905463,EUR,984873600,F,9,9,False,,23.0,18.0,1.0,,12.0,13.0,11.0,2.0,,,,90.0,43.0,7.2,15.0,0.0610294,1,,,,6.0,1.0,3.0,9.0,9.0,3.0,2.0,,1.0,5.0,3.0,3.0,,,,,1.0,3.0,0.0163,,3.0,2.0,,yurialberto,1.0,,,1.0,,
11067483,away,Corinthians,Gabriel Moscardo,gabriel-moscardo,G. Moscardo,M,17,185,5063,M,1485309,EUR,1127865600,M,44,44,True,,12.0,9.0,,,5.0,5.0,7.0,1.0,,,,30.0,23.0,6.7,4.0,0.00130611,0,,,,4.0,,1.0,5.0,3.0,,,1.0,2.0,1.0,2.0,2.0,1.0,,3.0,1.0,2.0,,,,,,,gabrielmoscardo,,,,,,
11067483,away,Corinthians,Matías Rojas,matias-rojas,Matías Rojas,M,,180,2550,M,846280,EUR,815356800,M,10,10,True,,9.0,5.0,2.0,2.0,2.0,4.0,6.0,1.0,,,,22.0,14.0,6.9,5.0,0.0590262,1,,,,4.0,1.0,1.0,1.0,3.0,1.0,1.0,,,1.0,,,1.0,,,,,1.0,0.1438,1.0,1.0,,,MRojas,1.0,,,,1.0,
11067483,away,Corinthians,Fagner,fagner,Fagner,D,23,168,3781,M,25554,EUR,613526400,D,23,23,True,,2.0,2.0,,,2.0,2.0,,2.0,,,,10.0,8.0,6.6,3.0,2.721e-05,0,,,,,,1.0,,2.0,,,,,1.0,,,,,2.0,,,1.0,,,,,,Fagner,,,,,,
11067483,away,Corinthians,Ruan Oliveira,ruan-oliveira,Ruan Oliveira,M,10,176,665,M,1047656,EUR,953769600,M,33,33,True,,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,10.0,3.0,6.4,,3.261e-05,0,,Ruan Oliveira,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Roni,roni,Roni,M,70,174,491,M,1046440,EUR,924134400,M,29,29,True,,3.0,2.0,,,2.0,3.0,,1.0,,,,10.0,3.0,6.5,1.0,1.83e-05,0,,Roni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Carlos Miguel,carlos-miguel,C. Miguel,G,1,204,5473,M,973738,EUR,907891200,G,22,22,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Rafael Ramos,rafael-ramos,Rafael Ramos,D,2,171,559,M,788195,EUR,789609600,D,2,2,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Matheus Bidu,matheus-bidu,M. Bidu,D,21,172,6254,M,981703,EUR,925776000,D,21,21,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Caetano,caetano,Caetano,D,16,182,910,M,959006,EUR,930182400,D,14,14,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Pedro,pedro,Pedro,M,20,170,2350,M,1199285,EUR,1139097600,F,27,27,True,,,,,,,,,,,,,,,,,,0,,Pedro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067483,away,Corinthians,Wesley,wesley,Wesley,F,22,180,10411,M,1211632,EUR,1109980800,M,36,36,True,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,wesley_teixeira005,,,,,,
11067483,away,Corinthians,Felipe Augusto,felipe-augusto,F. Augusto,F,99,187,1396,M,1106681,EUR,1077062400,F,41,41,True,,,,,,,,,,,,,,,,,,0,,Felipe Augusto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
