match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_fouls,stat_totalTackle,stat_wonTackle,stat_ownGoals,player_firstName,player_lastName,player_sofascoreId,stat_blockedScoringAttempt,stat_outfielderBlock,captain,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_onTargetScoringAttempt,stat_errorLeadToAShot,stat_keyPass,stat_goalAssist,stat_challengeLost,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_shotOffTarget,stat_goals,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_totalOffside,stat_hitWoodwork,stat_bigChanceMissed
10388336,home,VfL Wolfsburg,Koen Casteels,koen-casteels,K. Casteels,G,1,197,1416,M,70987,EUR,709430400,G,1,1,False,50.0,33.0,37.0,20.0,21.0,22.0,12.0,28.0,1.0,7.0,1.0,2.0,90.0,56.0,6.5,17.0,0.0,0.0,0.00413589,0,-0.6948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388336,home,VfL Wolfsburg,Sebastiaan Bornauw,sebastiaan-bornauw,S. Bornauw,D,23,190,839,M,826167,EUR,922060800,D,3,3,False,38.0,28.0,6.0,2.0,16.0,19.0,12.0,19.0,5.0,5.0,1.0,,90.0,51.0,6.8,10.0,0.0,0.0,0.0185865,0,,1.0,3.0,4.0,1.0,1.0,6.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388336,home,VfL Wolfsburg,Josuha Guilavogui,josuha-guilavogui,J. Guilavogui,D,,188,210,M,45686,EUR,653702400,D,29,29,False,40.0,32.0,3.0,1.0,26.0,30.0,6.0,10.0,5.0,11.0,,,90.0,48.0,6.5,8.0,0.0,0.0,0.0026023,0,,2.0,4.0,4.0,,,5.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
10388336,home,VfL Wolfsburg,Micky van de Ven,micky-van-de-ven,M. van de Ven,D,37,193,12555,M,998247,EUR,987638400,D,5,5,False,43.0,36.0,8.0,3.0,19.0,23.0,17.0,20.0,4.0,10.0,1.0,,90.0,52.0,6.8,7.0,0.0247,0.0,0.00828703,1,,,2.0,1.0,1.0,1.0,3.0,1.0,1.0,,,,,,mickyvdven,1.0,1.0,,,,,,,,,,,,,,,,,,,
10388336,home,VfL Wolfsburg,Maximilian Arnold,maximilian-arnold,M. Arnold,M,27,184,898,M,147289,EUR,769996800,M,27,27,False,48.0,41.0,8.0,3.0,15.0,18.0,28.0,36.0,4.0,8.0,2.0,,90.0,67.0,7.1,12.0,0.0527,0.0495,0.121487,1,,4.0,,7.0,,,3.0,2.0,2.0,2.0,1.0,,,,,,,True,6.0,2.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,
10388336,home,VfL Wolfsburg,Ridle Baku,ridle-baku,R. Baku,M,17,176,1448,M,856553,EUR,891993600,M,20,20,False,39.0,28.0,4.0,2.0,8.0,11.0,21.0,31.0,6.0,5.0,,,89.0,72.0,7.3,20.0,0.0,0.0,0.148099,0,,,2.0,4.0,2.0,1.0,3.0,1.0,1.0,3.0,2.0,,,,,,,,3.0,1.0,1.0,,,1.0,1.0,1.0,1.0,3.0,,,,,,,,
10388336,home,VfL Wolfsburg,Felix Nmecha,nmecha-felix,F. Nmecha,M,8,190,3992,M,907463,EUR,971136000,M,22,22,False,33.0,29.0,6.0,3.0,10.0,11.0,19.0,22.0,6.0,5.0,,,90.0,48.0,7.7,8.0,0.0351,0.0,0.360716,2,,,3.0,2.0,1.0,,1.0,2.0,1.0,3.0,1.0,,,,,1.0,,,,,,,,1.0,1.0,,1.0,2.0,1.0,,,,,,,
10388336,home,VfL Wolfsburg,Mattias Svanberg,svanberg-mattias,M. Svanberg,M,32,185,641,M,796987,EUR,915494400,M,32,32,False,18.0,11.0,1.0,,4.0,5.0,8.0,15.0,2.0,2.0,,,61.0,29.0,6.9,11.0,0.1824,0.0,0.0285577,1,,1.0,1.0,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,2.0,1.0,1.0,,,1.0,,,,2.0,1.0,,,,,,,
10388336,home,VfL Wolfsburg,Jakub Kamiński,jakub-kaminski,J. Kamiński,M,16,178,5205,M,801263,EUR,1023235200,M,16,16,False,20.0,16.0,,,5.0,6.0,11.0,15.0,8.0,3.0,2.0,,89.0,54.0,7.2,11.0,0.2273,0.4277,0.0180738,1,,2.0,2.0,8.0,4.0,1.0,6.0,,,3.0,3.0,,,,jakub.kaminskii,,,,1.0,,1.0,1.0,,,,2.0,,1.0,,1.0,,,,,,
10388336,home,VfL Wolfsburg,Patrick Wimmer,patrick-wimmer,P. Wimmer,M,39,182,1034,M,987504,EUR,991180800,F,39,39,False,20.0,12.0,3.0,2.0,2.0,4.0,10.0,17.0,8.0,3.0,3.0,,70.0,39.0,6.9,14.0,0.0,0.0,0.0468182,0,,4.0,1.0,8.0,3.0,2.0,,,1.0,2.0,2.0,,,,,,,,1.0,,2.0,,,2.0,,,,2.0,,,,,,,,
