match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_bigChanceCreated,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_shotOffTarget,captain,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_wasFouled,player_sofascoreId,stat_blockedScoringAttempt,stat_hitWoodwork,stat_onTargetScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_goodHighClaim,stat_clearanceOffLine
10382209,home,Excelsior,Stijn van Gassel,,,stijn-van-gassel,S. van Gassel,G,1,185,166,M,367118,EUR,845596800,G,1,1,False,29.0,21.0,16.0,8.0,15.0,16.0,6.0,13.0,1.0,17.0,5.0,6.0,1.0,90.0,47.0,8.4,8.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10382209,home,Excelsior,Siebe Horemans,,,siebe-horemans,S. Horemans,D,2,186,201,M,794990,EUR,896745600,D,2,2,False,62.0,48.0,12.0,8.0,20.0,22.0,30.0,46.0,5.0,6.0,,,,90.0,90.0,7.8,20.0,0,6.0,2.0,3.0,1.0,6.0,5.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,
10382209,home,Excelsior,Sven Nieuwpoort,Sven,Nieuwpoort,sven-nieuwpoort,S. Nieuwpoort,D,16,184,8,M,97412,EUR,734659200,D,16,16,False,34.0,32.0,1.0,1.0,26.0,28.0,6.0,6.0,1.0,4.0,,,,90.0,38.0,7.1,2.0,1,,,1.0,2.0,1.0,2.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,
10382209,home,Excelsior,Redouan El Yaakoubi,,,redouan-el-yaakoubi,R. E. Yaakoubi,D,,182,100,M,887617,EUR,822528000,D,4,4,False,47.0,43.0,6.0,2.0,30.0,30.0,14.0,18.0,6.0,6.0,,,,90.0,63.0,7.3,6.0,1,1.0,1.0,,,1.0,2.0,,,1.0,,,,,1.0,1.0,True,1.0,1.0,1.0,1.0,1.0,,,,,,,,
10382209,home,Excelsior,Nathan Tjoe-A-On,,,tjoe-a-on-nathan,N. Tjoe-A-On,M,24,182,7235,M,992651,EUR,1008979200,D,28,28,False,56.0,45.0,9.0,5.0,25.0,28.0,20.0,28.0,4.0,6.0,,,,90.0,78.0,7.2,17.0,1,,,1.0,3.0,6.0,5.0,1.0,,,4.0,2.0,2.0,2.0,1.0,1.0,,1.0,1.0,,,,nathantjoeaon,,,,,,,
10382209,home,Excelsior,Peer Koopmeiners,,,peer-koopmeiners,P. Koopmeiners,M,6,186,510,M,922018,EUR,957398400,M,23,23,False,44.0,41.0,5.0,5.0,21.0,22.0,20.0,22.0,1.0,8.0,,,,90.0,61.0,8.2,4.0,0,,,,1.0,,9.0,,,,5.0,8.0,5.0,,1.0,,,,,,1.0,,,,,,,,,
10382209,home,Excelsior,Kenzo Goudmijn,,,kenzo-goudmijn,K. Goudmijn,M,24,174,248,M,916947,EUR,1008633600,M,8,8,False,27.0,21.0,3.0,2.0,10.0,11.0,11.0,18.0,,5.0,,,,83.0,45.0,7.1,13.0,3,2.0,,,1.0,2.0,5.0,,,,1.0,2.0,2.0,,2.0,1.0,,1.0,1.0,,3.0,2.0,,2.0,1.0,,,,,
10382209,home,Excelsior,Couhaib Driouech,,,couhaib-driouech,C. Driouech,F,11,175,4625,M,1047395,EUR,1019001600,M,14,14,False,5.0,5.0,1.0,1.0,2.0,2.0,3.0,3.0,,1.0,,,,45.0,15.0,6.6,3.0,1,,,1.0,,4.0,1.0,2.0,,,1.0,1.0,1.0,,,,,1.0,,,2.0,,,,,1.0,,,,
10382209,home,Excelsior,Marouan Azarkan,,,marouan-azarkan,M. Azarkan,M,17,165,221,M,987524,EUR,1007769600,M,10,10,False,46.0,37.0,3.0,3.0,17.0,19.0,21.0,36.0,,4.0,,,,90.0,75.0,7.4,25.0,1,9.0,1.0,1.0,1.0,6.0,8.0,1.0,,,,3.0,1.0,1.0,3.0,,,2.0,3.0,1.0,3.0,3.0,,1.0,,,1.0,,,
10382209,home,Excelsior,Lazaros Lamprou,Lazaros,Lamprou,lazaros-lamprou,L. Lamprou,M,7,177,177,M,823856,EUR,882403200,M,22,22,False,16.0,11.0,1.0,,5.0,7.0,6.0,11.0,,3.0,,,,45.0,22.0,6.6,7.0,1,2.0,,,,,1.0,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,
