match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_unsuccessfulTouch,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_duelLost,stat_challengeLost,stat_interceptionWon,stat_fouls,player_sofascoreId,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_bigChanceMissed,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_aerialLost,stat_dispossessed,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_goals,stat_outfielderBlock,stat_blockedScoringAttempt,captain,stat_totalOffside,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_lastManTackle
12437713,home,Villarreal,Diego Conde,,,diego-conde,D. Conde,G,13,188.0,451,M,951008,EUR,909532800,G,13,13,False,18.0,15.0,8.0,5.0,0.0,13.0,13.0,2.0,5.0,1.0,6.0,1.0,1.0,1.0,90.0,27.0,6.6,4.0,0.0004253,0,-0.9739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437713,home,Villarreal,Kiko Femenía,,,kiko-femenia,K. Femenía,D,17,176.0,444,M,53739,EUR,665452800,D,17,17,False,21.0,18.0,2.0,1.0,0.0,11.0,11.0,7.0,11.0,1.0,2.0,1.0,,,45.0,28.0,6.6,5.0,0.00938278,0,,1.0,3.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12437713,home,Villarreal,Juan Foyth,,,juan-foyth,J. Foyth,D,8,187.0,6465,M,873189,EUR,884563200,D,8,8,False,66.0,62.0,6.0,3.0,0.0,45.0,46.0,17.0,20.0,9.0,3.0,,,,90.0,84.0,7.3,4.0,0.0229866,2,,,1.0,,2.0,1.0,juanfoyth,5.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.6525,0.1093,,,,,,,,,,,,,
12437713,home,Villarreal,Willy Kambwala,Willy Kambwala,,kambwala-willy,W. Kambwala,D,5,192.0,2163,M,1136721,EUR,1093392000,D,5,5,False,51.0,46.0,7.0,3.0,0.0,36.0,38.0,10.0,13.0,2.0,3.0,,,,90.0,57.0,6.4,6.0,0.00356146,0,,,2.0,,,,,1.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,
12437713,home,Villarreal,Sergi Cardona,,,sergi-cardona,S. Cardona,D,23,186.0,1119,M,986245,EUR,932256000,D,23,23,False,49.0,40.0,3.0,,2.0,15.0,17.0,26.0,36.0,3.0,6.0,,,,90.0,71.0,8.2,14.0,0.226882,1,,4.0,3.0,,1.0,,,2.0,6.0,2.0,1.0,,1.0,,1.0,1.0,2.0,0.1282,,1.0,1.0,1.0,2.0,3.0,,,,,,,,
12437713,home,Villarreal,Yéremy Pino,,,yeremy-pino,Y. Pino,M,10,172.0,6120,M,984624,EUR,1035072000,M,21,21,False,23.0,17.0,1.0,1.0,0.0,3.0,3.0,14.0,20.0,,5.0,,,,76.0,35.0,7.3,6.0,0.0265011,1,,,6.0,3.0,,2.0,,,9.0,1.0,1.0,,1.0,,5.0,2.0,3.0,0.0677,,1.0,,,,1.0,,,,,,,,
12437713,home,Villarreal,Pape Gueye,,,pape-gueye,P. Gueye,M,18,187.0,36528,M,879694,EUR,917136000,M,18,18,False,23.0,23.0,,,0.0,11.0,11.0,12.0,12.0,1.0,2.0,2.0,,,68.0,38.0,7.5,5.0,0.0151229,3,,,5.0,,,2.0,p.gueye24,,3.0,1.0,,,2.0,1.0,,,3.0,0.1433,0.5676,1.0,1.0,,,,1.0,1.0,,,,,,
12437713,home,Villarreal,Santi Comesaña,,,santi-comesana,S. Comesaña,M,14,187.0,1066,M,843678,EUR,844473600,M,14,14,False,68.0,60.0,5.0,5.0,0.0,18.0,21.0,42.0,47.0,,4.0,,,,90.0,81.0,8.3,9.0,0.0921399,3,,,3.0,,,,,,6.0,3.0,2.0,,1.0,2.0,4.0,2.0,,0.4517,0.4675,2.0,,,,1.0,1.0,1.0,,,,,,
12437713,home,Villarreal,Alejandro Baena,,,alejandro-baena,A. Baena,M,10,174.0,9564,M,910031,EUR,995587200,M,16,16,False,42.0,32.0,4.0,1.0,0.0,10.0,10.0,24.0,39.0,1.0,5.0,1.0,,,90.0,68.0,7.2,24.0,0.59427,4,,7.0,10.0,1.0,,2.0,alexbaena,2.0,3.0,2.0,,,1.0,,,,1.0,0.2066,,1.0,4.0,2.0,2.0,4.0,,,3.0,,,,,
12437713,home,Villarreal,Gerard Moreno,,,gerard-moreno,G. Moreno,F,7,180.0,4001,M,146866,EUR,702604800,F,7,7,False,24.0,17.0,3.0,1.0,0.0,1.0,2.0,16.0,23.0,,2.0,,,,61.0,33.0,7.6,10.0,0.396652,1,,1.0,4.0,2.0,,,GerardMoreno9,3.0,6.0,1.0,1.0,,,,,,2.0,0.0634,,1.0,1.0,,2.0,3.0,,,1.0,True,,,,
12437713,home,Villarreal,Ayoze Pérez,,,ayoze-perez,A. Pérez,F,22,180.0,3785,M,345195,EUR,743385600,F,22,22,False,14.0,11.0,,,0.0,3.0,3.0,8.0,11.0,1.0,2.0,2.0,,,69.0,30.0,6.6,8.0,0.0884416,4,,,6.0,1.0,1.0,,,1.0,4.0,4.0,2.0,3.0,2.0,2.0,,,1.0,1.3492,1.0648,2.0,1.0,,,3.0,1.0,,,,1.0,,,
12437713,home,Villarreal,Pau Navarro,,,pau-navarro,P. Navarro,D,6,185.0,319,M,1525863,EUR,1114387200,D,26,26,True,22.0,22.0,,,0.0,9.0,9.0,13.0,13.0,1.0,4.0,,,,45.0,37.0,6.8,,0.00854402,0,,,3.0,3.0,2.0,,,,4.0,1.0,1.0,,,,3.0,1.0,,,,,,,,,,,,,,,,
