match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_dispossessed,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_aerialWon,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_errorLeadToAGoal,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_wasFouled,stat_blockedScoringAttempt,player_firstName,player_lastName,stat_goals,stat_hitWoodwork,stat_totalOffside,stat_goalAssist,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
10385375,home,Tottenham Hotspur,Hugo Lloris,hugo-lloris,H. Lloris,G,1,188,5077,M,LlorisH,9048,EUR,535939200,G,1,1,False,True,16.0,8.0,9.0,1.0,7.0,8.0,1.0,8.0,5.0,2.0,4.0,90.0,23.0,6.9,8.0,0.0,0.0,6.399e-05,0,0.131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385375,home,Tottenham Hotspur,Emerson Royal,emerson-royal,E. Royal,D,22,183,10057,M,emerson_royal,856123,EUR,916272000,D,12,12,False,,36.0,27.0,5.0,1.0,9.0,13.0,18.0,26.0,4.0,,,68.0,52.0,6.3,15.0,0.0,0.0,0.0250524,0,,3.0,1.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
10385375,home,Tottenham Hotspur,Eric Dier,eric-dier,E. Dier,D,3,191,4317,M,ericdier,146101,EUR,758592000,D,15,15,False,,72.0,68.0,9.0,8.0,40.0,41.0,30.0,35.0,5.0,,,90.0,95.0,7.3,7.0,0.1093,0.1022,0.133387,1,,4.0,1.0,3.0,7.0,1.0,,3.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
10385375,home,Tottenham Hotspur,Clément Lenglet,clement-lenglet,C. Lenglet,D,15,186,7982,M,clement_lenglet,580550,EUR,803347200,D,34,34,False,,79.0,71.0,9.0,5.0,49.0,52.0,22.0,27.0,6.0,,,90.0,90.0,6.5,9.0,0.2235,0.0,0.014267,1,,,,2.0,5.0,,,2.0,,,1.0,1.0,,1.0,,3.0,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,
10385375,home,Tottenham Hotspur,Ben Davies,ben-davies,B. Davies,D,33,181,2694,M,,94758,EUR,735609600,D,33,33,False,,56.0,46.0,7.0,3.0,28.0,33.0,18.0,24.0,8.0,,,90.0,70.0,6.5,15.0,0.0,0.0,0.0238387,0,,1.0,1.0,4.0,3.0,,,2.0,,2.0,1.0,,2.0,2.0,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,
10385375,home,Tottenham Hotspur,Ryan Sessegnon,ryan-sessegnon,R. Sessegnon,D,30,178,1731,M,,836698,EUR,958608000,D,19,19,False,,22.0,13.0,2.0,1.0,5.0,8.0,8.0,14.0,3.0,,,68.0,39.0,6.6,13.0,0.0923,0.0,0.139319,3,,,,1.0,4.0,,,1.0,,,,,,,,1.0,2.0,1.0,1.0,,,1.0,,1.0,2.0,2.0,,,,,,,,,
10385375,home,Tottenham Hotspur,Rodrigo Bentancur,bentancur-rodrigo,R. Bentancur,M,30,187,8306,M,rodrigo_bentancur,791190,EUR,867196800,M,30,30,False,,53.0,49.0,3.0,2.0,22.0,24.0,29.0,32.0,9.0,,,90.0,70.0,7.1,7.0,0.112,0.3244,0.0820466,1,,3.0,1.0,7.0,10.0,4.0,1.0,,,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,,1.0,,,1.0,,,,,,,,,,,,
10385375,home,Tottenham Hotspur,Yves Bissouma,yves-bissouma,Y. Bissouma,M,8,181,19170,M,YB8,844842,EUR,841363200,M,38,38,False,,56.0,51.0,2.0,,30.0,32.0,21.0,24.0,5.0,,,88.0,77.0,6.8,11.0,0.0231,0.0,0.0258987,1,,,1.0,4.0,6.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,,,,2.0,2.0,,,,,,,2.0,1.0,,,,,,,,,
10385375,home,Tottenham Hotspur,Pierre-Emile Højbjerg,pierre-emile-hojbjerg,P. Højbjerg,M,23,185,4495,M,hojbjerg23,149593,EUR,807580800,M,5,5,False,,55.0,45.0,10.0,8.0,18.0,20.0,28.0,37.0,12.0,,,90.0,71.0,7.0,14.0,0.0732,0.0737,0.160653,1,,2.0,,2.0,,,1.0,2.0,,3.0,,,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,
10385375,home,Tottenham Hotspur,Harry Kane,harry-kane,H. Kane,F,9,188,297679,M,HurriKane,108579,EUR,743817600,F,10,10,False,,15.0,11.0,3.0,2.0,3.0,3.0,8.0,14.0,4.0,,,90.0,35.0,7.2,16.0,0.1378,0.623,0.0232297,3,,2.0,4.0,9.0,2.0,,3.0,,1.0,,,,6.0,1.0,,1.0,1.0,,,1.0,,1.0,,2.0,1.0,,,,1.0,,,,,,
