match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_fouls,captain,stat_interceptionWon,stat_keyPass,stat_wasFouled,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_unsuccessfulTouch,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_challengeLost,stat_totalOffside,stat_bigChanceMissed,stat_shotOffTarget,stat_savedShotsFromInsideTheBox,stat_errorLeadToAShot,stat_blockedScoringAttempt,stat_errorLeadToAGoal,player_sofascoreId
12764489,home,AC Sparta Praha,Peter Vindahl Jensen,,,vindahl-jensen-peter,P. V. Jensen,G,1,194,252,M,814180,EUR,887587200,G,1,1,False,26.0,11.0,20.0,5.0,0.0,6.0,9.0,5.0,17.0,2.0,2.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,90.0,34.0,6.9,17.0,0.00204602,0,0.0159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12764489,home,AC Sparta Praha,Martin Vitík,Martin Vitík,,martin-vitik,M. Vitík,D,41,192,1085,M,1085913,EUR,1043107200,D,41,41,False,12.0,7.0,1.0,,0.0,4.0,5.0,3.0,7.0,,4.0,1.0,1.0,,,,,,90.0,26.0,6.8,9.0,0.00555758,0,,1.0,5.0,1.0,3.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12764489,home,AC Sparta Praha,Filip Panák,,,filip-panak,F. Panák,D,27,185,102,M,580842,EUR,815270400,D,27,27,False,31.0,23.0,12.0,7.0,1.0,12.0,13.0,11.0,18.0,1.0,2.0,2.0,2.0,,,,,,90.0,37.0,7.5,8.0,0.0424129,0,,1.0,1.0,,,,1.0,1.0,1.0,,True,1.0,2.0,,,,,,,,,,,,,,,,,,
12764489,home,AC Sparta Praha,Jaroslav Zelený,,,jaroslav-zeleny,J. Zelený,D,30,189,119,M,118204,EUR,714268800,D,30,30,False,37.0,31.0,9.0,4.0,0.0,22.0,24.0,9.0,13.0,,3.0,1.0,4.0,,,,,,90.0,53.0,6.7,8.0,0.00218911,0,,,3.0,,2.0,,,1.0,1.0,2.0,,1.0,,2.0,,,,,,,,,,,,,,,,,
12764489,home,AC Sparta Praha,Ángelo Preciado,,,angelo-preciado,Á. Preciado,M,23,178,3021,M,881844,EUR,887760000,M,17,17,False,21.0,9.0,6.0,1.0,0.0,4.0,6.0,6.0,17.0,1.0,4.0,1.0,6.0,,,,,,90.0,47.0,6.9,22.0,0.151012,0,,,3.0,2.0,2.0,1.0,1.0,2.0,,,,,2.0,1.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,
12764489,home,AC Sparta Praha,Kaan Kairinen,,,kaan-kairinen,K. Kairinen,M,6,185,376,M,547862,EUR,914284800,M,6,6,False,30.0,24.0,3.0,2.0,0.0,14.0,16.0,10.0,16.0,1.0,1.0,,8.0,,,,,,90.0,41.0,7.2,11.0,0.00897167,1,,,3.0,1.0,1.0,,,,,1.0,,1.0,,,2.0,,,1.0,1.0,1.0,0.3913,0.9219,,,,,,,,,
12764489,home,AC Sparta Praha,Qazim Laci,,,qazim-laci,Q. Laci,M,20,173,992,M,284395,EUR,822009600,M,20,20,False,18.0,13.0,,,0.0,7.0,9.0,6.0,9.0,,6.0,1.0,4.0,,,,,,84.0,37.0,7.6,8.0,0.00448155,1,,1.0,8.0,,4.0,3.0,1.0,3.0,2.0,2.0,,2.0,,,,,,2.0,1.0,1.0,0.7008,0.9711,4.0,,,,,,,,
12764489,home,AC Sparta Praha,Tomáš Wiesner,,,tomas-wiesner,T. Wiesner,M,28,176,61,M,827561,EUR,869097600,M,28,28,False,20.0,13.0,2.0,,0.0,8.0,9.0,5.0,11.0,1.0,3.0,3.0,3.0,,,,,,71.0,36.0,6.0,13.0,0.00237345,0,,1.0,10.0,1.0,3.0,,1.0,2.0,,1.0,,1.0,,,,,,2.0,,,,,4.0,,,,,,,,
12764489,home,AC Sparta Praha,Veljko Birmančević,,,veljko-birmancevic,V. Birmančević,F,20,177,1536,M,831510,EUR,889056000,F,14,14,False,21.0,13.0,1.0,1.0,0.0,3.0,6.0,10.0,18.0,3.0,8.0,2.0,4.0,,,,,,90.0,46.0,7.0,18.0,0.0173312,1,,,9.0,3.0,4.0,1.0,,3.0,3.0,,,1.0,1.0,1.0,3.0,,,1.0,1.0,,0.272,0.3466,3.0,1.0,,,,,,,
12764489,home,AC Sparta Praha,Victor Olatunji,,,victor-olatunji,V. Olatunji,F,17,191,649,M,931823,EUR,936489600,F,7,7,False,5.0,3.0,,,1.0,,1.0,3.0,4.0,1.0,5.0,,3.0,,,,,,64.0,15.0,7.9,6.0,0.294548,2,,2.0,3.0,1.0,1.0,1.0,,,,1.0,,,1.0,3.0,,,1.0,3.0,1.0,1.0,0.48,0.6067,,,1.0,1.0,,,,,
