match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_bigChanceCreated,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keyPass,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_outfielderBlock,stat_totalTackle,stat_fouls,stat_bigChanceMissed,stat_shotOffTarget,stat_hitWoodwork,stat_interceptionWon,stat_errorLeadToAShot,stat_expectedGoals,stat_totalCross,stat_onTargetScoringAttempt,stat_goals,stat_wonTackle,stat_wasFouled,stat_expectedGoalsOnTarget,stat_accurateCross,stat_totalContest,stat_wonContest,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_unsuccessfulTouch,player_firstName,player_lastName,player_sofascoreId
12499492,home,1. FSV Mainz 05,Robin Zentner,robin-zentner,R. Zentner,G,27,193,298,M,174345,EUR,783302400,G,27,27,False,True,40.0,23.0,28.0,11.0,0.0,13.0,15.0,10.0,25.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,90.0,48.0,6.7,17.0,0.023532,1.0,0,-0.1395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499492,home,1. FSV Mainz 05,Danny da Costa,danny-da-costa,D. Costa,D,21,186,305,M,97926,EUR,742521600,D,21,21,False,,46.0,32.0,8.0,1.0,0.0,20.0,21.0,12.0,25.0,,1.0,3.0,,,,,,90.0,53.0,6.3,15.0,0.020983,,0,,1.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499492,home,1. FSV Mainz 05,Moritz Jenz,jenz-moritz,M. Jenz,D,15,190,340,M,920525,EUR,925430400,D,3,3,False,,20.0,17.0,3.0,1.0,0.0,12.0,13.0,5.0,7.0,,5.0,2.0,,,,,,90.0,34.0,6.5,3.0,0.00227106,,1,,2.0,2.0,3.0,2.0,,1.0,,2.0,1.0,1.0,1.0,4.0,1.0,0.6379,,,,,,,,,,,,,,,,
12499492,home,1. FSV Mainz 05,Dominik Kohr,dominik-kohr,D. Kohr,D,31,183,342,M,152206,EUR,759974400,D,31,31,False,,26.0,18.0,7.0,2.0,0.0,15.0,17.0,3.0,10.0,,4.0,3.0,,,,,,76.0,40.0,7.4,10.0,0.0114672,,1,,1.0,,4.0,3.0,1.0,1.0,2.0,2.0,,,,1.0,,0.372,1.0,1.0,1.0,2.0,1.0,0.8076,,,,,,,,,,
12499492,home,1. FSV Mainz 05,Anthony Caci,anthony-caci,A. Caci,M,19,184,357,M,846471,EUR,867715200,M,19,19,False,,41.0,33.0,3.0,1.0,0.0,9.0,12.0,25.0,33.0,,,3.0,,,,,,90.0,61.0,7.1,13.0,0.103462,1.0,1,,,,1.0,4.0,,,2.0,1.0,,,,1.0,,0.097,4.0,1.0,,1.0,,0.3024,1.0,2.0,2.0,1.0,,,,,,
12499492,home,1. FSV Mainz 05,Kaishu Sano,kaishu-sano,K. Sano,M,6,176,2306,M,1028307,EUR,978134400,M,6,6,False,,45.0,39.0,3.0,1.0,0.0,15.0,17.0,24.0,28.0,,1.0,8.0,,,,,,90.0,61.0,6.4,11.0,0.0538196,1.0,0,,1.0,3.0,7.0,3.0,1.0,,,,,,,5.0,1.0,,,,,,,,,2.0,,,3.0,,,,,
12499492,home,1. FSV Mainz 05,Nadiem Amiri,nadiem-amiri,N. Amiri,M,10,180,2793,M,327755,EUR,846374400,M,18,18,False,,50.0,45.0,3.0,2.0,0.0,17.0,18.0,29.0,42.0,1.0,,12.0,,,,,,90.0,84.0,7.8,22.0,0.452769,3.0,3,,,,7.0,9.0,,,3.0,2.0,,2.0,,,,0.1533,10.0,,,,1.0,,1.0,9.0,5.0,,1.0,1.0,2.0,,,
12499492,home,1. FSV Mainz 05,Nikolas Veratschnig,nikolas-veratschnig,N. Veratschnig,D,22,178,239,M,1138150,EUR,1043366400,M,22,22,False,,18.0,17.0,1.0,,0.0,9.0,9.0,9.0,10.0,,,1.0,,,,,,89.0,42.0,6.7,6.0,0.0620859,,1,,1.0,,4.0,3.0,,,1.0,3.0,,,,1.0,,0.0106,1.0,,,,2.0,,1.0,,,1.0,,1.0,2.0,Nikolas Veratschnig,,
12499492,home,1. FSV Mainz 05,Jae-sung Lee,jae-sung-lee,J. Lee,F,7,180,2646,M,537552,EUR,713404800,F,7,7,False,,35.0,31.0,1.0,1.0,0.0,7.0,9.0,24.0,27.0,,,2.0,,,,,,89.0,46.0,7.5,6.0,0.0462891,1.0,4,,1.0,,2.0,3.0,,,1.0,,1.0,1.0,,,,0.8646,1.0,2.0,1.0,1.0,2.0,0.9591,,,,,1.0,1.0,,,,
12499492,home,1. FSV Mainz 05,Jonathan Burkardt,jonathan-burkardt,J. Burkardt,F,9,181,3956,M,939830,EUR,963273600,F,29,29,False,,18.0,12.0,1.0,1.0,0.0,4.0,5.0,9.0,16.0,1.0,,4.0,,,,,,90.0,34.0,7.3,15.0,0.194606,4.0,4,,1.0,1.0,6.0,3.0,,,1.0,1.0,,2.0,,,,0.2223,3.0,1.0,,,1.0,0.0249,1.0,,,,4.0,1.0,3.0,,,
