match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_sofascoreId,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_keyPass,stat_shotOffTarget,stat_outfielderBlock,stat_wasFouled,captain,stat_onTargetScoringAttempt,player_firstName,player_lastName,stat_accurateCross,stat_dispossessed,stat_goals,stat_fouls,stat_blockedScoringAttempt,stat_totalOffside,stat_bigChanceMissed,stat_savedShotsFromInsideTheBox,stat_punches,stat_lastManTackle
10385571,home,Wolverhampton,José Sá,jose-sa,J. Sá,G,1,192,4016,M,252669,EUR,727228800,G,1,1,False,24.0,15.0,13.0,4.0,11.0,11.0,4.0,13.0,1.0,10.0,1.0,1.0,90.0,31.0,7.1,9.0,0.0,0.0,0.00083305,0,0.0149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Nélson Semedo,nelson-semedo,N. Semedo,M,27,177,7696,M,252821,EUR,753408000,D,22,22,False,34.0,29.0,2.0,2.0,11.0,15.0,18.0,21.0,4.0,10.0,,,90.0,61.0,7.2,11.0,0.0,0.0,0.0270597,0,,nelsonsemedo50,2.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,,,,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Craig Dawson,craig-dawson,C. Dawson,D,,188,419,M,50027,EUR,641952000,D,15,15,False,31.0,25.0,4.0,,21.0,24.0,4.0,7.0,3.0,3.0,,,90.0,42.0,7.2,7.0,0.0547,0.0,0.00063343,1,,,,3.0,,3.0,1.0,,,,,,,1.0,,1.0,3.0,1.0,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Max Kilman,max-kilman,M. Kilman,D,3,192,1250,M,894474,EUR,864345600,D,23,23,False,36.0,28.0,11.0,5.0,17.0,19.0,11.0,18.0,10.0,5.0,,,90.0,54.0,7.5,10.0,0.0,0.0,0.002557,0,,,1.0,1.0,1.0,1.0,2.0,,,,,1.0,,,,,2.0,,True,,,,,,,,,,,,,
10385571,home,Wolverhampton,Toti Gomes,toti-gomes,T. Gomes,D,24,187,1047,M,973418,EUR,916444800,D,24,24,False,29.0,20.0,1.0,1.0,7.0,9.0,13.0,21.0,3.0,6.0,,,90.0,57.0,7.5,15.0,0.0394,0.0209,0.00366861,1,,,1.0,2.0,1.0,4.0,5.0,,3.0,1.0,2.0,2.0,2.0,1.0,,,1.0,1.0,,1.0,,,,,,,,,,,,
10385571,home,Wolverhampton,Matheus Nunes,matheus-nunes,M. Nunes,D,27,183,19609,M,945122,EUR,904176000,M,27,27,False,33.0,23.0,5.0,3.0,10.0,13.0,14.0,24.0,1.0,8.0,,,89.0,63.0,7.9,19.0,0.0373,0.3747,0.0333626,1,,matheusnunes,4.0,,1.0,8.0,11.0,2.0,3.0,3.0,,5.0,3.0,2.0,1.0,,,2.0,,1.0,,,1.0,4.0,1.0,2.0,,,,,,
10385571,home,Wolverhampton,João Gomes,joao-gomes,J. Gomes,M,8,176,14959,M,1015267,EUR,981936000,M,35,35,False,34.0,27.0,4.0,2.0,9.0,10.0,18.0,27.0,4.0,10.0,,,90.0,64.0,7.2,15.0,0.0,0.0,0.015169,0,,joaogomes.01,3.0,,1.0,10.0,10.0,,5.0,2.0,2.0,5.0,3.0,,1.0,,1.0,2.0,,,,,,2.0,,5.0,,,,,,
10385571,home,Wolverhampton,Mario Lemina,mario-lemina,M. Lemina,M,99,184,8756,M,307284,EUR,746841600,M,5,5,False,25.0,22.0,1.0,,10.0,11.0,12.0,14.0,,4.0,,,74.0,41.0,6.4,9.0,0.0602,0.0,0.00647581,2,,,,,1.0,8.0,4.0,4.0,1.0,,2.0,3.0,1.0,3.0,,,1.0,,,,,,,1.0,,2.0,2.0,,,,,
10385571,home,Wolverhampton,Daniel Podence,daniel-podence,D. Podence,F,56,165,3017,M,308764,EUR,814233600,M,10,10,False,15.0,10.0,1.0,1.0,4.0,4.0,8.0,20.0,,1.0,,,64.0,29.0,7.0,14.0,0.0,0.0,0.130817,0,,,9.0,,,2.0,1.0,1.0,1.0,1.0,1.0,,,1.0,2.0,,,,,,,,2.0,1.0,,,,1.0,,,,
10385571,home,Wolverhampton,Matheus Cunha,matheus-cunha,M. Cunha,F,10,184,69408,M,886363,EUR,927763200,F,12,12,False,8.0,5.0,,,,1.0,5.0,10.0,,5.0,,,75.0,24.0,6.8,10.0,0.1062,0.0616,0.00913679,3,,Cunha,3.0,2.0,,8.0,5.0,3.0,5.0,3.0,1.0,,,2.0,,2.0,,2.0,,1.0,,,,,,1.0,,,,,,
10385571,home,Wolverhampton,Diego Costa,diego-costa,Diego Costa,F,,187,4469,,21212,EUR,592185600,F,29,29,False,14.0,8.0,1.0,,4.0,5.0,4.0,9.0,1.0,,,,63.0,21.0,6.1,9.0,0.2533,0.4275,0.00236231,1,,diego.costa,,4.0,1.0,10.0,2.0,1.0,,,,,,,,,,1.0,,1.0,,,,3.0,,2.0,,1.0,1.0,,,
10385571,home,Wolverhampton,Hee-Chan Hwang,hee-chan-hwang,H. Hwang,F,11,177,6362,M,786186,EUR,822614400,F,11,11,True,8.0,6.0,1.0,,3.0,3.0,3.0,7.0,,2.0,,,27.0,19.0,6.5,7.0,0.0,0.0,0.0025768,0,,Hwangso,2.0,,,4.0,2.0,,2.0,,1.0,2.0,,,,,,,,,,,,1.0,,1.0,,,,,,
10385571,home,Wolverhampton,João Moutinho,joao-moutinho,J. Moutinho,M,8,171,1563,M,6562,EUR,526521600,M,28,28,True,10.0,8.0,,,2.0,3.0,6.0,8.0,1.0,1.0,,,26.0,16.0,6.4,5.0,0.0,0.0,0.00450088,0,,,1.0,2.0,,4.0,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,,,,,,,,
10385571,home,Wolverhampton,Adama Traoré,adama-traore,A. Traoré,F,17,178,12517,M,286165,EUR,822528000,F,37,37,True,5.0,3.0,,,1.0,1.0,2.0,4.0,,1.0,,,16.0,6.0,6.5,3.0,0.0,0.0,0.00197677,0,,adamatrd,,1.0,2.0,2.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,
10385571,home,Wolverhampton,Pablo Sarabia,pablo-sarabia,P. Sarabia,M,7,176,2486,M,138573,EUR,705542400,M,21,21,True,7.0,5.0,,,3.0,4.0,2.0,3.0,,2.0,,,15.0,10.0,6.2,3.0,0.0,0.0,0.0002952,0,,,,,,4.0,1.0,2.0,,,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,,,,,
10385571,home,Wolverhampton,Nathan Collins,nathan-collins,N. Collins,D,22,193,1556,M,958916,EUR,988588800,D,4,4,True,1.0,,,,,1.0,,,,,,,1.0,1.0,,1.0,0.0,0.0,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Daniel Bentley,daniel-bentley,D. Bentley,G,25,188,242,M,101367,EUR,742521600,G,25,25,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Hugo Bueno,hugo-bueno,H. Bueno,D,3,180,695,M,1013928,EUR,1032307200,D,64,64,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Joe Hodge,hodge-joe,J. Hodge,M,10,172,268,M,988882,EUR,1031961600,M,59,59,True,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385571,home,Wolverhampton,Pedro Neto,pedro-neto,P. Neto,M,7,172,39913,M,879349,EUR,952560000,F,7,7,True,,,,,,,,,,,,,,,,,,0.0,,0,,pedroneto_30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10385571,away,Chelsea,Kepa Arrizabalaga,kepa-arrizabalaga,K. Arrizabalaga,G,13,188,26145,M,232422,EUR,781142400,G,1,1,False,36.0,23.0,14.0,3.0,22.0,31.0,1.0,5.0,1.0,12.0,,3.0,90.0,48.0,6.9,13.0,0.0,0.0,0.0001568,0,-0.1153,KepaA,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,
10385571,away,Chelsea,Reece James,reece-james,R. James,D,24,180,49594,M,885908,EUR,944611200,D,24,24,False,58.0,55.0,,,22.0,22.0,37.0,53.0,3.0,5.0,,,90.0,103.0,7.9,20.0,0.0146,0.0,0.945261,1,,ReeceJ,17.0,,2.0,4.0,10.0,,5.0,4.0,,3.0,2.0,1.0,5.0,1.0,,1.0,,,,,4.0,2.0,,1.0,,,,,,
10385571,away,Chelsea,Wesley Fofana,wesley-fofana,W. Fofana,D,29,186,14604,M,923894,EUR,977011200,D,33,33,False,55.0,52.0,,,30.0,32.0,22.0,23.0,4.0,7.0,,,80.0,73.0,7.6,5.0,0.1528,0.0,0.0249011,1,,wesley_fofana3,,,1.0,1.0,10.0,,2.0,2.0,,3.0,1.0,2.0,,1.0,1.0,4.0,,,,,,,,1.0,,,,,,1.0
10385571,away,Chelsea,Kalidou Koulibaly,kalidou-koulibaly,K. Koulibaly,D,3,187,26311,M,126071,EUR,677376000,D,26,26,False,62.0,57.0,5.0,4.0,37.0,40.0,20.0,22.0,8.0,6.0,,,90.0,82.0,7.7,5.0,0.0,0.0,0.0128622,0,,kkoulibaly26,,,2.0,2.0,8.0,2.0,,,2.0,5.0,4.0,,,,1.0,1.0,,,,,,,,,,,,,,1.0
