match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_penaltyFaced,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_goals,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,player_sofascoreId,stat_totalContest,stat_wonContest,stat_interceptionWon,stat_wasFouled,player_firstName,player_lastName,stat_bigChanceCreated,stat_blockedScoringAttempt,stat_unsuccessfulTouch,stat_fouls,stat_accurateCross,stat_challengeLost,stat_shotOffTarget,stat_dispossessed,stat_totalOffside,stat_bigChanceMissed,stat_penaltyConceded,stat_savedShotsFromInsideTheBox,stat_saves,stat_outfielderBlock,stat_errorLeadToAShot,stat_penaltyWon,stat_errorLeadToAGoal,stat_clearanceOffLine,stat_hitWoodwork
12504659,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,30.0,22.0,12.0,4.0,0.0,22.0,25.0,5.0,5.0,1.0,90.0,32.0,6.5,8.0,3.731e-05,0,-0.0118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12504659,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,57.0,47.0,6.0,2.0,0.0,20.0,23.0,35.0,1.0,,90.0,62.0,7.5,11.0,0.0188758,1,,True,27.0,1.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0525,0.5726,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12504659,home,Roma,Mats Hummels,mats-hummels,M. Hummels,D,15,191,4596,M,16632,EUR,598233600,D,15,15,False,55.0,49.0,5.0,3.0,0.0,32.0,32.0,23.0,13.0,,81.0,71.0,7.7,6.0,0.0105443,0,,,17.0,,,2.0,,12.0,,,3.0,8.0,3.0,,,1.0,aussenrist15,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12504659,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,60.0,54.0,3.0,,0.0,33.0,37.0,23.0,5.0,,90.0,72.0,7.2,8.0,0.00773645,1,,,21.0,,1.0,6.0,2.0,6.0,,,3.0,,,0.0573,,1.0,evanndicka,,,3.0,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12504659,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,M,19,19,False,5.0,5.0,,,0.0,3.0,3.0,3.0,,,23.0,13.0,6.8,1.0,0.0472395,0,,,3.0,1.0,,,,1.0,,,1.0,1.0,1.0,,,1.0,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,
12504659,home,Roma,Leandro Paredes,leandro-paredes,L. Paredes,M,5,180,25603,M,255389,EUR,772848000,M,16,16,False,92.0,83.0,13.0,10.0,0.0,39.0,43.0,54.0,11.0,,90.0,108.0,8.3,13.0,0.302899,2,,,46.0,5.0,,,1.0,5.0,1.0,,1.0,4.0,3.0,0.029,0.0443,3.0,LeoParedes,,,1.0,1.0,,,1.0,,,,2.0,1.0,1.0,,,,,,,,,,,,
12504659,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,42.0,40.0,,,0.0,18.0,18.0,24.0,3.0,,90.0,65.0,7.2,8.0,0.0275958,5,,,22.0,,2.0,1.0,12.0,8.0,1.0,1.0,,3.0,3.0,0.4098,0.6159,,,4.0,1.0,2.0,3.0,,,,4.0,1.0,2.0,,4.0,,1.0,1.0,,,,,,,,,,
12504659,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,M,3,3,False,40.0,28.0,5.0,1.0,0.0,15.0,20.0,22.0,4.0,,90.0,59.0,6.7,16.0,0.0182028,1,,,13.0,2.0,,1.0,,4.0,,,,2.0,1.0,0.0164,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,
12504659,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,49.0,42.0,3.0,2.0,0.0,11.0,11.0,40.0,3.0,,90.0,71.0,6.8,16.0,0.415541,5,,,32.0,2.0,2.0,1.0,8.0,6.0,2.0,,,,,0.4329,0.3468,4.0,LaJoya,4.0,1.0,,4.0,,,,,3.0,,1.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,,
12504659,home,Roma,Alexis Saelemaekers,alexis-saelemaekers,A. Saelemaekers,M,56,180,7592,M,901891,EUR,930441600,F,56,56,False,23.0,19.0,2.0,2.0,0.0,3.0,6.0,17.0,2.0,,56.0,36.0,7.3,10.0,0.0347059,4,,,16.0,,,,3.0,3.0,2.0,1.0,,,,0.6333,0.8841,1.0,AS56,2.0,1.0,,2.0,,,1.0,2.0,4.0,1.0,,,,1.0,,1.0,,,,,,,,,
