match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,player_firstName,player_lastName,stat_totalCross,stat_totalContest,stat_wonContest,stat_shotOffTarget,stat_blockedScoringAttempt,player_sofascoreId,stat_accurateCross,stat_bigChanceCreated,stat_keyPass,stat_penaltyConceded,stat_dispossessed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_bigChanceMissed,stat_totalOffside,stat_goodHighClaim,stat_penaltyWon
11392891,home,RC Lens,Brice Samba,brice-samba,B. Samba,G,30,186,2098,M,164055,EUR,767232000,G,30,30,False,True,23.0,17.0,14.0,8.0,12.0,14.0,5.0,9.0,4.0,3.0,1.0,4.0,90.0,30.0,7.3,6.0,0.0,0.0,0.00284395,0,0.9734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11392891,home,RC Lens,Jonathan Gradit,jonathan-gradit,J. Gradit,D,24,180,273,M,369650,EUR,722563200,D,24,24,False,,60.0,52.0,6.0,4.0,22.0,24.0,30.0,36.0,8.0,,,,90.0,70.0,7.1,10.0,0.0,0.0,0.0199679,0,,2.0,6.0,6.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,
11392891,home,RC Lens,Kevin Danso,danso-kevin,K. Danso,D,4,190,3440,M,794953,EUR,906163200,D,4,4,False,,67.0,58.0,6.0,3.0,34.0,38.0,24.0,29.0,9.0,,,,90.0,73.0,6.7,10.0,0.0,0.0,0.0274612,0,,1.0,1.0,1.0,1.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
11392891,home,RC Lens,Facundo Medina,facundo-medina,F. Medina,D,32,184,4462,M,860307,EUR,927849600,D,14,14,False,,61.0,56.0,4.0,2.0,31.0,32.0,25.0,30.0,5.0,,,,90.0,78.0,6.9,8.0,0.0791,0.0,0.0196455,2,,2.0,1.0,6.0,6.0,,1.0,1.0,4.0,2.0,1.0,,3.0,,,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,,
11392891,home,RC Lens,Przemysław Frankowski,przemyslaw-frankowski,P. Frankowski,D,95,176,5767,M,286909,EUR,797644800,M,29,29,False,,43.0,32.0,3.0,1.0,11.0,12.0,22.0,39.0,4.0,,,,90.0,67.0,6.9,22.0,0.0,0.0,0.202444,0,,,,4.0,1.0,1.0,,,1.0,,2.0,,1.0,,,8.0,2.0,,,,przemek.franek_,1.0,1.0,3.0,,,,,,,,,,
11392891,home,RC Lens,Salis Abdul Samed,abdul-samed-salis,S. A. Samed,M,99,180,2025,M,993455,EUR,954028800,M,6,6,False,,57.0,53.0,1.0,1.0,23.0,24.0,30.0,33.0,5.0,,,,90.0,62.0,6.4,5.0,0.0,0.0,0.034811,0,,,,4.0,2.0,,,,1.0,1.0,,1.0,3.0,,,,1.0,,,,,,,1.0,1.0,,,,,,,,,
11392891,home,RC Lens,Andy Diouf,andy-diouf,A. Diouf,M,17,187,3993,M,1048889,EUR,1053129600,M,18,18,False,,43.0,37.0,1.0,,11.0,12.0,27.0,32.0,8.0,,,,81.0,57.0,7.9,7.0,0.1536,0.0532,0.124871,3,,1.0,,2.0,6.0,,,,3.0,2.0,,1.0,,,,1.0,2.0,2.0,1.0,,,1.0,,2.0,,1.0,2.0,1.0,,,,,,
11392891,home,RC Lens,Deiver Machado,deiver-machado,D. Machado,M,27,179,1117,M,822110,EUR,746928000,M,3,3,False,,22.0,18.0,2.0,1.0,5.0,6.0,15.0,19.0,1.0,,,,75.0,44.0,7.3,10.0,0.0354,0.2807,0.124041,1,,1.0,3.0,8.0,5.0,2.0,1.0,,,,,2.0,3.0,,,3.0,,,,,,2.0,,1.0,,2.0,1.0,,1.0,1.0,,,,
11392891,home,RC Lens,Adrien Thomasson,adrien-thomasson,A. Thomasson,M,28,177,523,M,231946,EUR,755481600,F,28,28,False,,36.0,28.0,,,7.0,10.0,21.0,28.0,7.0,,,,74.0,50.0,6.9,12.0,0.0,0.0,0.0221519,0,,2.0,,4.0,4.0,,,,3.0,1.0,1.0,1.0,1.0,,,2.0,,,,,,,,,,1.0,,,,,,,,
11392891,home,RC Lens,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183,483,M,787540,EUR,840499200,F,20,20,False,,17.0,11.0,2.0,2.0,3.0,4.0,11.0,21.0,6.0,,,,75.0,43.0,6.6,17.0,0.2855,0.354,0.0795476,4,,3.0,,7.0,1.0,,,,1.0,,2.0,,1.0,,,8.0,1.0,,2.0,1.0,,3.0,,2.0,,3.0,1.0,,,,1.0,,,
