match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_accurateOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_outfielderBlock,player_sofascoreId,stat_totalCross,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_unsuccessfulTouch,captain,stat_challengeLost,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAShot,stat_totalOffside,stat_bigChanceCreated,player_firstName,stat_goals,player_lastName
12437780,home,Celta Vigo,Vicente Guaita,vicente-guaita,V. Guaita,G,13,190,509,M,32023,EUR,537235200,G,13,13,False,18.0,10.0,9.0,1.0,0.0,10.0,13.0,5.0,3.0,10.0,3.0,1.0,1.0,2.0,2.0,90.0,33.0,7.1,8.0,4.983e-05,0,0.1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437780,home,Celta Vigo,Javi Rodríguez,javi-rodriguez,J. Rodríguez,D,32,178,597,M,1526627,EUR,1056585600,D,32,32,False,37.0,25.0,8.0,2.0,1.0,16.0,19.0,18.0,3.0,1.0,,,,,,90.0,51.0,7.4,12.0,0.0110293,0,,9.0,3.0,3.0,5.0,6.0,3.0,3.0,2.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,
12437780,home,Celta Vigo,Carl Starfelt,carl-starfelt,C. Starfelt,D,2,185,781,M,360718,EUR,801964800,D,2,2,False,31.0,28.0,6.0,4.0,0.0,24.0,25.0,6.0,7.0,4.0,,,,,,90.0,46.0,7.4,3.0,0.0149254,0,,4.0,3.0,2.0,3.0,3.0,3.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
12437780,home,Celta Vigo,Marcos Alonso,marcos-alonso,M. Alonso,D,20,188,7636,M,69408,EUR,662342400,D,20,20,False,57.0,47.0,10.0,3.0,0.0,34.0,36.0,24.0,6.0,8.0,,,,,,90.0,76.0,7.5,13.0,0.00437089,2,,13.0,1.0,5.0,2.0,7.0,1.0,1.0,,1.0,2.0,,,marcosalonso28,3.0,2.0,0.0325,0.0487,,,,,,,,,,,,,,,
12437780,home,Celta Vigo,Sergio Carreira,sergio-carreira,S. Carreira,M,5,170,466,M,1002764,EUR,971395200,M,5,5,False,19.0,10.0,3.0,,0.0,3.0,7.0,15.0,2.0,2.0,,,,,,72.0,50.0,6.5,17.0,0.0271122,0,,8.0,1.0,,4.0,1.0,1.0,1.0,,,,,1.0,,3.0,,,,1.0,3.0,1.0,,,,,,,,,,,,
12437780,home,Celta Vigo,Fran Beltrán,fran-beltran,F. Beltrán,M,8,170,770,M,835484,EUR,918000000,M,8,8,False,40.0,33.0,6.0,2.0,0.0,15.0,17.0,23.0,2.0,3.0,,,,,,90.0,54.0,7.0,10.0,0.0262396,1,,18.0,,,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,,,0.0073,,,,1.0,True,1.0,1.0,1.0,,,,,,,,
12437780,home,Celta Vigo,Ilaix Moriba,ilaix-moriba,I. Moriba,M,6,183,6577,M,962890,EUR,1042934400,M,6,6,False,33.0,28.0,1.0,1.0,0.0,14.0,18.0,16.0,4.0,5.0,,,,,,90.0,57.0,7.2,12.0,0.0466336,1,,14.0,,1.0,6.0,4.0,,3.0,2.0,1.0,3.0,2.0,1.0,ilaixmk,1.0,1.0,0.0274,0.0088,,,4.0,,1.0,2.0,,,,,,,,,
12437780,home,Celta Vigo,Óscar Mingueza,oscar-mingueza,Ó. Mingueza,M,3,184,3812,M,859773,EUR,926553600,M,3,3,False,34.0,21.0,6.0,2.0,0.0,11.0,14.0,22.0,1.0,3.0,,,,,,89.0,57.0,6.3,25.0,0.0152055,1,,10.0,,,6.0,3.0,1.0,1.0,,,,,,,2.0,,0.0332,,,,1.0,,2.0,6.0,,2.0,1.0,1.0,1.0,,,,
12437780,home,Celta Vigo,Alfon González,alfon-gonzalez,A. González,F,17,172,607,M,1468090,EUR,925776000,F,12,12,False,19.0,15.0,1.0,,1.0,6.0,6.0,16.0,,8.0,,,,,,84.0,40.0,7.5,11.0,0.682011,3,,11.0,1.0,,5.0,4.0,,1.0,1.0,2.0,2.0,1.0,,,3.0,1.0,0.1764,0.1985,2.0,,4.0,,1.0,2.0,1.0,1.0,1.0,,,1.0,,,
12437780,home,Celta Vigo,Borja Iglesias,borja-iglesias,B. Iglesias,F,7,187,4084,M,785989,EUR,727228800,F,7,7,False,17.0,11.0,,,0.0,7.0,9.0,8.0,2.0,5.0,,,,,,89.0,33.0,7.0,10.0,0.0991169,1,,4.0,1.0,1.0,5.0,6.0,,1.0,1.0,4.0,3.0,1.0,,,,1.0,0.1062,0.6922,,1.0,2.0,,,,,,,,1.0,,,,
