match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelLost,stat_challengeLost,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_aerialWon,stat_duelWon,stat_totalContest,stat_wonContest,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_dispossessed,stat_shotOffTarget,stat_interceptionWon,stat_keyPass,stat_blockedScoringAttempt,captain,stat_goals,stat_totalOffside
12264246,home,New York City FC II,Tomás Romero,Tomás Romero,,tomas-romero,T. Romero,G,30,185.0,118,M,1107895,EUR,977184000,G,30,30,False,46.0,32.0,18.0,4.0,0.0,28.0,31.0,4.0,15.0,1.0,1.0,1.0,7.0,1.0,2.0,3.0,90.0,56.0,7.1,14.0,0,,,,,,,,,,,,,,,,,,,,,,
12264246,home,New York City FC II,Andrew Baiera,Andrew Baiera,,andrew-baiera,A. Baiera,D,38,175.0,42,M,1515403,EUR,1172620800,D,38,38,False,31.0,21.0,6.0,1.0,0.0,9.0,13.0,12.0,18.0,,,3.0,3.0,,,,90.0,49.0,7.5,11.0,1,2.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,
12264246,home,New York City FC II,Piero Elias,Piero Elias,,piero-elias,P. Elias,M,,,31,M,1809786,EUR,1031443200,D,42,42,False,30.0,23.0,2.0,1.0,0.0,15.0,17.0,8.0,13.0,2.0,,,5.0,,,,82.0,35.0,6.8,7.0,0,1.0,5.0,1.0,1.0,,,2.0,2.0,,1.0,2.0,,,,,,,,,,,
12264246,home,New York City FC II,Alexander Hauschild,Alexander Hauschild,,alexander-hauschild,A. Hauschild,D,,,3,M,1809804,EUR,1142380800,D,61,61,False,39.0,32.0,5.0,3.0,0.0,24.0,28.0,8.0,11.0,,,3.0,,,,,90.0,46.0,7.0,8.0,0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,
12264246,home,New York City FC II,Christian McFarlane,Christian McFarlane,,mcfarlane-christian,C. McFarlane,D,46,183.0,1759,M,1142916,EUR,1169683200,D,18,18,False,34.0,25.0,7.0,2.0,0.0,16.0,20.0,10.0,16.0,4.0,,4.0,4.0,,,,90.0,60.0,7.0,18.0,1,,2.0,1.0,1.0,,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,1.0,,,,,
12264246,home,New York City FC II,Samuel Kwaku Owusu,Samuel Kwaku Owusu,,samuel-kwaku-owusu,S. K. Owusu,D,4,188.0,22,M,1173732,EUR,976665600,M,31,31,False,49.0,32.0,20.0,5.0,0.0,24.0,29.0,8.0,20.0,1.0,,5.0,3.0,,,,90.0,65.0,6.9,19.0,0,,4.0,2.0,2.0,,3.0,,,,2.0,,,,,1.0,,1.0,1.0,,,,
12264246,home,New York City FC II,Jonathan Shore,,,jonathan-shore,J. Shore,M,32,173.0,142,M,1468393,EUR,1176422400,M,32,32,False,26.0,22.0,4.0,3.0,0.0,9.0,12.0,13.0,16.0,3.0,1.0,,4.0,,,,70.0,34.0,6.7,7.0,1,,2.0,1.0,1.0,,,1.0,1.0,,,1.0,2.0,,,1.0,,,,1.0,,,
12264246,home,New York City FC II,Máximo Carrizo,Máximo Carrizo,,maximo-carrizo,M. Carrizo,M,29,160.0,224,M,1464681,EUR,1204156800,M,29,29,False,19.0,15.0,1.0,1.0,0.0,10.0,12.0,5.0,8.0,4.0,,,2.0,,,,70.0,31.0,6.4,11.0,0,,2.0,2.0,,,,,,2.0,2.0,,1.0,,,2.0,,1.0,,,,,
12264246,home,New York City FC II,Taylor Calheira,Taylor Calheira,,taylor-calheira,T. Calheira,F,9,185.0,32,M,1823642,EUR,1019779200,M,99,99,False,26.0,17.0,2.0,,0.0,9.0,10.0,8.0,16.0,11.0,,1.0,5.0,,,,90.0,37.0,6.1,17.0,1,1.0,1.0,2.0,,,,,,4.0,,3.0,,,4.0,2.0,,1.0,1.0,1.0,True,,
12264246,home,New York City FC II,Jonathan Jimenez,Jonathan Jimenez,,jonathan-jimenez,J. Jimenez,M,17,178.0,13,M,1173734,EUR,988156800,M,77,77,False,16.0,10.0,3.0,1.0,0.0,,2.0,10.0,15.0,2.0,,1.0,2.0,,,,90.0,26.0,7.6,8.0,2,,3.0,2.0,2.0,1.0,,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,,1.0,1.0
