match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_keyPass,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,stat_totalContest,stat_wonContest,stat_totalTackle,stat_wonTackle,stat_challengeLost,stat_goals,stat_shotOffTarget,captain,stat_bigChanceMissed,stat_penaltyWon,stat_dispossessed,stat_goodHighClaim,stat_penaltyFaced,stat_totalOffside,stat_penaltyConceded,stat_blockedScoringAttempt,player_sofascoreId
13472827,home,Mirassol,Walter,walter,Walter,G,22,188,774,M,329055,EUR,564192000,G,22,22,False,29.0,28.0,5.0,5.0,0.0,27.0,28.0,1.0,1.0,1.0,6.0,2.0,3.0,90.0,37.0,7.5,1.0,0.00025018,0,1.0506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13472827,home,Mirassol,Daniel Borges,daniel-borges,D. Borges,D,20,174,183,M,794874,EUR,732844800,D,20,20,False,45.0,40.0,3.0,2.0,0.0,30.0,34.0,10.0,11.0,2.0,2.0,,,90.0,59.0,7.2,6.0,0.260929,1,,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.019,0.0484,1.0,,,,,,,,,,,,,,,,,,,,
13472827,home,Mirassol,João Victor,joao-victor,J. Victor,D,34,188,233,M,863297,EUR,873158400,D,34,34,False,31.0,28.0,1.0,1.0,0.0,25.0,26.0,3.0,5.0,10.0,1.0,,,90.0,48.0,7.5,4.0,0.00083519,1,,,,,,3.0,3.0,3.0,,1.0,1.0,,,0.2282,0.381,,3.0,2.0,1.0,,,,,,,,,,,,,,,,,
13472827,home,Mirassol,Jemmes,ribeiro-da-silva-jemmes-bruno,Jemmes,D,3,187,583,M,1527129,EUR,955238400,D,3,3,False,33.0,27.0,2.0,,0.0,25.0,26.0,2.0,7.0,6.0,2.0,,,90.0,44.0,6.9,7.0,0.00040209,0,,Jemmes Ribeiro,,,,1.0,2.0,2.0,,,1.0,,1.0,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,
13472827,home,Mirassol,Reinaldo,reinaldo,Reinaldo,D,6,178,2574,M,243109,EUR,622944000,D,6,6,False,35.0,21.0,7.0,2.0,1.0,13.0,19.0,8.0,16.0,4.0,4.0,,,90.0,68.0,8.2,22.0,0.294197,1,,,,6.0,2.0,,4.0,1.0,2.0,1.0,1.0,,,0.7884,0.6072,2.0,,,1.0,3.0,,1.0,,1.0,1.0,,,,,,,,,,,
13472827,home,Mirassol,Guilherme Marques,guilherme-marques,Guilherme Marques,M,12,174,277,M,109610,EUR,674784000,M,12,12,False,26.0,23.0,,,0.0,15.0,17.0,8.0,9.0,1.0,2.0,,,77.0,36.0,6.7,7.0,0.0100513,1,,,,,,,2.0,2.0,,,4.0,1.0,1.0,0.0672,,,,,1.0,,,1.0,,1.0,,1.0,,,,,,,,,,
13472827,home,Mirassol,Neto Moura,neto-moura,N. Moura,M,25,176,363,M,559034,EUR,839289600,M,25,25,False,41.0,31.0,,,0.0,24.0,28.0,7.0,13.0,4.0,5.0,,,89.0,51.0,7.1,11.0,0.0139961,0,,,,,,,1.0,4.0,,,1.0,1.0,1.0,,,,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,,,
13472827,home,Mirassol,Danielzinho,danielzinho,Danielzinho,M,94,166,1169,M,356514,EUR,783907200,M,8,8,False,46.0,43.0,3.0,3.0,0.0,25.0,27.0,18.0,19.0,3.0,5.0,,,90.0,62.0,7.4,4.0,0.16227,2,,,,1.0,,,,6.0,,,,3.0,,0.3703,,1.0,,,1.0,,,3.0,3.0,,,2.0,True,1.0,,,,,,,,
13472827,home,Mirassol,Carlos Eduardo,carlos-eduardo,Carlos Eduardo,F,96,173,354,M,795295,EUR,844905600,F,96,96,False,10.0,6.0,1.0,,0.0,3.0,5.0,3.0,5.0,1.0,2.0,,,77.0,31.0,7.9,12.0,0.00815321,2,,,,1.0,,,2.0,8.0,,2.0,4.0,3.0,1.0,0.7949,0.8769,1.0,,,1.0,3.0,2.0,3.0,1.0,,1.0,,,,1.0,,,,,,,
13472827,home,Mirassol,Cristian Renato,cristian-renato,C. Renato,F,17,189,259,M,1148306,EUR,950832000,F,17,17,False,13.0,12.0,,,0.0,4.0,5.0,8.0,8.0,1.0,2.0,,,73.0,21.0,6.5,5.0,0.0138191,1,,,,,,2.0,3.0,4.0,,1.0,4.0,1.0,1.0,0.2718,0.3624,,2.0,,,1.0,1.0,,,,,,,1.0,,,,,,,,
13472827,home,Mirassol,Alesson,alesson,Alesson,F,77,173,437,M,871015,EUR,919123200,F,77,77,False,22.0,18.0,2.0,,0.0,8.0,9.0,10.0,13.0,,5.0,,,89.0,42.0,7.4,12.0,0.0296447,2,,,,,,1.0,7.0,4.0,,2.0,4.0,3.0,2.0,0.5075,1.0877,,,,1.0,4.0,1.0,,,,1.0,,,1.0,,1.0,,,,,,
13472827,home,Mirassol,Renato Marques,marques-renato,Renato Marques,F,78,180,300,M,1194689,EUR,1070928000,F,78,78,True,3.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,,,,,17.0,7.0,6.6,1.0,0.00019381,1,,Renato Marques,,,,,1.0,3.0,,1.0,,2.0,,0.4728,0.2692,,,,,,,1.0,1.0,1.0,,,,1.0,,,,,,,,
