match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_blockedScoringAttempt,stat_hitWoodwork,stat_unsuccessfulTouch,stat_expectedGoals,player_firstName,player_lastName,stat_totalContest,stat_wonContest,stat_outfielderBlock,stat_totalTackle,stat_wasFouled,stat_challengeLost,stat_interceptionWon,stat_fouls,stat_totalCross,stat_accurateCross,stat_wonTackle,stat_keyPass,stat_bigChanceMissed,stat_shotOffTarget,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_penaltyMiss,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_penaltyConceded
12499417,home,Eintracht Frankfurt,Kevin Trapp,kevin-trapp,K. Trapp,G,35,189,1775,M,38440,EUR,647395200,G,1,1,False,True,34.0,21.0,15.0,2.0,0.0,20.0,23.0,1.0,11.0,3.0,10.0,1.0,1.0,2.0,2.0,90.0,44.0,6.1,13.0,0.00031151,0,-0.5281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Rasmus Kristensen,rasmus-kristensen,R. Kristensen,D,13,186,1615,M,921789,EUR,868579200,D,13,13,False,,74.0,55.0,6.0,1.0,0.0,31.0,37.0,24.0,37.0,2.0,2.0,,,,,90.0,89.0,6.5,22.0,0.0691811,3,,2.0,1.0,2.0,1.0,3.0,1.0,3.0,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Nnamdi Collins,nnamdi-collins,N. Collins,D,34,191,1316,M,1048569,EUR,1073692800,D,34,34,False,,81.0,72.0,7.0,2.0,0.0,44.0,46.0,28.0,35.0,4.0,3.0,,,,,90.0,94.0,7.0,10.0,0.0143989,0,,1.0,2.0,1.0,6.0,,,1.0,,Nnamdi Collins,,1.0,1.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Tuta,tuta,Tuta,D,3,184,1088,M,964191,EUR,931046400,D,35,35,False,,82.0,76.0,4.0,2.0,0.0,50.0,55.0,26.0,27.0,4.0,6.0,,,,,90.0,97.0,6.4,9.0,0.0122529,0,,6.0,3.0,9.0,3.0,,,3.0,,,,,,,,,1.0,3.0,2.0,,,,,,,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Nathaniel Brown,nathaniel-brown,N. Brown,D,21,179,1784,M,1159759,EUR,1055721600,D,21,21,False,,50.0,47.0,2.0,1.0,0.0,25.0,25.0,23.0,28.0,2.0,5.0,,,,,90.0,78.0,6.8,9.0,0.280555,0,,,2.0,3.0,5.0,,,1.0,,,,2.0,1.0,,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Hugo Larsson,hugo-larsson,H. Larsson,M,16,187,2774,M,1142211,EUR,1088294400,M,16,16,False,,54.0,44.0,9.0,3.0,0.0,28.0,33.0,16.0,21.0,1.0,1.0,,,,,79.0,64.0,6.4,10.0,0.0172646,1,,1.0,1.0,3.0,4.0,,,,0.09,Hugo Larsson,,,,,3.0,,,,2.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Oscar Højlund,oscar-hojlund,O. Højlund,M,6,184,1040,M,1149113,EUR,1104796800,M,6,6,False,,79.0,76.0,1.0,1.0,0.0,43.0,45.0,33.0,34.0,1.0,3.0,,,,,90.0,92.0,6.9,5.0,0.0284576,0,,5.0,1.0,7.0,6.0,,,1.0,,Oscar Höjlund,,2.0,1.0,,3.0,1.0,,,1.0,,,2.0,,,,,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Jean-Mattéo Bahoya,jean-matteo-bahoya,J. Bahoya,M,19,180,2331,M,1146148,EUR,1115424000,M,19,19,False,,26.0,22.0,2.0,1.0,0.0,10.0,11.0,13.0,19.0,1.0,4.0,,,,,60.0,41.0,7.0,9.0,0.254187,1,,,1.0,,5.0,1.0,,2.0,0.0307,Jean Bahoya,,3.0,3.0,,1.0,,,,,4.0,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Can Uzun,can-uzun,C. Uzun,M,42,186,10657,M,1440948,EUR,1131667200,M,20,20,False,,27.0,22.0,1.0,,0.0,9.0,10.0,13.0,18.0,,2.0,,,,,79.0,39.0,6.7,9.0,0.100882,1,,,,,2.0,1.0,,2.0,0.0187,Can Uzun,,1.0,1.0,,,1.0,,,,1.0,,,2.0,,,,can.uzun10,,,,,,,,,,,
12499417,home,Eintracht Frankfurt,Farès Chaïbi,fares-chaibi,F. Chaïbi,M,8,183,17688,M,1192318,EUR,1038441600,M,8,8,False,,35.0,26.0,4.0,1.0,0.0,15.0,17.0,11.0,19.0,4.0,2.0,,,,,71.0,48.0,7.1,13.0,0.0665008,2,,3.0,3.0,4.0,4.0,,,3.0,0.0694,,,,,,,1.0,,,1.0,1.0,,,,,1.0,,fareschaibi28,1.0,0.2081,,,,,,,,,
12499417,home,Eintracht Frankfurt,Michy Batshuayi,michy-batshuayi,M. Batshuayi,F,22,185,6853,M,147745,EUR,749520000,F,30,30,False,,15.0,10.0,2.0,2.0,0.0,3.0,4.0,7.0,11.0,,2.0,,,,,60.0,23.0,7.2,8.0,0.279522,2,,2.0,1.0,3.0,1.0,1.0,,2.0,0.5125,,,,,,,,,,,,,,,,,,mbatshuayi,1.0,0.6214,1.0,1.0,1.0,,,,,,
12499417,home,Eintracht Frankfurt,Mario Götze,mario-gotze,M. Götze,M,27,176,5881,M,66518,EUR,707529600,M,27,27,True,,28.0,24.0,1.0,1.0,0.0,6.0,8.0,18.0,21.0,1.0,1.0,,,,,30.0,34.0,6.8,7.0,0.038946,0,,,,4.0,,,,,,,,,,,,,,,2.0,1.0,,,4.0,,,,MarioGotze,,,2.0,,,1.0,,,,,
12499417,home,Eintracht Frankfurt,Hugo Ekitiké,hugo-ekitike,H. Ekitiké,F,22,190,97147,M,1048422,EUR,1024531200,F,11,11,True,,6.0,6.0,,,0.0,3.0,3.0,3.0,3.0,,,,,,,30.0,9.0,6.0,,0.00262075,2,,1.0,,1.0,,1.0,,,0.8896,Hugo Ekitiké,,,,,,,,,,,,,,1.0,,,hekitike,1.0,0.6329,,,,,1.0,,,,
