match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_wasFouled,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_totalContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_keyPass,player_firstName,player_lastName,player_sofascoreId,stat_shotOffTarget,stat_outfielderBlock,stat_wonTackle,stat_expectedGoals,stat_unsuccessfulTouch,stat_dispossessed,stat_wonContest,stat_blockedScoringAttempt,stat_errorLeadToAGoal,stat_challengeLost,captain,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_punches,stat_totalOffside,stat_bigChanceCreated,stat_goals,stat_bigChanceMissed
12499334,home,Roma,Mile Svilar,svilar-mile,M. Svilar,G,99,189,4489,M,793986,EUR,935712000,G,99,99,False,30.0,18.0,18.0,6.0,0.0,16.0,17.0,2.0,13.0,1.0,2.0,8.0,1.0,2.0,4.0,5.0,1.0,1.0,90.0,45.0,7.8,12.0,0.00138938,0,0.1079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499334,home,Roma,Gianluca Mancini,gianluca-mancini,G. Mancini,D,23,190,4038,M,611210,EUR,829699200,D,23,23,False,61.0,56.0,1.0,1.0,0.0,30.0,32.0,28.0,33.0,,1.0,3.0,,,,,,,90.0,72.0,6.7,8.0,0.0586711,0,,4.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,
12499334,home,Roma,Evan Ndicka,evan-ndicka,E. Ndicka,D,5,190,9220,M,848287,EUR,935107200,D,5,5,False,85.0,78.0,6.0,,0.0,57.0,58.0,21.0,27.0,1.0,3.0,8.0,1.0,,,,,,90.0,98.0,6.8,7.0,0.00564519,1,,,,2.0,5.0,,4.0,1.0,1.0,4.0,,,,evanndicka,1.0,1.0,1.0,0.0817,,,,,,,,,,,,,,,
12499334,home,Roma,Angeliño,angelino,Angeliño,M,3,171,3336,M,848355,EUR,852336000,D,3,3,False,40.0,33.0,4.0,2.0,0.0,22.0,24.0,13.0,19.0,,,3.0,,,,,,,79.0,48.0,6.7,9.0,0.0967612,0,,3.0,2.0,1.0,1.0,,1.0,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,
12499334,home,Roma,Zeki Çelik,zeki-celik,Z. Çelik,D,19,180,2880,M,893008,EUR,856137600,M,19,19,False,27.0,24.0,3.0,,0.0,11.0,11.0,13.0,17.0,2.0,5.0,3.0,,,,,,,90.0,48.0,6.4,7.0,0.0287342,2,,1.0,,,1.0,1.0,3.0,,2.0,,1.0,,,,1.0,,1.0,0.142,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,
12499334,home,Roma,Manu Koné,manu-kone,M. Koné,M,17,186,6943,M,974087,EUR,990057600,M,17,17,False,21.0,18.0,,,0.0,5.0,6.0,13.0,15.0,,4.0,2.0,2.0,,,,,,53.0,29.0,6.8,6.0,0.0154796,0,,,,,1.0,,,,2.0,,,,,,,,1.0,,2.0,1.0,,,,,,,,,,,,,
12499334,home,Roma,Bryan Cristante,bryan-cristante,B. Cristante,M,4,186,2731,M,186855,EUR,794188800,M,4,4,False,45.0,38.0,3.0,3.0,0.0,16.0,20.0,22.0,25.0,1.0,3.0,1.0,,,,,,,79.0,51.0,6.7,8.0,0.00859086,1,,,,1.0,3.0,,,1.0,2.0,1.0,,,,,,,1.0,0.1785,,1.0,,1.0,,,,,,,,,,,
12499334,home,Roma,Nicola Zalewski,nicola-zalewski,N. Zalewski,M,59,175,16244,M,984184,EUR,1011744000,M,59,59,False,16.0,14.0,1.0,1.0,0.0,6.0,6.0,9.0,12.0,,4.0,2.0,3.0,,,,,,72.0,31.0,6.7,8.0,0.0657851,0,,2.0,1.0,3.0,4.0,1.0,1.0,,1.0,,,,,nico_zale,,,1.0,,3.0,,,,,,,,,,,,,,
12499334,home,Roma,Paulo Dybala,paulo-dybala,P. Dybala,F,21,177,117714,M,256219,EUR,753321600,F,21,21,False,39.0,36.0,6.0,6.0,0.0,12.0,12.0,25.0,29.0,,6.0,5.0,2.0,,,,,,78.0,55.0,7.3,9.0,0.291178,1,,2.0,1.0,1.0,5.0,1.0,,,4.0,,2.0,,,LaJoya,,,2.0,0.0234,2.0,2.0,,1.0,,1.0,,,,,,,,,
12499334,home,Roma,Lorenzo Pellegrini,lorenzo-pellegrini,L. Pellegrini,M,7,186,5687,M,555540,EUR,835142400,F,7,7,False,24.0,19.0,,,0.0,9.0,9.0,12.0,20.0,,3.0,5.0,2.0,,,,,,90.0,35.0,7.4,9.0,0.336844,2,,5.0,2.0,,,1.0,,,,,2.0,,,lorepelle7,1.0,,,0.1635,1.0,,1.0,,,,True,1.0,1.0,0.5915,,,,,
