match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAGoal,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_jerseyNumber,stat_totalCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_fouls,stat_totalOffside,stat_aerialLost,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,stat_wasFouled,stat_accurateCross,stat_keyPass,stat_blockedScoringAttempt,stat_expectedGoals,captain,stat_wonContest,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_penaltyFaced,stat_punches,stat_penaltyConceded,stat_errorLeadToAShot,stat_bigChanceCreated
13623946,home,Boavista,Tomáš Vaclík,,,tomas-vaclik,Tomáš Vaclík,G,188,369,M,23715,EUR,607132800,G,31,31,False,20.0,9.0,16.0,5.0,0.0,5.0,7.0,4.0,13.0,8.0,1.0,2.0,5.0,6.0,90.0,33.0,6.8,11.0,0.00467848,0,-0.2353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13623946,home,Boavista,Osman Kakay,,,osman-kakay,O. Kakay,D,180,214,M,830485,EUR,872467200,D,27,27,False,22.0,16.0,3.0,,0.0,7.0,9.0,9.0,18.0,1.0,,,,,90.0,51.0,6.0,20.0,0.0060864,0,,29,5.0,2.0,6.0,3.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,
13623946,home,Boavista,Rodrigo Abascal,,,rodrigo-abascal,R. Abascal,D,190,156,M,846416,EUR,758505600,D,26,26,False,34.0,28.0,14.0,10.0,0.0,14.0,17.0,14.0,17.0,2.0,,,,,90.0,56.0,6.9,11.0,0.0279115,0,,26,,5.0,3.0,9.0,,,5.0,4.0,1.0,2.0,1.0,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,
13623946,home,Boavista,Sidoine Fogning,Sidoine Fogning,,sidoine-fogning,S. Fogning,D,195,93,M,2049628,EUR,1005436800,D,13,13,False,34.0,24.0,10.0,2.0,0.0,19.0,23.0,5.0,11.0,4.0,1.0,,,,90.0,47.0,5.6,11.0,0.00082353,0,,19,,,4.0,2.0,,1.0,6.0,1.0,,,,,1.0,1.0,,2.0,1.0,,,,,,,,,,,,,,,
13623946,home,Boavista,Layvin Kurzawa,,,layvin-kurzawa,L. Kurzawa,D,182,1724,M,135775,EUR,715564800,D,3,3,False,13.0,9.0,2.0,1.0,0.0,6.0,7.0,4.0,12.0,,,,,,69.0,35.0,6.6,10.0,0.0910073,0,,3,6.0,,1.0,2.0,,1.0,2.0,2.0,,,,,,,2.0,,,1.0,1.0,,,,,,,,,,,,,
13623946,home,Boavista,Miguel Reisinho,,,miguel-reisinho,M. Reisinho,M,184,1041,M,892309,EUR,923616000,M,10,10,False,19.0,15.0,1.0,1.0,0.0,6.0,6.0,9.0,13.0,2.0,,,,,52.0,30.0,6.6,8.0,0.0777911,1,,7,,1.0,5.0,3.0,,2.0,,2.0,1.0,2.0,1.0,,1.0,,,1.0,,,1.0,1.0,0.0132,,,,,,,,,,,
13623946,home,Boavista,Sebastián Pérez,,,sebastian-perez,S. Pérez,M,176,396,M,158597,EUR,733363200,M,24,24,False,23.0,19.0,7.0,6.0,0.0,7.0,8.0,12.0,15.0,3.0,,,,,60.0,32.0,6.8,4.0,0.00412135,0,,42,,,3.0,2.0,,,1.0,1.0,1.0,,2.0,,1.0,,1.0,,1.0,,,,,True,,,,,,,,,,
13623946,home,Boavista,Ilija Vukotić,Ilija,Vukotić,ilija-vukotic,I. Vukotić,M,191,158,M,891881,EUR,915667200,M,18,18,False,14.0,11.0,2.0,1.0,0.0,6.0,6.0,6.0,9.0,,,,,,90.0,22.0,6.6,4.0,0.383413,0,,8,1.0,2.0,4.0,5.0,1.0,,2.0,1.0,,,2.0,,,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,
13623946,home,Boavista,Marco van Ginkel,,,marco-van-ginkel,M. van Ginkel,F,186,363,M,112794,EUR,723168000,F,8,8,False,21.0,19.0,,,0.0,9.0,9.0,10.0,13.0,2.0,,,,,69.0,30.0,6.6,4.0,0.0064994,0,,,1.0,1.0,6.0,6.0,,,,4.0,1.0,1.0,2.0,,2.0,,1.0,2.0,1.0,,,,,,,,,,,,,,,
13623946,home,Boavista,Róbert Boženík,,,robert-bozenik,R. Boženík,F,188,1028,M,912033,EUR,942883200,F,9,9,False,13.0,9.0,,,0.0,2.0,3.0,7.0,11.0,7.0,,,,,90.0,32.0,7.3,12.0,0.0410463,2,,11,1.0,4.0,7.0,6.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,2.0,3.0,,,,,,,,0.8035,,1.0,1.0,1.0,1.0,0.7592,,,,,
13623946,home,Boavista,Moussa Koné,,,moussa-kone,M. Koné,F,175,168,M,796085,EUR,851904000,F,14,14,False,9.0,5.0,1.0,,0.0,3.0,3.0,2.0,7.0,2.0,,,,,60.0,19.0,6.7,5.0,0.00443224,2,,14,1.0,6.0,2.0,8.0,,,,1.0,1.0,,1.0,1.0,1.0,,,,2.0,,,1.0,0.1193,,,,1.0,,0.2738,,,,,
13623946,home,Boavista,Abdoulay Diaby,,,abdoulay-diaby,A. Diaby,F,173,492,M,115718,EUR,674784000,F,21,21,True,4.0,3.0,,,0.0,1.0,1.0,2.0,4.0,1.0,,,,,38.0,12.0,6.6,6.0,0.00574103,1,,23,1.0,1.0,6.0,2.0,1.0,1.0,,1.0,1.0,2.0,2.0,,1.0,,,1.0,,,,,0.2149,,,,1.0,,0.529,,,,,
13623946,home,Boavista,Vitaliy Lystsov,,,vitaliy-lystsov,V. Lystsov,D,192,57,M,789123,EUR,805420800,D,5,5,True,17.0,14.0,4.0,3.0,0.0,7.0,7.0,7.0,11.0,2.0,,,,,30.0,27.0,6.7,5.0,0.0894126,0,,55,1.0,1.0,2.0,5.0,,1.0,1.0,1.0,,,1.0,,,,2.0,,3.0,,,,,,,,,,,,,,,
13623946,home,Boavista,Gboly Ariyibi,Gboly,Ariyibi,gboly-ariyibi,G. Ariyibi,M,183,55,M,370644,EUR,790300800,F,11,11,True,4.0,4.0,,,0.0,1.0,1.0,4.0,5.0,1.0,,,,,30.0,9.0,6.5,3.0,0.0262707,1,,11,2.0,,2.0,,1.0,,,,,1.0,1.0,,1.0,,,,,1.0,,1.0,0.042,,,,,,,,,,,
13623946,home,Boavista,Joel Silva,Joel Silva,,joel-silva,J. Silva,M,185,56,M,1393991,EUR,1044921600,M,16,16,True,8.0,8.0,,,0.0,1.0,1.0,7.0,7.0,1.0,,,,,21.0,14.0,6.8,,0.0152139,0,,26,,,1.0,1.0,,,1.0,,,,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,
13623946,home,Boavista,Ibrahima Camará,,,ibrahima-camara,I. Camará,M,190,520,M,976145,EUR,917222400,M,2,2,True,9.0,5.0,3.0,1.0,0.0,,,6.0,12.0,1.0,,,,,21.0,17.0,6.4,9.0,0.0558943,0,,2,3.0,1.0,2.0,1.0,,,,,,2.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,
13623946,home,Boavista,César Dutra,,,cesar-dutra,C. Dutra,G,194,270,M,158269,EUR,696470400,G,1,1,True,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
