match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAShot,stat_unsuccessfulTouch,stat_wasFouled,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_challengeLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_interceptionWon,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_goals,stat_clearanceOffLine,stat_outfielderBlock,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotValueNormalized,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,stat_dispossessed,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalKeeperSweeper,stat_accurateKeeperSweeper
14035977,home,KAA Gent,Davy Roef,,,davy-roef,D. Roef,G,33,187.0,232,M,156663,EUR,760492800,G,33,33,False,True,40.0,27.0,26.0,14.0,0.0,19.0,23.0,8.0,17.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,4.0,90.0,53.0,8.0,15.0,0.00225719,28.361194619974,4.0,14.28,7.035,0.4914,0,0.3581,0.08,0.01,-0.03,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Matisse Samoise,,,matisse-samoise,M. Samoise,M,18,180.0,256,M,1046245,EUR,1006300800,D,18,18,False,,24.0,19.0,2.0,2.0,1.0,10.0,13.0,9.0,11.0,5.0,3.0,3.0,,2.0,1.0,,,80.0,48.0,6.9,14.0,0.176664,77.606332826864,9.0,34.44,12.705,,0,,0.38,0.28,-0.27,,6.0,3.0,3.0,1.0,14.0,5.0,2.0,3.0,3.0,4.0,8.0130998371417,1.0,3.0,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Matties Volckaert,Matties Volckaert,,matties-volckaert,M. Volckaert,D,57,189.0,48,M,2213526,EUR,1034380800,D,57,57,False,,31.0,24.0,3.0,,0.0,18.0,22.0,6.0,9.0,1.0,6.0,2.0,,1.0,1.0,,,90.0,45.0,7.1,9.0,0.0724502,163.82684583481,13.0,98.175,34.335,,0,,0.27,0.17,0.31,,2.0,1.0,3.0,,3.0,,,,,,62.937101365618,2.0,1.0,2.0,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Maksim Paskotsi,,,maksim-paskotsi,M. Paskotsi,D,3,183.0,399,M,954621,EUR,1042934400,D,3,3,False,,36.0,29.0,7.0,2.0,0.0,28.0,29.0,1.0,7.0,3.0,10.0,2.0,,1.0,,,,90.0,58.0,8.6,8.0,0.0012399,36.022480994355,6.0,-10.395,3.045,,2,,0.12,0.02,0.48,,,,2.0,2.0,3.0,,,1.0,1.0,2.0,,,,1.0,1.0,1.0,1.0,1.0,3.0,0.2051,0.9206,0.52,,,,,,,,,
14035977,home,KAA Gent,Siebe Van Der Heyden,,,siebe-van-der-heyden,S. V. D. Heyden,D,44,185.0,270,M,842164,EUR,896486400,D,44,44,False,,39.0,29.0,10.0,4.0,0.0,22.0,25.0,7.0,14.0,8.0,6.0,4.0,,,2.0,,,90.0,56.0,7.1,10.0,0.00163125,76.266111556653,12.0,26.355,11.655,,1,,0.03,0.05,0.4,,,,2.0,3.0,4.0,,,3.0,2.0,2.0,,,,1.0,,1.0,,,,0.0842,0.1289,-0.42,,,,,,,,,
14035977,home,KAA Gent,Tiago Araújo,,,tiago-araujo,T. Araújo,D,20,184.0,265,M,997024,EUR,985651200,D,20,20,False,,31.0,24.0,7.0,3.0,0.0,13.0,14.0,11.0,17.0,1.0,1.0,2.0,,,,,,90.0,43.0,7.0,9.0,0.275293,70.255683431571,7.0,55.965,17.955,,0,,0.22,0.12,-0.1,,4.0,2.0,,,3.0,3.0,,1.0,1.0,,18.286854540899,1.0,2.0,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Abdelkahar Kadri,,,abdelkahar-kadri,A. Kadri,M,37,170.0,2010,M,1007528,EUR,961804800,M,37,37,False,,40.0,37.0,3.0,2.0,0.0,21.0,22.0,16.0,18.0,5.0,2.0,5.0,,1.0,1.0,,,89.0,54.0,6.8,8.0,0.0226076,130.09758549187,18.0,62.16,18.06,,1,,0.0,0.17,0.2,,1.0,,,1.0,3.0,,5.0,1.0,1.0,,22.939405746444,1.0,,2.0,,,,,,0.0515,,-0.11,2.0,1.0,1.0,,,,,,
14035977,home,KAA Gent,Atsuki Ito,Atsuki Ito,,atsuki-ito,A. Ito,M,15,185.0,595,M,1034816,EUR,902793600,M,15,15,False,,24.0,22.0,1.0,1.0,1.0,12.0,13.0,10.0,11.0,1.0,3.0,2.0,,,,,,68.0,40.0,7.3,4.0,0.179831,66.53885052181,8.0,19.635,8.295,,2,,0.34,0.12,0.14,,2.0,2.0,2.0,,6.0,,1.0,,,3.0,9.9571626982791,1.0,2.0,2.0,,1.0,,,,0.2768,,0.02,1.0,1.0,,1.0,1.0,1.0,,,
14035977,home,KAA Gent,Tibe De Vlieger,,,tibe-de-vlieger,T. D. Vlieger,M,27,182.0,175,M,1396529,EUR,1131148800,M,27,27,False,,35.0,33.0,4.0,3.0,0.0,22.0,23.0,11.0,12.0,12.0,6.0,4.0,,,5.0,,,90.0,59.0,7.8,5.0,0.00579278,59.063810248917,11.0,40.74,6.825,,2,,0.03,0.16,0.31,,,,,2.0,6.0,2.0,4.0,2.0,1.0,2.0,,,1.0,,2.0,,,,,0.126,,-0.01,3.0,,,1.0,,,,,
14035977,home,KAA Gent,Wilfried Kanga,,,wilfried-kanga,W. Kanga,F,7,189.0,938,M,838640,EUR,888019200,F,7,7,False,,14.0,9.0,,,0.0,4.0,4.0,5.0,10.0,4.0,,3.0,,2.0,1.0,,,90.0,25.0,6.3,8.0,0.127794,30.889403181582,3.0,23.1,22.365,,5,,0.07,0.22,0.13,,1.0,1.0,5.0,3.0,7.0,,,,,1.0,24.280311550719,1.0,1.0,,3.0,1.0,,,,0.5084,0.0997,-0.56,,1.0,1.0,1.0,,1.0,1.0,,
14035977,home,KAA Gent,Hyllarion Goore,Bi Christ Hyllarion,Goore,bi-goore,H. Goore,F,45,183.0,294,M,2048955,EUR,1124841600,F,45,45,False,,23.0,16.0,,,0.0,8.0,10.0,8.0,13.0,4.0,1.0,4.0,,2.0,1.0,,,80.0,39.0,7.2,12.0,0.0374706,101.71185184219,9.0,70.035,17.43,,4,,-0.26,0.32,-0.04,,1.0,,1.0,,6.0,1.0,3.0,2.0,1.0,2.0,64.667177805385,4.0,1.0,1.0,2.0,1.0,1.0,,,0.4552,0.7934,0.44,1.0,1.0,1.0,,,,,,
14035977,home,KAA Gent,Leonardo Lopes,,,leonardo-lopes,L. Lopes,M,22,168.0,202,M,783478,EUR,912384000,M,22,22,True,,11.0,9.0,2.0,1.0,0.0,5.0,6.0,4.0,5.0,4.0,1.0,2.0,,1.0,1.0,,,22.0,18.0,6.8,3.0,0.00284934,7.4785673748957,2.0,4.83,3.045,,0,,0.05,0.01,-0.01,,,,1.0,3.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Jean-Kévin Duverne,,,jean-kevin-duverne,J. Duverne,D,29,184.0,2644,M,845930,EUR,868665600,D,29,29,True,,3.0,2.0,1.0,,0.0,2.0,2.0,,1.0,1.0,2.0,,,1.0,,,,10.0,10.0,6.6,3.0,6.834e-05,22.437795970609,2.0,15.96,17.43,,0,,-0.02,-0.05,0.13,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Omri Gandelman,Omri Gandelman,,omri-gandelman,O. Gandelman,M,16,188.0,1075,M,1019125,EUR,958435200,M,6,6,True,,7.0,3.0,1.0,,0.0,2.0,3.0,1.0,4.0,2.0,,2.0,,,,,,10.0,10.0,6.7,4.0,0.00061773,12.304712718591,2.0,-2.52,0.63,,0,,-0.08,0.06,0.16,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
14035977,home,KAA Gent,Aimé Omgba,,,aime-omgba,A. Omgba,M,10,183.0,241,M,1459382,EUR,1035244800,M,10,10,True,,3.0,2.0,,,0.0,2.0,2.0,,1.0,1.0,1.0,,,,1.0,,,1.0,5.0,,1.0,8.99e-05,4.2955652713002,1.0,0.31500000000001,0.31500000000001,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Kjell Peersman,Kjell Peersman,,kjell-peersman,K. Peersman,G,30,194.0,177,M,1119871,EUR,1085097600,G,30,30,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Bram Lagae,Bram,Lagae,bram-lagae,B. Lagae,D,4,183.0,177,M,1126688,EUR,1074038400,D,26,26,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Momodou Sonko,Momodou Sonko,,momodou-sonko,M. Sonko,M,11,176.0,575,M,1135616,EUR,1107129600,F,11,11,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Dante Vanzeir,,,dante-vanzeir,D. Vanzeir,F,13,175.0,635,M,822673,EUR,892684800,F,14,14,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14035977,home,KAA Gent,Max Dean,Max Dean,,max-dean,M. Dean,F,21,178.0,379,M,1065233,EUR,1077321600,F,21,21,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
