match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_interceptionWon,captain,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,player_firstName,player_lastName,stat_goalAssist,stat_bigChanceMissed,stat_shotOffTarget,stat_dispossessed,stat_blockedScoringAttempt,stat_hitWoodwork,stat_goals,stat_crossNotClaimed,stat_goodHighClaim,stat_punches
11067523,home,Vasco da Gama,Léo Jardim,leo-jardim,L. Jardim,G,1,188,5904,M,leocjardim,595598,EUR,795657600,G,1,1,False,16.0,9.0,10.0,3.0,8.0,12.0,1.0,4.0,10.0,4.0,5.0,90.0,30.0,7.3,7.0,0.00023551,0,0.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11067523,home,Vasco da Gama,Paulo Henrique,paulo-henrique,P. Henrique,D,96,175,6662,M,,1021721,EUR,838252800,D,96,96,False,45.0,32.0,4.0,1.0,18.0,21.0,15.0,29.0,3.0,,,86.0,76.0,7.4,20.0,0.245862,0,,5.0,1.0,1.0,2.0,4.0,9.0,1.0,5.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,
11067523,home,Vasco da Gama,Maicon,maicon,Maicon,D,3,191,836,M,,44691,EUR,590198400,D,4,4,False,44.0,35.0,11.0,6.0,21.0,26.0,14.0,18.0,8.0,,,90.0,60.0,7.2,11.0,0.0144188,0,,,,2.0,2.0,3.0,5.0,,,,,6.0,2.0,2.0,1.0,2.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,
11067523,home,Vasco da Gama,Gary Medel,gary-medel,G. Medel,D,17,171,1841,M,,22975,EUR,554947200,D,17,17,False,44.0,41.0,8.0,7.0,26.0,27.0,15.0,17.0,5.0,,,90.0,59.0,6.9,3.0,0.00596369,0,,,,1.0,,3.0,1.0,2.0,,,,8.0,1.0,1.0,1.0,,,,,1.0,True,,,,,,,,,,,,,,,
11067523,home,Vasco da Gama,Lucas Piton,lucas-piton,L. Piton,D,6,176,3645,M,,982174,EUR,971049600,D,6,6,False,32.0,27.0,2.0,1.0,14.0,15.0,13.0,21.0,2.0,,,90.0,52.0,6.2,11.0,0.00765461,0,,4.0,,2.0,,7.0,1.0,1.0,2.0,1.0,,4.0,,,,,,3.0,,,,,,,,,,,,,,,,,,
11067523,home,Vasco da Gama,Zé Gabriel,ze-gabriel,Zé Gabriel,M,35,184,375,M,,988852,EUR,916876800,M,23,23,False,29.0,27.0,4.0,2.0,15.0,16.0,12.0,13.0,3.0,,,65.0,34.0,6.4,2.0,0.00754724,1,,,,3.0,1.0,5.0,1.0,2.0,,,,2.0,,,,,,,,,,1.0,0.0118,0.2751,,,,,,,,,,,,
11067523,home,Vasco da Gama,Gabriel Pec,gabriel-pec,G. Pec,F,11,172,4603,M,GabrielPec,995072,EUR,981849600,M,11,11,False,9.0,9.0,,,4.0,4.0,7.0,8.0,2.0,,,86.0,21.0,7.0,2.0,0.298089,2,,3.0,2.0,2.0,,3.0,2.0,,1.0,,1.0,,,1.0,,,1.0,,2.0,,,,0.5924,,,,1.0,1.0,2.0,,,,,,,
11067523,home,Vasco da Gama,Paulinho Paula,paulinho-paula,Paulinho,M,18,173,1795,M,,879902,EUR,852681600,M,18,18,False,49.0,45.0,5.0,4.0,19.0,20.0,26.0,30.0,4.0,,,90.0,66.0,6.7,11.0,0.0146461,1,,1.0,,1.0,1.0,9.0,7.0,2.0,4.0,2.0,,,,4.0,,2.0,,2.0,,,,1.0,0.0772,0.0457,,,,,,2.0,,,,,,
11067523,home,Vasco da Gama,Bruno Praxedes,bruno-praxedes,B. Praxedes,M,25,186,445,M,,1018093,EUR,1013126400,M,21,21,False,18.0,13.0,1.0,1.0,9.0,9.0,4.0,10.0,3.0,,,45.0,26.0,6.4,7.0,0.00982566,3,,1.0,,1.0,1.0,5.0,3.0,1.0,,,,1.0,,1.0,1.0,,1.0,3.0,,,,1.0,0.0862,0.0648,,,,1.0,2.0,,,,,,,
11067523,home,Vasco da Gama,Alex Teixeira,alex-teixeira,A. Teixeira,F,90,173,1081,M,,39649,EUR,631584000,M,7,7,False,12.0,10.0,,,6.0,6.0,8.0,11.0,1.0,,,45.0,22.0,7.0,5.0,0.153525,1,,5.0,4.0,2.0,1.0,4.0,2.0,,1.0,1.0,1.0,1.0,,,,,,1.0,4.0,,,,0.0359,,,,,,,2.0,1.0,,,,,
