match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_errorLeadToAShot,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_sofascoreId,stat_totalCross,stat_accurateCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_shotOffTarget,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_penaltyConceded,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_keyPass,captain,stat_aerialWon,stat_outfielderBlock,stat_interceptionWon,player_lastName,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_totalContest,stat_wonContest,stat_unsuccessfulTouch,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_punches,stat_goals,stat_penaltyWon
12437728,home,Real Sociedad,Jon Pacheco,jon-pacheco,J. Pacheco,D,5,184,537,M,934383,EUR,978912000,D,20,20,True,14.0,14.0,1.0,1.0,0.0,11.0,11.0,3.0,3.0,,,,,,,,15.0,14.0,6.5,,0.00140826,0,,,,,,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Beñat Turrientes,benat-turrientes,B. Turrientes,M,8,179,748,M,980410,EUR,1012435200,M,22,22,True,12.0,11.0,,,0.0,5.0,6.0,6.0,7.0,,,,,,,,15.0,14.0,6.4,3.0,0.00665576,0,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
12437728,home,Real Sociedad,Aihen Muñoz,aihen-munoz,A. Muñoz,D,3,175,419,M,966441,EUR,871689600,D,3,3,True,11.0,10.0,,,0.0,3.0,4.0,7.0,8.0,,,,,,,,12.0,17.0,6.7,2.0,0.00524735,0,,,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Unai Marrero,unai-marrero,U. Marrero,G,13,187,278,M,1094782,EUR,1002585600,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,Unai Marrero,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Jon Martin,vicente-jon-martin,J. Martin,D,31,185,1209,M,1466116,EUR,1145750400,D,31,31,True,,,,,,,,,,,,,,,,,,,,,,0,,Jon Martín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Aritz Elustondo,aritz-elustondo,A. Elustondo,D,6,178,410,M,785468,EUR,764812800,D,6,6,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Álvaro Odriozola,alvaro-odriozola,Á. Odriozola,D,20,175,2582,M,353250,EUR,818899200,D,2,2,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Pablo Marín,pablo-marin,P. Marín,M,15,178,481,M,1139409,EUR,1057190400,M,28,28,True,,,,,,,,,,,,,,,,,,,,,,0,,Pablo Marín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Jon Ander Olasagasti,jon-ander-olasagasti,J. A. Olasagasti,M,8,176,263,M,1010383,EUR,966384000,M,16,16,True,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,home,Real Sociedad,Mikel Oyarzabal,mikel-oyarzabal,M. Oyarzabal,F,10,181,11730,M,823622,EUR,861580800,F,10,10,True,,,,,,,,,,,,,,,,,,,,,,0,,,mikel10oyar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,away,Real Madrid,Thibaut Courtois,thibaut-courtois,T. Courtois,G,1,200,202673,M,70988,EUR,705542400,G,1,1,False,30.0,23.0,11.0,4.0,0.0,22.0,24.0,1.0,6.0,5.0,,1.0,,2.0,,,90.0,40.0,7.2,7.0,7.704e-05,0,0.8972,,TheOctopus,,,,,1.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,
12437728,away,Real Madrid,Daniel Carvajal,daniel-carvajal,D. Carvajal,D,2,173,154229,M,138572,EUR,695088000,D,2,2,False,52.0,47.0,2.0,1.0,0.0,25.0,26.0,22.0,28.0,3.0,,,,,,,90.0,75.0,7.6,9.0,0.0279347,1,,,DaniCarvajal,2.0,,1.0,2.0,6.0,,1.0,2.0,1.0,,,3.0,,0.0889,2.0,,2.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,,
12437728,away,Real Madrid,Éder Militão,eder-militao,É. Militão,D,3,186,138748,M,822519,EUR,885081600,D,3,3,False,66.0,53.0,11.0,5.0,0.0,39.0,47.0,14.0,19.0,3.0,,,,,,,90.0,81.0,7.6,15.0,0.00814617,1,,,EMilitão,,,,4.0,5.0,1.0,,3.0,3.0,3.0,,,3.0,0.1048,,,2.0,2.0,1.0,,1.0,0.1336,,,,2.0,,,,,,,,
12437728,away,Real Madrid,Antonio Rüdiger,antonio-rudiger,A. Rüdiger,D,22,191,192797,M,142622,EUR,731116800,D,22,22,False,55.0,47.0,8.0,4.0,0.0,33.0,38.0,14.0,18.0,4.0,,,,,,,90.0,66.0,7.3,9.0,0.00579675,1,,,ARüdiger,1.0,,1.0,1.0,2.0,,,3.0,1.0,,,,,0.0544,,,1.0,1.0,1.0,,1.0,0.2824,,,,,,,,,,,,
12437728,away,Real Madrid,Ferland Mendy,ferland-mendy,F. Mendy,D,23,178,70735,M,792073,EUR,802569600,D,23,23,False,43.0,41.0,1.0,1.0,0.0,24.0,25.0,17.0,18.0,4.0,,,,,,,90.0,64.0,7.4,5.0,0.028384,0,,,FerMendy,,,1.0,1.0,5.0,,,1.0,5.0,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,
12437728,away,Real Madrid,Federico Valverde,federico-valverde,F. Valverde,M,8,181,375509,M,831808,EUR,901065600,M,8,8,False,63.0,59.0,6.0,5.0,0.0,27.0,28.0,32.0,35.0,3.0,,,,,,,90.0,73.0,7.3,6.0,0.0410562,1,,,Fede,,,,1.0,4.0,1.0,,,3.0,3.0,,,,0.0208,,,1.0,,1.0,,,,,,,2.0,1.0,,,,,,,
12437728,away,Real Madrid,Luka Modrić,luka-modric,L. Modrić,M,14,173,354764,M,15466,EUR,495072000,M,10,10,False,61.0,56.0,6.0,4.0,0.0,22.0,22.0,37.0,44.0,4.0,,,,,,,90.0,83.0,7.4,11.0,0.324969,2,,,LModric10,5.0,3.0,,5.0,2.0,1.0,,,1.0,,,1.0,2.0,0.1176,3.0,True,,,1.0,,1.0,0.2145,2.0,,,2.0,1.0,,,,,,,
12437728,away,Real Madrid,Brahim Díaz,brahim-diaz,B. Díaz,M,21,170,258553,M,835485,EUR,933638400,M,21,21,False,14.0,13.0,,,0.0,4.0,5.0,9.0,9.0,2.0,,,,,,,24.0,18.0,6.8,3.0,0.0249874,0,,,Brahim,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,
12437728,away,Real Madrid,Arda Güler,arda-guler,A. Güler,M,15,176,399381,M,1091116,EUR,1109289600,M,15,15,False,35.0,34.0,3.0,3.0,0.0,12.0,12.0,22.0,23.0,3.0,,,,,,,77.0,45.0,6.9,3.0,0.0575455,2,,Arda Guler,AGüler,,,1.0,3.0,3.0,1.0,,,,,,2.0,1.0,0.0859,1.0,,,,1.0,,,,,2.0,1.0,1.0,2.0,,,,,,,
12437728,away,Real Madrid,Vinícius Júnior,vinicius-junior,Vinícius Jr.,F,7,176,1170289,M,868812,EUR,963360000,M,7,7,False,23.0,19.0,3.0,3.0,0.0,7.0,8.0,12.0,18.0,2.0,,,,,,,90.0,45.0,7.9,12.0,0.019686,5,,,ViniJr,3.0,,,4.0,6.0,,,,2.0,1.0,,3.0,1.0,1.0044,,,,,,,1.0,0.8421,1.0,3.0,1.0,2.0,4.0,,,,,,1.0,1.0
12437728,away,Real Madrid,Kylian Mbappé,kylian-mbappe,K. Mbappé,F,10,178,1731608,M,826643,EUR,914112000,F,9,9,False,23.0,19.0,,,0.0,2.0,4.0,17.0,19.0,3.0,,,,,,,89.0,42.0,7.2,15.0,0.0953642,3,,,KMbappé,,,1.0,8.0,3.0,,1.0,,,,,1.0,1.0,0.9029,1.0,,,,,,2.0,0.7291,1.0,7.0,2.0,4.0,,,,,1.0,,1.0,
12437728,away,Real Madrid,Rodrygo,rodrygo,Rodrygo,F,11,174,699716,M,910536,EUR,978998400,F,11,11,True,19.0,17.0,1.0,1.0,0.0,2.0,3.0,15.0,16.0,1.0,,,,,,,66.0,27.0,6.9,6.0,0.0455188,0,,,Rodrygo,,,1.0,2.0,2.0,,,1.0,1.0,1.0,,1.0,,,2.0,,,,,,,,,1.0,,2.0,,,,,,,,
12437728,away,Real Madrid,Lucas Vázquez,lucas-vazquez,L. Vázquez,D,21,173,60349,M,255239,EUR,678326400,M,17,17,True,8.0,7.0,1.0,1.0,0.0,2.0,3.0,5.0,6.0,2.0,,,,,,,13.0,12.0,6.6,4.0,0.00339459,0,,,LucasVaz91,1.0,,1.0,2.0,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,2.0,,,,,,,,
12437728,away,Real Madrid,Endrick,endrick,Endrick,F,9,173,411797,M,1174937,EUR,1153440000,F,16,16,True,2.0,2.0,,,0.0,,,2.0,2.0,,,,,,,,1.0,3.0,,,0.00792102,0,,,Endrick,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,away,Real Madrid,Sergio Mestre,sergio-mestre,S. Mestre,G,43,193,11703,M,1403015,EUR,1108252800,G,34,34,True,,,,,,,,,,,,,,,,,,,,,,0,,Sergio Mestre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,away,Real Madrid,Andriy Lunin,andriy-lunin,A. Lunin,G,13,191,79229,M,857574,EUR,918691200,G,13,13,True,,,,,,,,,,,,,,,,,,,,,,0,,,ALunin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,away,Real Madrid,Jesús Vallejo,jesus-vallejo,J. Vallejo,D,24,184,19861,M,355048,EUR,852422400,D,18,18,True,,,,,,,,,,,,,,,,,,,,,,0,,,jesusvallejo1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,away,Real Madrid,Fran García,fran-garcia,F. Garcia,D,20,170,66463,M,851271,EUR,934588800,D,20,20,True,,,,,,,,,,,,,,,,,,,,,,0,,,frangarci11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12437728,away,Real Madrid,Chema Andrés,chema-andres,C. Andrés,M,30,193,8504,M,1464641,EUR,1114387200,M,36,36,True,,,,,,,,,,,,,,,,,,,,,,0,,Chema Andrés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
