match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,captain,stat_totalCross,stat_shotOffTarget,stat_hitWoodwork,stat_totalOffside,stat_dispossessed,stat_blockedScoringAttempt,stat_totalContest,player_firstName,player_lastName,stat_accurateCross,stat_wonContest,player_sofascoreId,stat_goals,stat_goalAssist
10388481,home,FC Augsburg,Rafał Gikiewicz,rafal-gikiewicz,R. Gikiewicz,G,12,190,723,M,44938,EUR,562204800,G,1,1,False,60.0,55.0,14.0,9.0,54.0,55.0,1.0,5.0,10.0,1.0,2.0,1.0,1.0,90.0,67.0,7.4,5.0,0.0,0.0,0.00043151,0,0.1867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388481,home,FC Augsburg,Robert Gumny,robert-gumny,R. Gumny,D,20,182,1253,M,834986,EUR,896918400,D,2,2,False,31.0,19.0,5.0,,9.0,13.0,10.0,18.0,10.0,,,,,90.0,52.0,7.3,19.0,0.0221,0.1431,0.0168301,1,,2.0,4.0,4.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,,,,,,,,,,,,,,
10388481,home,FC Augsburg,Jeffrey Gouweleeuw,jeffrey-gouweleeuw,J. Gouweleeuw,D,6,187,229,M,146853,EUR,679104000,D,6,6,False,50.0,33.0,14.0,4.0,20.0,25.0,13.0,28.0,6.0,,,,,90.0,71.0,7.4,21.0,0.2618,0.0,0.184783,2,,1.0,3.0,2.0,3.0,1.0,,7.0,1.0,3.0,,,1.0,,,,True,3.0,2.0,1.0,1.0,,,,,,,,,,
10388481,home,FC Augsburg,Felix Uduokhai,felix-uduokhai,F. Uduokhai,D,14,193,1726,M,792142,EUR,873763200,D,19,19,False,65.0,50.0,12.0,3.0,35.0,38.0,15.0,27.0,8.0,,,,,90.0,79.0,7.0,17.0,0.0,0.0,0.0214657,0,,2.0,1.0,5.0,4.0,1.0,,4.0,,,2.0,2.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,
10388481,home,FC Augsburg,Mads Pedersen,mads-pedersen,M. Pedersen,D,3,179,157,M,809219,EUR,841536000,D,3,3,False,23.0,19.0,,,10.0,11.0,9.0,13.0,6.0,,,,,90.0,48.0,6.8,11.0,0.0241,0.0,0.0231696,1,,2.0,,4.0,2.0,,,1.0,,2.0,,,,2.0,2.0,,,1.0,,,,1.0,1.0,,,,,,,,
10388481,home,FC Augsburg,Arne Maier,arne-maier,A. Maier,M,10,183,359,M,836706,EUR,915753600,M,10,10,False,17.0,16.0,1.0,1.0,5.0,5.0,11.0,15.0,1.0,,,,,81.0,37.0,6.4,10.0,0.1258,0.0,0.0264894,2,,,,7.0,2.0,,,1.0,,1.0,,,1.0,2.0,2.0,,,3.0,2.0,,,3.0,,2.0,,,,,,,
10388481,home,FC Augsburg,Arne Engels,engels-arne,A. Engels,M,27,185,1608,M,1001867,EUR,1062979200,M,27,27,False,36.0,30.0,2.0,2.0,14.0,16.0,19.0,26.0,5.0,,,,,90.0,51.0,7.0,12.0,0.0134,0.0,0.230012,1,,,,5.0,2.0,,,1.0,,1.0,,,,2.0,3.0,3.0,,6.0,1.0,,,1.0,,1.0,,,3.0,,,,
10388481,home,FC Augsburg,Elvis Rexhbeçaj,elvis-rexhbecaj,E. Rexhbeçaj,M,8,178,483,M,842188,EUR,878342400,M,13,13,False,59.0,51.0,5.0,4.0,37.0,38.0,14.0,22.0,5.0,,,,,81.0,71.0,6.8,12.0,0.0,0.0,0.0613194,0,,1.0,1.0,5.0,6.0,2.0,,,1.0,,2.0,1.0,1.0,2.0,,,,1.0,,,,1.0,,2.0,,,,1.0,,,
10388481,home,FC Augsburg,Ermedin Demirović,ermedin-demirovic,E. Demirović,F,9,184,5628,M,878081,EUR,890784000,M,9,9,False,26.0,16.0,3.0,1.0,4.0,9.0,12.0,18.0,4.0,,,,,90.0,40.0,6.3,15.0,0.0317,0.0,0.145067,1,,4.0,,10.0,3.0,1.0,,,,1.0,1.0,,,2.0,2.0,3.0,,1.0,1.0,,,1.0,,3.0,,,,,e.demirovic29,,
10388481,home,FC Augsburg,Dion Drena Beljo,dion-drena-beljo,D. D. Beljo,F,9,195,3455,M,995773,EUR,1014940800,F,7,7,False,10.0,6.0,,,1.0,1.0,5.0,9.0,5.0,,,,,66.0,17.0,6.5,8.0,0.0,0.0,0.0177253,0,,3.0,1.0,8.0,2.0,1.0,,,,,1.0,1.0,1.0,,2.0,1.0,,,,,1.0,1.0,,1.0,,,,,,,
10388481,home,FC Augsburg,Mergim Berisha,mergim-berisha,M. Berisha,F,20,186,561,M,770083,EUR,894844800,F,11,11,False,8.0,4.0,,,2.0,2.0,3.0,9.0,1.0,,,,,89.0,24.0,7.6,10.0,0.4696,0.7524,0.00940319,6,,3.0,1.0,5.0,4.0,,3.0,,,,,,3.0,2.0,1.0,,,3.0,1.0,,2.0,,2.0,2.0,,,1.0,1.0,,1.0,
10388481,home,FC Augsburg,Kelvin Yeboah,kelvin-yeboah,K. Yeboah,F,9,185,986,M,940262,EUR,957571200,F,45,45,True,4.0,2.0,1.0,1.0,,,2.0,4.0,1.0,,,,,24.0,12.0,6.8,6.0,0.0,0.0,0.298084,0,,,,3.0,2.0,,,,,,,,2.0,1.0,1.0,1.0,,,,,,1.0,,2.0,,,,1.0,,,1.0
10388481,home,FC Augsburg,Fredrik Jensen,fredrik-jensen,F. Jensen,M,97,183,325,M,846356,EUR,873763200,M,24,24,True,1.0,,,,,1.0,,,,,,,,9.0,2.0,6.5,1.0,0.0,0.0,0.0,0,,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388481,home,FC Augsburg,Niklas Dorsch,dorsch-niklas,N. Dorsch,M,30,175,332,M,794995,EUR,884822400,M,30,30,True,4.0,1.0,,,1.0,3.0,,1.0,2.0,,,,,9.0,5.0,6.5,3.0,0.0,0.0,2.142e-05,0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
10388481,home,FC Augsburg,Maximilian Bauer,maximilian-bauer,M. Bauer,D,5,189,96,M,940393,EUR,950054400,D,23,23,True,,,,,,,,,,,,,,1.0,,,,0.0,0.0,0.0,0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388481,home,FC Augsburg,Tomáš Koubek,tomas-koubek,T. Koubek,G,40,198,89,M,124294,EUR,714787200,G,40,40,True,,,,,,,,,,,,,,,,,,,0.0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
