match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_outfielderBlock,stat_unsuccessfulTouch,stat_expectedGoals,stat_expectedGoalsOnTarget,captain,stat_keyPass,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,stat_blockedScoringAttempt,stat_goalAssist,player_sofascoreId,stat_goals,stat_totalOffside,stat_bigChanceCreated,stat_bigChanceMissed,stat_hitWoodwork
11388407,home,FC Utrecht,Vasilis Barkas,,,vasilis-barkas,V. Barkas,G,1,196,390,M,347726,EUR,770256000,G,1,1,False,25.0,14.0,16.0,5.0,10.0,11.0,4.0,14.0,1.0,11.0,2.0,2.0,5.0,1.0,1.0,90.0,39.0,8.0,11.0,0.00139253,0,1.4739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11388407,home,FC Utrecht,Hidde ter Avest,,,hidde-ter-avest,H. t. Avest,D,24,182,95,M,361788,EUR,864086400,D,5,5,False,26.0,23.0,1.0,,11.0,14.0,12.0,14.0,4.0,5.0,,,,,,85.0,43.0,7.0,5.0,0.0415506,0,,2.0,1.0,1.0,4.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,
11388407,home,FC Utrecht,Mark van der Maarel,,,mark-van-der-maarel,M. van der Maarel,D,,177,47,M,88615,EUR,618883200,D,2,2,False,26.0,21.0,6.0,3.0,13.0,14.0,8.0,12.0,5.0,1.0,,,,,,90.0,39.0,7.4,6.0,0.0118438,2,,,4.0,1.0,9.0,3.0,1.0,,2.0,1.0,,4.0,1.0,1.0,2.0,1.0,0.097,0.1373,,,,,,,,,,,,,,
11388407,home,FC Utrecht,Nick Viergever,,,nick-viergever,N. Viergever,D,24,182,150,M,46900,EUR,618105600,D,24,24,False,30.0,26.0,5.0,3.0,17.0,17.0,9.0,13.0,2.0,3.0,,,,,,90.0,39.0,7.4,5.0,0.0122645,0,,,1.0,1.0,2.0,2.0,,1.0,1.0,1.0,,1.0,,,2.0,,,,True,1.0,,,,,,,,,,,,
11388407,home,FC Utrecht,Souffian El Karouani,,,souffian-el-karouani,S. El Karouani,D,16,178,3591,M,991679,EUR,971913600,D,16,16,False,12.0,10.0,4.0,3.0,5.0,6.0,7.0,10.0,,2.0,,,,,,90.0,39.0,7.7,10.0,0.157439,2,,4.0,3.0,,7.0,6.0,1.0,,2.0,2.0,2.0,,1.0,1.0,,,0.1155,0.169,,1.0,2.0,2.0,3.0,2.0,,,,,,,,
11388407,home,FC Utrecht,Ryan Flamingo,Ryan Flamingo,,ryan-flamingo,R. Flamingo,D,6,186,1614,M,1046960,EUR,1041292800,M,34,34,False,51.0,42.0,6.0,4.0,18.0,24.0,24.0,28.0,5.0,8.0,,,,,,90.0,72.0,7.0,16.0,0.21261,1,,1.0,1.0,4.0,9.0,5.0,3.0,4.0,1.0,,,1.0,1.0,,2.0,2.0,0.0155,,,1.0,,4.0,,,,,,,,,,
11388407,home,FC Utrecht,Oscar Fraulo,,,oscar-fraulo,O. Fraulo,M,29,180,841,M,1008245,EUR,1070668800,M,8,8,False,11.0,8.0,4.0,2.0,4.0,5.0,4.0,6.0,,5.0,,,,,,45.0,20.0,7.0,7.0,0.0102665,1,,,,1.0,1.0,3.0,,,1.0,1.0,1.0,1.0,,1.0,,4.0,0.4132,0.7617,,1.0,,,,,,,,,,,,
11388407,home,FC Utrecht,Taylor Booth,,,taylor-booth,T. Booth,M,8,173,530,M,906024,EUR,991267200,M,10,10,False,5.0,3.0,,,,,3.0,8.0,1.0,2.0,,,,,,45.0,20.0,6.6,10.0,0.00267855,2,,3.0,,1.0,3.0,1.0,1.0,1.0,,,,,1.0,,,3.0,0.0763,,,,,2.0,,,1.0,,,,,,,
11388407,home,FC Utrecht,Jens Toornstra,,,jens-toornstra,J. Toornstra,M,18,178,203,M,99960,EUR,607651200,M,18,18,False,38.0,31.0,4.0,4.0,14.0,15.0,21.0,33.0,,12.0,,,,,,80.0,64.0,7.8,20.0,0.387917,0,,10.0,,,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,4.0,,,,6.0,4.0,2.0,1.0,1.0,,1.0,,,,,,
11388407,home,FC Utrecht,Othman Boussaid,,,othman-boussaid,O. Boussaid,M,49,166,244,M,877032,EUR,952387200,M,26,26,False,21.0,15.0,3.0,1.0,6.0,6.0,9.0,17.0,1.0,1.0,,,,,,71.0,36.0,6.8,13.0,0.13918,4,,2.0,1.0,,3.0,1.0,,1.0,,,,,1.0,1.0,1.0,1.0,0.1509,0.0403,,1.0,,1.0,2.0,1.0,2.0,,,,,,,
