match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_punches,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalBallCarriesDistance,stat_ballCarriesCount,stat_totalProgression,stat_bestBallCarryProgression,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_totalCross,stat_accurateCross,stat_duelLost,stat_totalContest,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_totalProgressiveBallCarriesDistance,stat_progressiveBallCarriesCount,stat_keyPass,stat_aerialLost,stat_shotOffTarget,stat_outfielderBlock,stat_interceptionWon,stat_expectedGoals,stat_shotValueNormalized,stat_unsuccessfulTouch,stat_dispossessed,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_errorLeadToAShot,stat_expectedGoalsOnTarget,stat_wonContest,stat_blockedScoringAttempt,stat_totalOffside,captain,stat_penaltyConceded,player_sofascoreId,stat_bigChanceMissed,stat_penaltyMiss,stat_bigChanceCreated
14572724,home,FC Viktoria Plzeň,Florian Wiegele,,,florian-wiegele,F. Wiegele,G,44,204.0,84,M,869476,EUR,985132800,G,44,44,False,37.0,11.0,30.0,6.0,0.0,8.0,15.0,3.0,22.0,1.0,1.0,1.0,19.0,1.0,4.0,1.0,7.0,1.0,90.0,56.0,7.2,27.0,0.00041016,47.847839913265,6.0,16.485,6.195,0.5494,0,0.678,0.03,0.01,0.22,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Merchas Doski,,,doski-merchas,M. Doski,D,14,173.0,2974,M,1381224,EUR,944524800,D,14,14,False,23.0,21.0,3.0,1.0,0.0,12.0,13.0,9.0,10.0,,4.0,3.0,3.0,,,,,,90.0,36.0,6.8,5.0,0.0509884,118.80642794082,10.0,67.62,21.63,,0,,0.32,0.13,-0.13,,3.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,20.013910187667,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Karel Spáčil,Karel Spacil,,karel-spacil,K. Spáčil,D,5,189.0,135,M,1513182,EUR,1053216000,D,5,5,False,26.0,20.0,4.0,2.0,0.0,17.0,21.0,3.0,5.0,,4.0,13.0,1.0,,,,,,90.0,49.0,6.4,6.0,0.00071898,36.563901571387,5.0,15.12,7.035,,1,,-0.01,0.02,0.31,,,,9.0,,3.0,1.0,1.0,4.0,,,,5.0,1.0,1.0,1.0,0.024,-0.21,,,,,,,,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Cheick Souaré,,,cheick-souare,C. Souaré,M,19,185.0,344,M,1046473,EUR,1031011200,D,19,19,False,30.0,22.0,4.0,1.0,0.0,14.0,16.0,8.0,14.0,,2.0,3.0,3.0,,,,,,90.0,47.0,6.3,10.0,0.0042223,63.297992669669,8.0,32.34,11.13,,0,,0.03,0.03,-0.2,,,,2.0,,1.0,1.0,1.0,1.0,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Amar Memić,,,amar-memic,A. Memić,M,99,176.0,1128,M,1129610,EUR,979948800,M,99,99,False,15.0,7.0,4.0,1.0,0.0,2.0,4.0,5.0,11.0,1.0,2.0,6.0,2.0,,,,,,90.0,40.0,6.3,12.0,0.00409639,93.817028479778,9.0,47.565,34.86,,2,,-0.01,0.05,0.16,,1.0,,4.0,1.0,1.0,1.0,,,41.915305893493,2.0,,2.0,2.0,,2.0,0.0572,-0.52,,1.0,,,,,,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Lukáš Červ,,,lukas-cerv,L. Červ,M,6,182.0,289,M,952114,EUR,986860800,M,6,6,False,11.0,6.0,4.0,2.0,0.0,2.0,3.0,4.0,8.0,2.0,3.0,6.0,2.0,,,,,,90.0,32.0,7.6,10.0,0.00235097,82.530331796942,7.0,62.37,28.56,,2,,0.02,0.14,-0.1,,1.0,,5.0,1.0,1.0,1.0,,,30.419342267709,1.0,,,1.0,2.0,1.0,0.0528,0.52,3.0,,4.0,1.0,1.0,1.0,0.0564,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Matěj Valenta,,,matej-valenta,M. Valenta,M,32,181.0,45,M,941881,EUR,950054400,M,32,32,False,22.0,18.0,2.0,2.0,1.0,12.0,13.0,6.0,9.0,1.0,7.0,1.0,3.0,,,,,,90.0,40.0,7.1,9.0,0.00738115,48.889442156421,5.0,13.86,13.335,,0,,0.07,0.01,0.13,,,,5.0,1.0,6.0,3.0,,2.0,,,1.0,1.0,,1.0,1.0,,,4.0,,2.0,,,,,,,,,,,,,
14572724,home,FC Viktoria Plzeň,Christophe Kabongo,,,christophe-kabongo,C. Kabongo,F,25,188.0,105,M,1065545,EUR,1061942400,M,7,7,False,13.0,11.0,,,0.0,8.0,8.0,3.0,5.0,2.0,5.0,,4.0,,,,,,34.0,21.0,6.8,4.0,0.00128668,56.192665191199,5.0,29.4,20.895,,1,,-0.01,0.07,0.13,,,,2.0,2.0,1.0,,1.0,,21.080179529596,1.0,,,1.0,,,0.0163,-0.2,,1.0,,,,,,1.0,,,,,,,,
14572724,home,FC Viktoria Plzeň,Tomáš Ladra,,,tomas-ladra,T. Ladra,F,18,178.0,58,M,827568,EUR,861840000,F,18,18,False,18.0,14.0,4.0,3.0,0.0,9.0,11.0,5.0,7.0,1.0,6.0,1.0,5.0,,,,,,83.0,37.0,7.0,12.0,0.0987235,55.707691625453,9.0,-7.56,7.98,,0,,0.26,0.07,-0.04,,4.0,2.0,8.0,2.0,2.0,1.0,2.0,,,,3.0,1.0,,,,,,1.0,4.0,2.0,,,,,1.0,,,,,,,,
14572724,home,FC Viktoria Plzeň,Denis Višinský,,,denis-visinsky,D. Višinský,M,9,178.0,161,M,1088727,EUR,1048204800,F,9,9,False,11.0,8.0,,,0.0,5.0,5.0,3.0,6.0,1.0,4.0,,,,,,,,60.0,21.0,6.9,5.0,0.0194114,44.634453950575,5.0,39.375,23.31,,2,,-0.07,0.31,0.0,,,,2.0,2.0,1.0,,,,25.027677559054,1.0,1.0,2.0,,,,0.1328,-0.05,2.0,,,,,,,2.0,2.0,1.0,,,,,,
14572724,home,FC Viktoria Plzeň,Matěj Vydra,,,matej-vydra,M. Vydra,F,11,178.0,591,M,58488,EUR,704678400,F,11,11,False,9.0,5.0,1.0,,0.0,3.0,4.0,2.0,5.0,2.0,3.0,1.0,2.0,,,,,,49.0,14.0,5.7,6.0,0.00758778,48.281936429964,3.0,20.16,28.035,,0,,-0.1,0.14,-0.04,,,,3.0,1.0,1.0,1.0,,1.0,32.611605679574,1.0,2.0,1.0,,,,,,,1.0,,,,,,,,,True,1.0,,,,
14572724,home,FC Viktoria Plzeň,Prince Kwabena Adu,,,adu-prince-kwabena,P. K. Adu,F,80,179.0,1482,M,1472288,EUR,1064275200,F,80,80,True,7.0,6.0,,,0.0,4.0,4.0,2.0,3.0,,6.0,3.0,2.0,,,,,,56.0,29.0,6.8,7.0,0.00035842,77.201431477404,8.0,26.25,27.195,,2,,-0.03,0.09,0.27,,,,6.0,1.0,2.0,,3.0,1.0,11.193588566675,1.0,,2.0,1.0,,1.0,0.0531,-0.29,2.0,3.0,,1.0,,,0.0356,1.0,,,,,,,,
14572724,home,FC Viktoria Plzeň,Milan Havel,,,milan-havel,M. Havel,M,24,182.0,49,M,318045,EUR,776217600,D,24,24,True,4.0,2.0,,,0.0,2.0,4.0,,,1.0,3.0,2.0,,,,,,,30.0,9.0,6.4,2.0,2.47e-06,41.568461149566,3.0,33.495,32.97,,0,,-0.01,0.13,-0.16,,,,3.0,,1.0,,1.0,1.0,33.01379863027,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,
