match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_totalClearance,stat_ballRecovery,stat_errorLeadToAGoal,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,stat_shotOffTarget,stat_totalTackle,stat_wonTackle,stat_aerialLost,stat_duelLost,stat_dispossessed,stat_blockedScoringAttempt,stat_outfielderBlock,stat_interceptionWon,stat_totalCross,stat_accurateCross,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_keyPass,stat_totalContest,stat_wonContest,player_firstName,player_lastName,stat_challengeLost,captain,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_penaltyFaced,stat_bigChanceCreated,stat_goalAssist,stat_bigChanceMissed,stat_penaltyConceded
10433960,home,Kayserispor,Bilal Bayazit,bilal-bayazit,B. Bayazit,G,25,185,235,M,825850,EUR,923529600,G,25,25,False,35.0,25.0,13.0,5.0,22.0,27.0,3.0,8.0,1.0,1.0,3.0,8.0,2.0,2.0,3.0,1.0,5.0,5.0,90.0,44.0,4.8,10.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10433960,home,Kayserispor,Majid Hosseini,majid-hosseini,M. Hosseini,D,5,187,803,M,359332,EUR,835228800,D,5,5,False,56.0,51.0,6.0,4.0,38.0,39.0,13.0,17.0,2.0,4.0,2.0,4.0,,,,,,,45.0,63.0,7.0,5.0,2,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10433960,home,Kayserispor,Dimitris Kolovetsios,dimitris-kolovetsios,D. Kolovetsios,D,,183,103,M,68228,EUR,687571200,D,4,4,False,75.0,71.0,6.0,3.0,57.0,59.0,14.0,16.0,2.0,3.0,2.0,12.0,,,,,,,90.0,85.0,6.4,5.0,1,,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,
10433960,home,Kayserispor,Lionel Carole,lionel-carole,L. Carole,D,23,180,84,M,122922,EUR,671414400,D,21,21,False,59.0,47.0,6.0,3.0,22.0,25.0,26.0,37.0,5.0,7.0,4.0,9.0,,,,,,,90.0,90.0,6.4,19.0,1,,1.0,1.0,1.0,4.0,1.0,1.0,,,3.0,1.0,3.0,2.0,2.0,2.0,,,,,,,,,,,,,,
10433960,home,Kayserispor,Onur Bulut,onur-bulut,O. Bulut,D,6,179,562,M,142494,EUR,766454400,M,38,38,False,75.0,62.0,6.0,3.0,34.0,36.0,28.0,42.0,1.0,5.0,,5.0,,,,,,,90.0,103.0,6.8,20.0,0,,3.0,2.0,1.0,1.0,,,,1.0,3.0,,3.0,,,,1.0,1.0,,,,,,,,,,,,
10433960,home,Kayserispor,Ali Karimi,ali-karimi,A. Karimi,M,24,186,411,M,803869,EUR,760924800,M,6,6,False,39.0,33.0,2.0,2.0,21.0,23.0,13.0,17.0,1.0,3.0,,3.0,,,,,,,45.0,44.0,6.9,6.0,1,,2.0,,1.0,2.0,,1.0,,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,
10433960,home,Kayserispor,Bernard Mensah,bernard-mensah,B. Mensah,M,43,180,416,M,546220,EUR,782352000,M,43,43,False,67.0,58.0,5.0,4.0,26.0,28.0,32.0,40.0,,5.0,1.0,10.0,1.0,,,,,,90.0,86.0,6.1,16.0,4,,2.0,,2.0,8.0,2.0,3.0,,,1.0,,3.0,2.0,3.0,,2.0,1.0,,,,True,1.0,1.0,,,,,,
10433960,home,Kayserispor,Miguel Cardoso,miguel-cardoso,M. Cardoso,M,7,176,326,M,344009,EUR,771984000,M,7,7,False,40.0,37.0,,,13.0,13.0,28.0,39.0,,3.0,,2.0,,,,,,,90.0,71.0,7.0,18.0,2,,1.0,,,5.0,2.0,1.0,,,12.0,4.0,3.0,2.0,1.0,7.0,1.0,,,,1.0,,1.0,,1.0,,,,,
10433960,home,Kayserispor,Olivier Kemen,olivier-kemen,O. Kemen,M,8,177,827,M,280447,EUR,837820800,F,10,10,False,32.0,23.0,2.0,1.0,7.0,8.0,17.0,25.0,2.0,8.0,,5.0,,,,,,,76.0,49.0,7.2,11.0,2,,4.0,2.0,,1.0,,1.0,,,1.0,1.0,2.0,2.0,1.0,1.0,,,,,,,1.0,,,,,,,
10433960,home,Kayserispor,Mustafa Pektemek,mustafa-pektemek,M. Pektemek,F,,182,39,M,43643,EUR,587260800,F,9,9,False,9.0,8.0,,,6.0,6.0,2.0,3.0,4.0,6.0,,,,,,,,,45.0,20.0,6.6,7.0,1,1.0,2.0,2.0,1.0,5.0,1.0,,,,,,4.0,,2.0,,,,,,1.0,,,,,,,,,
