match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,player_firstName,player_lastName,stat_accurateOppositionHalfPasses,stat_totalCross,stat_aerialLost,stat_duelLost,stat_duelWon,stat_shotOffTarget,stat_totalClearance,stat_outfielderBlock,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_expectedGoals,stat_shotValueNormalized,stat_aerialWon,stat_challengeLost,stat_onTargetScoringAttempt,stat_goals,stat_interceptionWon,stat_unsuccessfulTouch,stat_fouls,stat_expectedGoalsOnTarget,stat_accurateCross,stat_dispossessed,stat_totalContest,stat_wonContest,captain,stat_keyPass,stat_blockedScoringAttempt,stat_bigChanceMissed,stat_hitWoodwork,stat_totalOffside,stat_bigChanceCreated,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_punches,stat_keeperSaveValue,stat_goalkeeperValueNormalized,stat_errorLeadToAGoal,stat_ownGoals,stat_lastManTackle,player_sofascoreId,stat_errorLeadToAShot
14429569,home,Al-Taawoun,Mailson,mailson,Mailson,G,1,198.0,587,M,883367,EUR,840499200,G,1,1,False,11.0,10.0,3.0,2.0,0.0,10.0,10.0,1.0,5.0,90.0,14.0,6.7,1.0,0.00021304,0,-0.406,0.08,0.0,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Mohammed Mahzari,mohammed-mahzari,M. Mahzari,D,5,178.0,49,M,1092809,EUR,1021766400,D,5,5,False,48.0,45.0,3.0,2.0,0.0,13.0,14.0,34.0,3.0,90.0,71.0,8.0,5.0,0.0188529,1,,0.27,0.2,0.42,Mohammed Mahzari,,32.0,2.0,1.0,1.0,11.0,1.0,2.0,1.0,9.0,5.0,2.0,0.0849,-0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Andrei Girotto,andrei-girotto,A. Girotto,D,3,186.0,274,M,794836,EUR,698284800,D,3,3,False,58.0,56.0,6.0,5.0,0.0,24.0,25.0,33.0,8.0,90.0,63.0,7.0,2.0,0.0196741,0,,0.25,0.09,-0.18,,,32.0,,,1.0,3.0,,2.0,,1.0,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Waleed Al-Ahmed,waleed-al-ahmed,W. Al-Ahmed,D,23,189.0,197,M,978400,EUR,925689600,D,23,23,False,27.0,25.0,3.0,2.0,0.0,15.0,15.0,12.0,1.0,90.0,40.0,7.1,3.0,0.0038204,1,,0.1,0.09,-0.06,,,10.0,,2.0,3.0,2.0,,2.0,2.0,2.0,2.0,,0.5166,0.32,,,1.0,1.0,3.0,1.0,1.0,0.9886,,,,,,,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Muteb Al-Mufarrij,muteb-almufarrij,M. Al-Mufarrij,D,32,181.0,105,M,847379,EUR,840412800,D,32,32,False,32.0,29.0,3.0,1.0,0.0,14.0,15.0,17.0,1.0,68.0,52.0,6.8,8.0,0.0212372,0,,0.21,0.04,-0.14,,,15.0,1.0,,4.0,6.0,,4.0,,2.0,1.0,2.0,,,2.0,1.0,,,3.0,3.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Flávio,flavio,Flávio,M,8,177.0,261,M,839521,EUR,823910400,M,8,8,False,44.0,37.0,4.0,2.0,0.0,7.0,9.0,35.0,4.0,90.0,52.0,6.1,8.0,0.0310513,0,,0.06,0.06,-0.15,,,30.0,,5.0,8.0,,,2.0,,,,,,,,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Ashraf El Mahdioui,ashraf-el-mahdioui,A. E. Mahdioui,M,18,183.0,1641,M,788348,EUR,832896000,M,18,18,False,90.0,83.0,8.0,6.0,0.0,26.0,26.0,64.0,7.0,90.0,98.0,8.2,7.0,0.28379,1,,1.0,0.21,-0.1,,,57.0,,,4.0,2.0,,,,1.0,1.0,1.0,0.0395,0.01,,1.0,1.0,,4.0,,3.0,0.0281,,,,,True,3.0,,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Angelo Fulgini,angelo-fulgini,A. Fulgini,M,11,183.0,506,M,787540,EUR,840499200,M,11,11,False,33.0,28.0,2.0,2.0,0.0,5.0,6.0,27.0,4.0,68.0,54.0,6.3,15.0,0.0198718,1,,-0.25,0.23,-0.14,,,23.0,3.0,,6.0,4.0,,,,2.0,,2.0,0.0696,-0.18,,2.0,,,3.0,3.0,1.0,,,1.0,2.0,,,1.0,1.0,,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Sultan Mandash,sultan-mandash,S. Mandash,F,23,175.0,362,M,818568,EUR,782352000,F,27,27,False,28.0,23.0,1.0,,0.0,3.0,4.0,24.0,3.0,68.0,46.0,7.8,11.0,0.0244524,2,,-0.15,0.11,-0.03,,,20.0,1.0,,5.0,7.0,1.0,,,2.0,,3.0,0.3607,0.53,,1.0,1.0,1.0,1.0,2.0,1.0,0.2559,,2.0,3.0,2.0,,,,1.0,,,,,,,,,,,,,,
14429569,home,Al-Taawoun,Roger Martínez,roger-martinez,R. Martínez,F,10,180.0,2161,M,344243,EUR,772329600,F,10,10,False,16.0,12.0,,,0.0,5.0,5.0,11.0,1.0,72.0,24.0,6.9,7.0,0.0324081,4,,-0.49,0.26,-0.01,,,7.0,,,3.0,1.0,2.0,,,,,,0.6527,0.41,1.0,,2.0,1.0,,2.0,2.0,0.2603,,1.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,,
