match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_goalAssist,stat_totalCross,stat_accurateCross,stat_duelLost,stat_duelWon,stat_dispossessed,stat_totalContest,stat_wonContest,stat_bigChanceCreated,stat_shotOffTarget,stat_blockedScoringAttempt,stat_totalClearance,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_expectedGoals,stat_keyPass,stat_aerialWon,stat_wasFouled,stat_fouls,stat_aerialLost,stat_bigChanceMissed,stat_outfielderBlock,stat_interceptionWon,stat_challengeLost,captain,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_totalOffside,stat_expectedGoalsOnTarget
11401895,home,AZ Alkmaar,Mathew Ryan,mathew-ryan,M. Ryan,G,13,184,1521,M,134029,EUR,702691200,G,1,1,False,36.0,33.0,8.0,6.0,32.0,33.0,1.0,3.0,6.0,1.0,3.0,90.0,45.0,7.5,3.0,0.00020529,0,0.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11401895,home,AZ Alkmaar,Yukinari Sugawara,yukinari-sugawara,Y. Sugawara,D,3,179,2828,M,905347,EUR,962150400,D,2,2,False,68.0,61.0,7.0,6.0,21.0,24.0,43.0,48.0,3.0,,,80.0,89.0,8.0,13.0,0.570546,2,,,,1.0,4.0,3.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1722,2.0,,,,,,,,,,,,,,
11401895,home,AZ Alkmaar,Riechedly Bazoer,riechedly-bazoer,R. Bazoer,D,20,184,357,M,227196,EUR,845078400,D,25,25,False,82.0,76.0,9.0,5.0,50.0,52.0,26.0,31.0,5.0,,,90.0,87.0,7.4,7.0,0.0346498,1,,,,,1.0,,2.0,4.0,,,,,1.0,,,1.0,1.0,,0.0534,,1.0,2.0,2.0,,,,,,,,,,,
11401895,home,AZ Alkmaar,Alexandre Penetra,alexandre-penetra,A. Penetra,D,5,184,386,M,1004278,EUR,999993600,D,5,5,False,94.0,87.0,12.0,8.0,59.0,62.0,28.0,32.0,7.0,,,90.0,99.0,7.2,7.0,0.0216753,1,,,,,,,1.0,1.0,,,,,,1.0,,1.0,1.0,,0.4712,,,,,1.0,1.0,1.0,,,,,,,,
11401895,home,AZ Alkmaar,David Möller Wolfe,david-moller-wolfe,D. M. Wolfe,D,6,185,958,M,1031283,EUR,1019520000,D,18,18,False,46.0,40.0,4.0,3.0,21.0,22.0,19.0,27.0,6.0,,,90.0,74.0,7.5,15.0,0.0330874,1,,,,,3.0,,4.0,4.0,2.0,1.0,1.0,,,1.0,,2.0,2.0,1.0,0.0243,,,1.0,1.0,1.0,,,4.0,,,,,,,
11401895,home,AZ Alkmaar,Sven Mijnans,sven-mijnans,S. Mijnans,M,10,190,1199,M,980671,EUR,952560000,M,16,16,False,63.0,54.0,9.0,5.0,29.0,29.0,26.0,37.0,5.0,,,90.0,83.0,7.2,18.0,0.130608,0,,,,,3.0,1.0,6.0,5.0,3.0,2.0,1.0,,,,,2.0,2.0,3.0,,3.0,,2.0,,,,,1.0,2.0,,,,,,
11401895,home,AZ Alkmaar,Jordy Clasie,jordy-clasie,J. Clasie,M,8,169,219,M,116946,EUR,677980800,M,8,8,False,40.0,39.0,3.0,3.0,13.0,13.0,26.0,28.0,2.0,,,65.0,51.0,6.9,4.0,0.0590723,0,,,,,1.0,,4.0,3.0,1.0,1.0,1.0,,,,2.0,2.0,,1.0,,,,,,,,,,3.0,True,,,,,
11401895,home,AZ Alkmaar,Mayckel Lahdo,mayckel-lahdo,M. Lahdo,F,23,171,501,M,1046028,EUR,1041206400,M,23,23,False,27.0,25.0,,,8.0,8.0,17.0,19.0,3.0,,,65.0,40.0,6.8,9.0,0.0664858,0,,Mayckel Lahdo,,,,,6.0,4.0,3.0,4.0,2.0,,,,,1.0,1.0,2.0,,,,1.0,,1.0,,,1.0,,,,,,,
11401895,home,AZ Alkmaar,Dani de Wit,dani-de-wit,D. de Wit,M,20,183,552,M,855854,EUR,885945600,M,10,10,False,38.0,31.0,,,14.0,18.0,17.0,21.0,1.0,,,90.0,48.0,7.2,11.0,0.0162952,2,,,,1.0,1.0,,4.0,5.0,1.0,2.0,,1.0,2.0,,1.0,2.0,,,0.193,1.0,3.0,,,1.0,,,,,,,,,,
11401895,home,AZ Alkmaar,Myron Van Brederode,myron-van-brederode,M. V. Brederode,M,9,172,395,M,1012925,EUR,1057449600,M,19,19,False,28.0,23.0,,,3.0,3.0,20.0,25.0,4.0,,,65.0,43.0,7.1,9.0,0.0886746,0,,,,,,,3.0,8.0,2.0,4.0,3.0,,,,,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,
