match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,captain,stat_aerialLost,stat_duelLost,stat_duelWon,stat_challengeLost,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_expectedGoals,stat_aerialWon,stat_totalCross,stat_accurateCross,stat_totalContest,stat_wonContest,stat_keyPass,stat_onTargetScoringAttempt,stat_expectedGoalsOnTarget,stat_dispossessed,stat_bigChanceCreated,stat_shotOffTarget,stat_bigChanceMissed,stat_goals,stat_totalOffside,player_sofascoreId
12528086,home,Alanyaspor,Ertuğrul Taşkıran,,,ertugrul-taskiran,E. Taşkıran,G,1,191,137,M,105974,EUR,626227200,G,1,1,False,21.0,16.0,14.0,9.0,0.0,10.0,12.0,6.0,9.0,12.0,1.0,2.0,6.0,1.0,1.0,90.0,34.0,8.1,5.0,0.00567099,0,0.5374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12528086,home,Alanyaspor,Fatih Aksoy,,,fatih-aksoy,F. Aksoy,D,20,189,69,M,827922,EUR,878774400,D,20,20,False,48.0,44.0,6.0,3.0,0.0,30.0,32.0,14.0,16.0,3.0,,,,,,90.0,69.0,7.2,5.0,0.00891733,1,,True,1.0,5.0,5.0,1.0,1.0,8.0,1.0,1.0,3.0,3.0,1.0,2.0,3.0,0.0616,,,,,,,,,,,,,,,
12528086,home,Alanyaspor,Nuno Lima,Nuno Lima,,nuno-lima,N. Lima,D,3,184,123,M,1133301,EUR,984700800,D,3,3,False,39.0,37.0,,,0.0,34.0,35.0,3.0,4.0,1.0,,,,,,90.0,45.0,6.7,2.0,0.00104676,0,,,1.0,1.0,2.0,,,4.0,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,
12528086,home,Alanyaspor,Fidan Aliti,,,fidan-aliti,F. Aliti,D,5,182,320,M,385296,EUR,749606400,D,5,5,False,46.0,40.0,11.0,6.0,0.0,27.0,28.0,13.0,18.0,1.0,,,,,,90.0,55.0,7.0,6.0,0.00632078,0,,,,2.0,3.0,,,6.0,,,2.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,
12528086,home,Alanyaspor,Florent Hadergjonaj,,,florent-hadergjonaj,F. Hadergjonaj,D,94,183,410,M,354860,EUR,775612800,M,94,94,False,34.0,29.0,6.0,4.0,0.0,15.0,15.0,18.0,27.0,3.0,,,,,,90.0,55.0,7.2,10.0,0.460446,1,,,1.0,5.0,1.0,4.0,1.0,4.0,,,,,1.0,,,0.0249,,8.0,4.0,1.0,1.0,3.0,,,,,,,,,
12528086,home,Alanyaspor,Richard,,,richard-candido,Richard,M,36,191,349,M,897617,EUR,761529600,M,25,25,False,38.0,33.0,3.0,2.0,0.0,24.0,26.0,9.0,13.0,6.0,,,,,,77.0,49.0,7.1,6.0,0.00437908,0,,,,1.0,5.0,1.0,,2.0,1.0,1.0,2.0,1.0,,2.0,,,,1.0,,1.0,1.0,,,,,,,,,,
12528086,home,Alanyaspor,Nicolas Janvier,,,nicolas-janvier,N. Janvier,M,17,171,91,M,802150,EUR,902793600,M,17,17,False,60.0,55.0,6.0,5.0,0.0,39.0,41.0,16.0,20.0,6.0,,,,,,90.0,66.0,7.2,6.0,0.0345993,1,,,,1.0,1.0,1.0,,,,1.0,,,,,,0.0148,,1.0,,1.0,1.0,2.0,1.0,0.1747,,,,,,,
12528086,home,Alanyaspor,Yusuf Özdemir,Yusuf Ozdemir,,yusuf-ozdemir,Y. Özdemir,M,88,181,157,M,1084884,EUR,979084800,M,88,88,False,30.0,23.0,2.0,1.0,1.0,15.0,17.0,8.0,14.0,4.0,,,,,,90.0,51.0,7.0,11.0,0.00386293,0,,,2.0,4.0,2.0,1.0,,5.0,1.0,1.0,,,1.0,1.0,1.0,,,1.0,,1.0,1.0,1.0,,,,,,,,,
12528086,home,Alanyaspor,Sergio Córdova,,,sergio-cordova,S. Córdova,F,9,188,672,M,881222,EUR,871084800,F,9,9,False,21.0,15.0,,,0.0,6.0,8.0,11.0,15.0,,,,,,,86.0,37.0,7.4,7.0,0.0509706,2,,,,3.0,9.0,1.0,,1.0,,,1.0,,,2.0,1.0,0.1586,6.0,2.0,2.0,,,1.0,,,1.0,1.0,2.0,,,,
12528086,home,Alanyaspor,Ui-Jo Hwang,,,ui-jo-hwang,U. Hwang,F,16,186,1040,M,791314,EUR,714960000,F,16,16,False,16.0,15.0,,,0.0,7.0,7.0,9.0,11.0,3.0,,,,,,78.0,27.0,7.2,4.0,0.0386198,4,,,,1.0,4.0,,1.0,,,,,,,1.0,,0.2645,2.0,2.0,1.0,2.0,1.0,,1.0,0.1355,,,2.0,1.0,1.0,1.0,
