match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_totalContest,stat_wonContest,stat_totalClearance,stat_ballRecovery,stat_crossNotClaimed,stat_savedShotsFromInsideTheBox,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,captain,stat_totalCross,stat_accurateCross,stat_bigChanceCreated,stat_totalTackle,stat_wonTackle,stat_wasFouled,stat_fouls,stat_keyPass,stat_shotOffTarget,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_goals,stat_outfielderBlock,stat_interceptionWon,stat_unsuccessfulTouch,stat_bigChanceMissed,stat_clearanceOffLine,stat_challengeLost,stat_dispossessed,stat_blockedScoringAttempt,stat_penaltyMiss,stat_errorLeadToAShot,stat_goodHighClaim,stat_penaltySave,stat_penaltyFaced,stat_punches,stat_totalOffside,stat_penaltyConceded
13189412,home,Chelsea,Filip Jørgensen,filip-jorgensen,F. Jørgensen,G,12,190,13900,M,filipjorgensen1,962053,EUR,1018915200.0,G,12,12,False,16.0,15.0,2.0,1.0,0.0,14.0,15.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,10.0,1.0,3.0,3.0,90.0,29.0,7.4,1.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13189412,home,Chelsea,Reece James,reece-james,R. James,D,24,180,49440,M,ReeceJ,885908,EUR,944611200.0,D,24,24,False,54.0,49.0,3.0,2.0,1.0,12.0,12.0,41.0,50.0,,2.0,1.0,4.0,,,,3.0,,,,45.0,66.0,7.8,9.0,0,,,True,8.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,
13189412,home,Chelsea,Tosin Adarabioyo,tosin-adarabioyo,T. Adarabioyo,D,4,196,10512,M,tosinadarabioyo,352668,EUR,875059200.0,D,4,4,False,92.0,85.0,3.0,2.0,0.0,35.0,39.0,50.0,53.0,1.0,6.0,1.0,6.0,,,1.0,2.0,,,,90.0,107.0,9.5,8.0,4,,,,,,,,,,,,2.0,2.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,,,,
13189412,home,Chelsea,Axel Disasi,axel-disasi,A. Disasi,D,4,190,10088,M,axel_disasi,827243,EUR,889574400.0,D,2,2,False,94.0,91.0,5.0,3.0,0.0,28.0,28.0,63.0,67.0,2.0,2.0,3.0,3.0,1.0,,1.0,3.0,,,,90.0,106.0,8.1,5.0,4,,,,1.0,,,1.0,,,,2.0,4.0,,,,1.0,,,2.0,1.0,,,,,,,,,,,
13189412,home,Chelsea,Renato Veiga,renato-veiga,R. Veiga,D,12,190,11674,M,renatoveiga95,1087359,EUR,1059436800.0,D,40,40,False,72.0,69.0,5.0,4.0,0.0,24.0,24.0,45.0,48.0,2.0,,4.0,3.0,,,1.0,1.0,,,,90.0,85.0,7.6,3.0,1,,,,,,,3.0,,,1.0,1.0,,1.0,,,,1.0,,,,1.0,,,,,,,,,,
13189412,home,Chelsea,Roméo Lavia,romeo-lavia,R. Lavia,M,45,181,16632,M,romeolavia,1069488,EUR,1073347200.0,M,45,45,False,30.0,27.0,3.0,3.0,0.0,8.0,8.0,19.0,22.0,,1.0,,3.0,1.0,1.0,,3.0,,,,45.0,35.0,7.2,5.0,0,Romeo Lavia,,,,,,,,1.0,,2.0,,,,,,,2.0,,,,,,,,,,,,,
13189412,home,Chelsea,Pedro Neto,pedro-neto,P. Neto,M,7,172,40111,M,pedroneto_30,879349,EUR,952560000.0,M,7,7,False,22.0,19.0,1.0,1.0,0.0,2.0,3.0,19.0,24.0,,,4.0,4.0,2.0,1.0,,2.0,,,,45.0,36.0,7.1,9.0,0,,,,5.0,2.0,,2.0,1.0,1.0,2.0,2.0,,,,,,,1.0,,,,1.0,,,,,,,,,
13189412,home,Chelsea,Christopher Nkunku,christopher-nkunku,C. Nkunku,F,18,175,48776,M,Nkunku,769333,EUR,879465600.0,M,18,18,False,55.0,53.0,,,0.0,9.0,9.0,44.0,46.0,,3.0,2.0,4.0,,,,1.0,,,,90.0,67.0,7.4,6.0,5,,,,,,1.0,1.0,1.0,,2.0,2.0,2.0,2.0,,1.0,,,4.0,2.0,,,,1.0,1.0,,,,,,,
13189412,home,Chelsea,João Félix,joao-felix,J. Félix,F,79,181,126099,M,JFélix,851671,EUR,942192000.0,M,14,14,False,50.0,42.0,1.0,,0.0,16.0,16.0,28.0,37.0,,1.0,2.0,5.0,2.0,2.0,,6.0,,,,90.0,68.0,9.5,10.0,9,,,,3.0,2.0,,2.0,1.0,,,1.0,3.0,3.0,,2.0,,,1.0,,,2.0,,3.0,,,,,,,,
13189412,home,Chelsea,Tyrique George,tyrique-george,T. George,F,19,181,12338,M,,1403061,EUR,1139011200.0,M,32,32,False,60.0,53.0,3.0,1.0,2.0,6.0,7.0,48.0,58.0,,,3.0,6.0,7.0,6.0,,6.0,,,,90.0,78.0,8.1,15.0,1,Tyrique George,,,5.0,1.0,,,,,,5.0,,,,,,1.0,2.0,,,1.0,1.0,1.0,,,,,,,,
13189412,home,Chelsea,Marc Guiu,guiu-marc,M. Guiu,F,38,187,28341,M,marcguiu9,1414933,EUR,1136332800.0,F,38,38,False,10.0,9.0,,,0.0,3.0,4.0,6.0,6.0,3.0,,4.0,,,,,1.0,,,,90.0,13.0,6.7,2.0,1,,,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,
13189412,home,Chelsea,Malo Gusto,gusto-malo,M. Gusto,D,27,179,19294,M,malogst,996958,EUR,1053302400.0,D,27,27,True,52.0,46.0,1.0,,0.0,14.0,16.0,32.0,39.0,,1.0,,3.0,,,2.0,2.0,,,,45.0,61.0,7.2,9.0,0,,,,3.0,,,2.0,1.0,,,1.0,,,,,,,,,,,,,,1.0,,,,,,
