match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_interceptionWon,stat_totalTackle,stat_fouls,stat_totalContest,stat_outfielderBlock,stat_wonTackle,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalCross,stat_accurateCross,stat_dispossessed,stat_wasFouled,stat_totalOffside,stat_keyPass,stat_wonContest,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_shotOffTarget,player_sofascoreId,stat_bigChanceMissed,stat_hitWoodwork,stat_goals,stat_blockedScoringAttempt,stat_punches,stat_errorLeadToAGoal,stat_penaltyWon,stat_penaltyMiss
12499690,home,TSG Hoffenheim,Oliver Baumann,oliver-baumann,O. Baumann,G,1,185,1392,M,40244,EUR,644284800,G,1,1,False,True,45.0,31.0,17.0,4.0,0.0,29.0,36.0,2.0,9.0,1.0,11.0,3.0,1.0,1.0,3.0,1.0,1.0,90.0,53.0,7.2,14.0,0.00224127,0,0.4535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12499690,home,TSG Hoffenheim,Arthur Chaves,arthur-chaves,A. Chaves,D,34,187,470,M,1122806,EUR,980726400,D,35,35,False,,41.0,29.0,7.0,1.0,0.0,17.0,19.0,12.0,22.0,3.0,4.0,,,,,,,80.0,47.0,6.4,12.0,0.00838183,0,,Arthur Chaves,,3.0,2.0,5.0,3.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
12499690,home,TSG Hoffenheim,Anton Stach,anton-stach,A. Stach,M,18,192,1470,M,889861,EUR,911088000,D,16,16,False,,47.0,38.0,6.0,1.0,0.0,31.0,34.0,7.0,13.0,3.0,3.0,,,,,,,90.0,58.0,6.8,10.0,0.00339722,0,,,,,1.0,1.0,5.0,,1.0,4.0,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
12499690,home,TSG Hoffenheim,Kevin Akpoguma,kevin-akpoguma,K. Akpoguma,D,25,192,335,M,187423,EUR,798249600,D,25,25,False,,49.0,43.0,5.0,3.0,0.0,37.0,39.0,6.0,10.0,4.0,2.0,,,,,,,90.0,61.0,6.7,8.0,0.0138578,0,,,,3.0,3.0,5.0,3.0,,1.0,,2.0,,3.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
12499690,home,TSG Hoffenheim,Valentin Gendrey,valentin-gendrey,V. Gendrey,D,15,179,294,M,944899,EUR,961545600,M,15,15,False,,23.0,17.0,2.0,,0.0,9.0,9.0,9.0,17.0,3.0,5.0,,,,,,,90.0,51.0,6.8,15.0,0.558498,0,,,,2.0,1.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,,,1.0,,3.0,1.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
12499690,home,TSG Hoffenheim,Tom Bischof,tom-bischof,T. Bischof,M,20,176,6361,M,1129935,EUR,1119916800,M,7,7,False,,39.0,37.0,3.0,3.0,1.0,19.0,20.0,19.0,22.0,,9.0,,,,,,,90.0,58.0,8.2,5.0,0.346057,1,,,,2.0,,6.0,8.0,2.0,2.0,5.0,2.0,3.0,,4.0,,,3.0,1.0,,1.0,,3.0,2.0,1.0,1.0,0.0818,0.1061,,,,,,,,,,
12499690,home,TSG Hoffenheim,Florian Grillitsch,florian-grillitsch,F. Grillitsch,M,27,187,755,M,186719,EUR,807753600,M,11,11,False,,55.0,45.0,9.0,5.0,0.0,27.0,32.0,18.0,23.0,1.0,9.0,,,,,,,72.0,67.0,7.0,11.0,0.0287427,0,,,,4.0,1.0,5.0,4.0,,3.0,2.0,,,,1.0,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,
12499690,home,TSG Hoffenheim,Alexander Prass,alexander-prass,A. Prass,M,22,180,665,M,978062,EUR,990835200,M,22,22,False,,34.0,22.0,6.0,,0.0,14.0,19.0,9.0,18.0,2.0,5.0,,,,,,,72.0,63.0,7.1,21.0,0.392003,1,,,,1.0,2.0,7.0,8.0,2.0,,1.0,1.0,4.0,,1.0,1.0,,3.0,1.0,1.0,4.0,,2.0,2.0,2.0,,0.0319,,1.0,,,,,,,,,
12499690,home,TSG Hoffenheim,Andrej Kramarić,andrej-kramaric,A. Kramarić,F,27,177,7591,M,67647,EUR,677289600,F,27,27,False,,32.0,28.0,4.0,2.0,0.0,12.0,14.0,16.0,20.0,,7.0,,,,,,,89.0,51.0,6.1,11.0,0.0680273,5,,,,1.0,,4.0,2.0,,,1.0,,4.0,,,1.0,,2.0,,,,1.0,1.0,1.0,,2.0,1.4819,1.2056,3.0,andrejkramaric,4.0,1.0,1.0,,,,,
12499690,home,TSG Hoffenheim,Adam Hložek,adam-hlozek,A. Hložek,F,23,186,3087,M,963801,EUR,1027555200,F,23,23,False,,20.0,12.0,,,0.0,3.0,5.0,9.0,16.0,,2.0,,,,,,,80.0,30.0,7.5,12.0,0.0717097,1,,,,1.0,3.0,1.0,6.0,,,,,2.0,,,2.0,,1.0,,,1.0,,2.0,2.0,1.0,1.0,0.0564,0.3824,,ahlozek,,,,,,,,
