match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_keeperSaveValue,stat_totalShots,stat_goalsPrevented,stat_passValueNormalized,stat_dribbleValueNormalized,stat_defensiveValueNormalized,stat_goalkeeperValueNormalized,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_aerialWon,stat_duelLost,stat_duelWon,stat_challengeLost,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,stat_dispossessed,stat_totalContest,stat_unsuccessfulTouch,player_firstName,player_lastName,stat_aerialLost,stat_wonContest,stat_wasFouled,stat_shotOffTarget,stat_expectedGoals,stat_shotValueNormalized,captain,stat_bigChanceMissed,stat_onTargetScoringAttempt,stat_hitWoodwork,stat_expectedGoalsOnTarget,stat_blockedScoringAttempt,stat_bigChanceCreated,stat_goals,stat_goodHighClaim,stat_savedShotsFromInsideTheBox,stat_punches,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_outfielderBlock,stat_lastManTackle,stat_errorLeadToAShot,stat_totalOffside
14573130,home,FC Noah,Nardin Mulahusejnović,nardin-mulahusejnovic,N. Mulahusejnović,F,32,190.0,342,M,887806,EUR,886982400,F,32,32,False,13.0,6.0,,,0.0,2.0,4.0,9.0,2.0,,90.0,22.0,7.3,10.0,0.00519794,,3,,-0.31,0.08,-0.02,,4.0,,,3.0,2.0,5.0,,,,1.0,,,,1.0,2.0,,,,,1.0,,1.0,0.1835,0.49,,,1.0,,0.2529,1.0,,1.0,,,,,,,,,
14573130,home,FC Noah,Matheus Aiás,matheus-aias,M. Aiás,F,9,175.0,296,M,899902,EUR,851904000,F,9,9,True,3.0,,,,0.0,,2.0,1.0,,,15.0,9.0,6.6,5.0,,,0,,0.06,0.22,-0.01,,,,,,,1.0,,,1.0,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Guðmundur Þórarinsson,gudmundur-thorarinsson,G. Þórarinsson,D,4,183.0,59,M,66758,EUR,703296000,D,4,4,True,2.0,2.0,,,0.0,1.0,1.0,1.0,1.0,,9.0,3.0,6.6,,8.42e-05,,0,,-0.01,-0.06,0.13,,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Gor Manvelyan,gor-manvelyan,G. Manvelyan,M,10,180.0,193,M,1129370,EUR,1018310400,M,27,27,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,1.0,3.0,,,0.00022595,,0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Hovhannes Harutyunyan,hovhannes-harutyunyan,H. Harutyunyan,M,99,175.0,89,M,842556,EUR,927590400,M,99,99,True,2.0,2.0,,,0.0,2.0,2.0,,,,1.0,3.0,,,8.023e-05,,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Ognjen Čančarević,ognjen-cancarevic,O. Čančarević,G,55,188.0,207,M,795899,EUR,622684800,G,22,22,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Hovhannes Hambardzumyan,hovhannes-hambardzumyan,H. Hambardzumyan,D,19,179.0,119,M,57291,EUR,654998400,D,19,19,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Gonçalo Silva,goncalo-silva,G. Silva,D,37,184.0,76,M,169729,EUR,675993600,D,37,37,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Artak Dashyan,artak-dashyan,A. Dashyan,M,10,181.0,81,M,583996,EUR,627523200,M,10,10,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Imran Oulad Omar,imran-oulad-omar,I. O. Omar,M,11,181.0,204,M,858888,EUR,881798400,M,11,11,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,home,FC Noah,Artem Avanesyan,artem-avanesyan,A. Avanesyan,M,18,177.0,19,M,862988,EUR,932169600,M,18,18,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Martin Zlomislić,martin-zlomislic,M. Zlomislić,G,13,190.0,737,M,885719,EUR,903225600,G,13,13,False,44.0,25.0,24.0,5.0,0.0,19.0,22.0,22.0,11.0,2.0,90.0,59.0,6.2,19.0,0.00151835,0.2293,0,-0.252,0.11,0.01,-0.02,-0.32,6.0,,,,,,,3.0,,,,,,,,,,,,,,,,,True,,,,,,,,2.0,1.0,1.0,1.0,1.0,,,,
14573130,away,HNK Rijeka,Stjepan Radeljić,stjepan-radeljic,S. Radeljić,D,6,201.0,724,M,843746,EUR,873417600,D,6,6,False,53.0,49.0,4.0,2.0,0.0,35.0,35.0,19.0,1.0,,85.0,65.0,6.9,7.0,0.00582806,,0,,0.14,0.09,0.97,,14.0,1.0,,,3.0,2.0,,3.0,2.0,2.0,2.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,1.0,,
14573130,away,HNK Rijeka,Mladen Devetak,mladen-devetak,M. Devetak,D,34,174.0,202,M,882074,EUR,921196800,D,34,34,False,55.0,51.0,4.0,2.0,0.0,34.0,34.0,21.0,3.0,,90.0,72.0,6.7,9.0,0.0173494,,0,,0.1,0.04,-0.13,,17.0,,,,3.0,4.0,,3.0,,1.0,1.0,2.0,,1.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Anel Husić,anel-husic,A. Husić,D,51,189.0,170,M,1122387,EUR,983404800,D,51,51,False,74.0,66.0,8.0,3.0,0.0,38.0,39.0,35.0,4.0,,90.0,86.0,6.4,10.0,0.0194207,,0,,-0.05,0.19,0.16,,28.0,,,1.0,6.0,3.0,1.0,5.0,,2.0,1.0,3.0,,1.0,,1.0,Anel Husic,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
14573130,away,HNK Rijeka,Dejan Petrovič,dejan-petrovic,D. Petrovič,M,8,179.0,312,M,796014,EUR,884563200,M,8,8,False,42.0,40.0,1.0,1.0,0.0,26.0,26.0,16.0,1.0,,90.0,52.0,6.5,4.0,0.0122029,,0,,0.0,0.07,0.22,,14.0,,,2.0,6.0,3.0,,,,,,4.0,,1.0,,1.0,,,1.0,,2.0,,,,,,,,,,,,,,,,,2.0,,,
14573130,away,HNK Rijeka,Ante Oreč,ante-orec,A. Oreč,D,22,181.0,241,M,1048958,EUR,999043200,M,22,22,False,22.0,16.0,1.0,,0.0,8.0,12.0,14.0,2.0,,90.0,40.0,6.5,10.0,0.00905374,,0,,-0.18,-0.11,-0.18,,9.0,4.0,1.0,,2.0,4.0,1.0,1.0,,1.0,1.0,,,,,,,,1.0,,3.0,,,,,,,,,,,,,,,,,,,1.0,
14573130,away,HNK Rijeka,Toni Fruk,toni-fruk,T. Fruk,M,10,178.0,2710,M,916183,EUR,984096000,M,10,10,False,18.0,12.0,,,0.0,4.0,5.0,13.0,2.0,,85.0,44.0,7.0,14.0,0.0150628,,1,,0.0,0.18,-0.04,,8.0,,,2.0,7.0,11.0,,,1.0,2.0,2.0,,,3.0,4.0,3.0,,,2.0,2.0,5.0,1.0,0.1362,0.0,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Niko Janković,niko-jankovic,N. Janković,M,10,186.0,778,M,965818,EUR,998697600,M,4,4,False,12.0,11.0,,,0.0,3.0,3.0,11.0,1.0,,29.0,19.0,5.0,2.0,0.12592,,0,,0.2,-0.27,-0.06,,10.0,2.0,2.0,,1.0,2.0,,,,,,1.0,,,1.0,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Justas Lasickas,justas-lasickas,J. Lasickas,D,23,176.0,286,M,791831,EUR,876096000,M,23,23,False,21.0,18.0,1.0,1.0,0.0,8.0,9.0,13.0,1.0,,85.0,31.0,6.7,5.0,0.00593787,,0,,-0.05,0.08,-0.02,,10.0,1.0,,,1.0,4.0,,1.0,,1.0,1.0,,,,2.0,1.0,,,1.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Luka Menalo,luka-menalo,L. Menalo,M,7,181.0,835,M,795169,EUR,837993600,F,17,17,False,11.0,8.0,,,0.0,3.0,3.0,9.0,2.0,,64.0,24.0,6.5,8.0,0.00664294,,0,,-0.16,0.14,-0.05,,5.0,1.0,,1.0,6.0,7.0,1.0,,,2.0,1.0,3.0,,,5.0,2.0,,,,3.0,1.0,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Daniel Adu-Adjei,adu-adjei-daniel,D. Adu-Adjei,F,18,179.0,415,M,1446172,EUR,1119312000,F,18,18,False,7.0,4.0,,,0.0,,1.0,7.0,,,64.0,12.0,6.6,6.0,0.0221935,,0,,-0.16,-0.51,0.0,,4.0,1.0,,2.0,4.0,4.0,,,,2.0,2.0,2.0,,,,2.0,Daniel Adu-Addei,,3.0,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Bruno Bogojević,bruno-bogojevic,B. Bogojević,D,25,182.0,189,M,852471,EUR,899078400,M,30,30,True,10.0,9.0,1.0,1.0,0.0,5.0,5.0,5.0,4.0,,26.0,19.0,6.8,3.0,0.00837721,,0,,0.0,0.16,0.13,,4.0,,,,,3.0,,,,,,,,,2.0,2.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0
14573130,away,HNK Rijeka,Tiago Dantas,tiago-dantas,T. Dantas,M,26,169.0,1154,M,945097,EUR,977616000,M,26,26,True,20.0,15.0,,,0.0,8.0,10.0,12.0,1.0,,26.0,24.0,6.5,7.0,0.00338926,,1,,-0.02,0.08,-0.02,,7.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,0.0281,-0.05,,,1.0,,0.1304,,,,,,,,,,,,
14573130,away,HNK Rijeka,Merveil Ndockyt,merveil-ndockyt,M. Ndockyt,M,20,169.0,410,M,890996,EUR,900892800,M,20,20,True,1.0,1.0,,,0.0,,,1.0,,,11.0,3.0,6.4,1.0,0.0015003,,0,,-0.01,0.01,0.0,,1.0,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Samuele Vignato,samuele-vignato,S. Vignato,F,19,170.0,524,M,1119364,EUR,1077580800,F,19,19,True,2.0,1.0,,,0.0,,,2.0,,,11.0,3.0,6.5,2.0,0.00157168,,0,,0.0,-0.11,0.0,,1.0,,,,,,,,,,,,,,,1.0,Samuele Vignato,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Ante Matej Jurić,ante-matej-juric,A. M. Jurić,F,77,193.0,306,M,1144266,EUR,1038268800,F,77,77,True,2.0,2.0,,,0.0,1.0,1.0,1.0,,,11.0,2.0,6.6,,0.00010229,,0,,0.0,0.0,0.13,,1.0,,,1.0,,1.0,,,,,,,,,,,Ante Matej Juric,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Aleksa Todorović,todorovic-aleksa,A. Todorović,G,99,190.0,131,M,1150820,EUR,1074988800,G,99,99,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Vito Kovač,vito-kovac,V. Kovač,G,1,194.0,67,M,2001955,EUR,1207094400,G,1,1,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Lovro Kitin,lovro-kitin,L. Kitin,D,2,187.0,171,M,1485997,EUR,1170460800,D,2,2,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Noel Bodetić,noel-bodetic,N. Bodetić,D,91,178.0,124,M,1163415,EUR,1077580800,D,91,91,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Noel Bodetic,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Amer Gojak,amer-gojak,A. Gojak,M,14,184.0,606,M,357638,EUR,855792000,M,14,14,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Šimun Butić,simun-butic,Š. Butić,F,27,,222,M,1523953,EUR,1144368000,M,27,27,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,Šimun,Butić,,,,,,,,,,,,,,,,,,,,,,,
14573130,away,HNK Rijeka,Dominik Thaqi,dominik-thaqi,D. Thaqi,F,25,178.0,154,M,1860094,EUR,1170374400,F,25,25,True,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
