match_id,side,team,player_name,player_firstName,player_lastName,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_goalAssist,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_totalClearance,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,stat_aerialWon,stat_duelLost,stat_duelWon,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_fouls,stat_keyPass,captain,stat_blockedScoringAttempt,stat_wasFouled,stat_expectedGoals,stat_aerialLost,stat_challengeLost,stat_unsuccessfulTouch,stat_penaltyConceded,stat_totalCross,stat_dispossessed,stat_totalContest,stat_shotOffTarget,stat_wonContest,stat_accurateCross,stat_totalOffside,stat_outfielderBlock,player_sofascoreId,stat_penaltyWon,stat_hitWoodwork,stat_bigChanceCreated,stat_onTargetScoringAttempt,stat_goals,stat_expectedGoalsOnTarget,stat_bigChanceMissed
12513698,home,CF Estrela Amadora,João Costa,,,joao-costa,J. Costa,G,24,185,455,M,788365,EUR,823219200,G,24,24,False,24.0,12.0,22.0,10.0,0.0,4.0,6.0,8.0,18.0,2.0,1.0,3.0,2.0,4.0,90.0,30.0,7.2,12.0,0.00156038,0,0.0866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Ferro,,,ferro,Ferro,D,4,193,693,M,357734,EUR,859334400,D,4,4,False,23.0,19.0,6.0,2.0,0.0,15.0,16.0,4.0,7.0,7.0,4.0,,,,90.0,40.0,6.9,4.0,0.0556072,0,,2.0,1.0,8.0,2.0,6.0,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Miguel Lopes,,,miguel-lopes,M. Lopes,D,13,182,63,M,41651,EUR,535334400,D,13,13,False,3.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,3.0,,,,,26.0,9.0,6.9,,0.00027035,1,,2.0,,3.0,1.0,,,,,True,1.0,1.0,0.0599,,,,,,,,,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Rúben Lima,,,ruben-lima,R. Lima,D,,176,41,M,59772,EUR,623376000,D,28,28,False,24.0,17.0,2.0,,0.0,12.0,16.0,5.0,8.0,5.0,2.0,,,,87.0,34.0,5.7,9.0,0.00171496,0,,,4.0,1.0,1.0,1.0,,1.0,,,,,,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Fábio Ronaldo,,,fabio-ronaldo,F. Ronaldo,F,11,178,236,M,1134514,EUR,988416000,M,7,7,False,23.0,15.0,2.0,2.0,0.0,7.0,11.0,8.0,13.0,,5.0,,,,90.0,42.0,6.2,12.0,0.00825468,1,,,4.0,4.0,1.0,2.0,,1.0,,,1.0,2.0,0.0786,,1.0,1.0,,1.0,1.0,1.0,,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Alan Ruiz,,,alan-ruiz,A. Ruiz,M,,181,154,M,158255,EUR,745718400,M,10,10,False,33.0,28.0,4.0,2.0,0.0,17.0,19.0,11.0,17.0,2.0,1.0,,,,60.0,43.0,6.4,8.0,0.00715929,1,,2.0,5.0,5.0,,1.0,1.0,5.0,,,,2.0,0.0161,,,,1.0,3.0,,,1.0,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Manuel Keliano,Manuel Keliano,,keliano-manuel,M. Keliano,M,42,185,351,M,1464131,EUR,1042675200,M,42,42,False,20.0,19.0,1.0,1.0,0.0,9.0,10.0,10.0,10.0,,5.0,,,,45.0,29.0,7.1,1.0,0.00969093,1,,,3.0,6.0,,3.0,2.0,1.0,1.0,,,2.0,0.0121,2.0,,,,,,1.0,1.0,1.0,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Guilherme Montóia,,,guilherme-montoia,G. Montóia,M,23,185,110,M,1006996,EUR,1063497600,M,21,21,False,9.0,8.0,,,0.0,4.0,4.0,4.0,6.0,,1.0,,,,34.0,17.0,5.2,7.0,0.00046385,0,,1.0,3.0,1.0,,,,3.0,,,,,,,,5.0,,1.0,,,,,,,,,,,,,,,
12513698,home,CF Estrela Amadora,Kikas,,,kikas,Kikas,F,98,176,231,M,869875,EUR,905990400,F,98,98,False,18.0,10.0,1.0,,0.0,6.0,10.0,5.0,11.0,1.0,4.0,,,,90.0,31.0,6.6,13.0,0.0111513,1,,1.0,7.0,3.0,1.0,,,1.0,1.0,,,1.0,0.1336,4.0,,,,3.0,1.0,2.0,1.0,1.0,1.0,,,,,,,,,,
12513698,home,CF Estrela Amadora,Rodrigo Pinho,,,rodrigo-pinho,Rodrigo Pinho,F,9,185,213,M,801339,EUR,675561600,F,9,9,False,21.0,16.0,1.0,1.0,0.0,7.0,7.0,9.0,14.0,,3.0,,,,70.0,36.0,6.7,12.0,0.08817,1,,2.0,8.0,9.0,,1.0,,1.0,1.0,,,5.0,0.0112,2.0,1.0,2.0,,,4.0,2.0,1.0,1.0,,,,,,,,,,,
