match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_sofascoreId,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,captain,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_accurateOppositionHalfPasses,stat_totalOppositionHalfPasses,stat_ballRecovery,stat_goodHighClaim,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_totalShots,player_firstName,player_lastName,stat_totalCross,stat_aerialLost,stat_aerialWon,stat_duelLost,stat_duelWon,stat_onTargetScoringAttempt,stat_blockedScoringAttempt,stat_totalClearance,stat_outfielderBlock,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_challengeLost,stat_accurateCross,stat_totalContest,stat_keyPass,stat_goalAssist,stat_dispossessed,stat_shotOffTarget,stat_penaltyWon,stat_wonContest,stat_goals,stat_bigChanceMissed,stat_bigChanceCreated,stat_penaltyMiss,stat_totalOffside,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_totalKeeperSweeper,stat_accurateKeeperSweeper,stat_penaltyConceded,stat_clearanceOffLine
10434111,home,Galatasaray,Fernando Muslera,fernando-muslera,F. Muslera,G,16,190,9264,M,Muslera,28381,EUR,519264000,G,1,1,False,True,28.0,21.0,11.0,5.0,19.0,22.0,2.0,6.0,6.0,1.0,1.0,90.0,33.0,7.1,7.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10434111,home,Galatasaray,Sacha Boey,boey-sacha,S. Boey,D,93,178,14707,M,sacha_boey,980418,EUR,968803200,D,93,93,False,,32.0,27.0,3.0,2.0,14.0,15.0,13.0,18.0,6.0,,,75.0,52.0,7.2,8.0,2,,,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,
10434111,home,Galatasaray,Victor Nelsson,victor-nelsson,V. Nelsson,D,15,187,2642,M,Nelsson,846148,EUR,908323200,D,25,25,False,,76.0,75.0,2.0,1.0,41.0,41.0,34.0,35.0,4.0,,,90.0,88.0,7.3,1.0,0,,,,1.0,4.0,5.0,5.0,,,7.0,1.0,,1.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,
10434111,home,Galatasaray,Abdülkerim Bardakcı,abdulkerim-bardakci,A. Bardakcı,D,42,185,6104,M,abdulkerimbard1,178963,EUR,778896000,D,42,42,False,,79.0,71.0,3.0,,34.0,38.0,37.0,41.0,4.0,,,90.0,88.0,7.2,8.0,0,,,,1.0,3.0,3.0,4.0,,,2.0,2.0,3.0,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,
10434111,home,Galatasaray,Sam Adekugbe,sam-adekugbe,S. Adekugbe,D,3,175,284,M,,362042,EUR,790214400,D,32,32,False,,68.0,63.0,1.0,1.0,22.0,22.0,43.0,51.0,6.0,,,90.0,86.0,7.4,11.0,0,,,5.0,2.0,3.0,5.0,7.0,,,1.0,,,3.0,1.0,2.0,1.0,2.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,
10434111,home,Galatasaray,Sérgio Oliveira,sergio-oliveira,S. Oliveira,M,27,181,1610,M,,991493,EUR,707443200,M,27,27,False,,75.0,69.0,7.0,5.0,24.0,25.0,45.0,56.0,7.0,,,90.0,98.0,8.0,14.0,3,,,6.0,1.0,1.0,5.0,6.0,1.0,,1.0,,1.0,4.0,3.0,,1.0,2.0,1.0,,,4.0,1.0,1.0,2.0,,,,,,,,,,,,,,
10434111,home,Galatasaray,Lucas Torreira,lucas-torreira,L. Torreira,M,34,168,8760,M,ltorreira34,754794,EUR,823996800,M,5,5,False,,49.0,46.0,3.0,1.0,17.0,18.0,29.0,31.0,7.0,,,73.0,57.0,6.9,3.0,0,,,,1.0,,5.0,4.0,,,,1.0,,1.0,1.0,,3.0,1.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
10434111,home,Galatasaray,Milot Rashica,milot-rashica,M. Rashica,M,7,177,3712,M,MRashica,800411,EUR,835920000,M,26,26,False,,30.0,22.0,2.0,1.0,6.0,7.0,16.0,23.0,6.0,,,66.0,41.0,7.6,13.0,2,,,,,1.0,3.0,4.0,1.0,,,,,1.0,1.0,3.0,1.0,,2.0,,2.0,3.0,,,1.0,,1.0,1.0,,,,,,,,,,,
10434111,home,Galatasaray,Dries Mertens,dries-mertens,D. Mertens,M,,169,10127,M,driesmertens,32493,EUR,547257600,M,10,10,False,,30.0,26.0,3.0,3.0,11.0,12.0,17.0,24.0,4.0,,,65.0,50.0,7.3,11.0,6,,,6.0,,,2.0,2.0,3.0,1.0,2.0,,,,,2.0,2.0,1.0,,2.0,1.0,1.0,,,2.0,,,,,,,,,,,,,,
10434111,home,Galatasaray,Kerem Aktürkoğlu,kerem-akturkoglu,K. Aktürkoğlu,F,9,173,24917,M,KAktürkoğlu,903324,EUR,908928000,M,7,7,False,,34.0,27.0,6.0,4.0,6.0,6.0,23.0,30.0,5.0,,,73.0,57.0,9.1,12.0,4,,,2.0,1.0,1.0,4.0,8.0,3.0,1.0,,,,2.0,1.0,2.0,3.0,,1.0,2.0,3.0,2.0,1.0,1.0,,1.0,2.0,1.0,1.0,,,,,,,,,,
