match_id,side,team,player_name,player_slug,player_shortName,player_position,player_jerseyNumber,player_height,player_userCount,player_gender,player_id,player_marketValueCurrency,player_dateOfBirthTimestamp,position,shirtNumber,jerseyNumber,substitute,stat_totalPass,stat_accuratePass,stat_totalLongBalls,stat_accurateOwnHalfPasses,stat_totalOwnHalfPasses,stat_totalOppositionHalfPasses,stat_aerialWon,stat_duelWon,stat_ballRecovery,stat_savedShotsFromInsideTheBox,stat_penaltySave,stat_penaltyFaced,stat_saves,stat_minutesPlayed,stat_touches,stat_rating,stat_possessionLostCtrl,stat_expectedGoals,stat_expectedGoalsOnTarget,stat_expectedAssists,stat_totalShots,stat_goalsPrevented,player_firstName,player_lastName,stat_accurateLongBalls,stat_accurateOppositionHalfPasses,stat_totalCross,stat_accurateCross,stat_duelLost,stat_challengeLost,stat_dispossessed,stat_totalContest,stat_wonContest,stat_totalClearance,stat_interceptionWon,stat_totalTackle,stat_wonTackle,stat_unsuccessfulTouch,stat_wasFouled,stat_fouls,stat_totalOffside,stat_keyPass,captain,stat_aerialLost,stat_errorLeadToAShot,player_sofascoreId,stat_onTargetScoringAttempt,stat_goals,stat_bigChanceCreated,stat_shotOffTarget,stat_penaltyConceded,stat_penaltyWon,stat_bigChanceMissed,stat_blockedScoringAttempt,stat_lastManTackle,stat_goalAssist,stat_hitWoodwork,stat_goodHighClaim,stat_outfielderBlock,stat_penaltyMiss
10388231,home,RB Leipzig,Janis Blaswich,janis-blaswich,J. Blaswich,G,28,193,639,M,96832,EUR,673142400,G,21,21,False,42.0,39.0,2.0,39.0,40.0,2.0,1.0,1.0,7.0,2.0,1.0,1.0,3.0,90.0,50.0,7.9,3.0,0.0,0.0,0.00017916,0,1.4854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10388231,home,RB Leipzig,Benjamin Henrichs,benjamin-henrichs,B. Henrichs,D,39,182,1142,M,319857,EUR,856656000,D,39,39,False,52.0,47.0,3.0,16.0,19.0,37.0,,6.0,7.0,,,,,90.0,74.0,7.3,12.0,0.0,0.0,0.160539,0,,,,1.0,32.0,4.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,
10388231,home,RB Leipzig,Willi Orbán,willi-orban,W. Orbán,D,4,186,3115,M,136924,EUR,720748800,D,4,4,False,102.0,98.0,3.0,72.0,75.0,27.0,1.0,2.0,6.0,,,,,90.0,110.0,6.7,5.0,0.0,0.0,0.0119679,0,,,,2.0,26.0,,,4.0,1.0,,2.0,1.0,2.0,1.0,,,,,,,,True,2.0,1.0,,,,,,,,,,,,,,,
10388231,home,RB Leipzig,Joško Gvardiol,josko-gvardiol,J. Gvardiol,D,24,186,50096,M,964994,EUR,1011744000,D,32,32,False,107.0,101.0,11.0,67.0,68.0,40.0,,5.0,7.0,,,,,90.0,116.0,8.3,7.0,0.7151,0.6031,0.0359869,1,,,,9.0,34.0,1.0,,2.0,1.0,,3.0,3.0,,,2.0,1.0,,,,,,,1.0,,JGvardiol,1.0,1.0,,,,,,,,,,,,
10388231,home,RB Leipzig,David Raum,david-raum,D. Raum,D,22,180,2192,M,856076,EUR,893203200,D,22,22,False,55.0,48.0,2.0,19.0,22.0,41.0,,1.0,8.0,,,,,77.0,75.0,6.6,15.0,0.02,0.0,0.260909,1,,,,,31.0,8.0,2.0,2.0,,,2.0,1.0,,,,,,,1.0,1.0,2.0,,,,,,,1.0,1.0,1.0,,,,,,,,,
10388231,home,RB Leipzig,Konrad Laimer,konrad-laimer,K. Laimer,D,27,180,7452,M,355492,EUR,864691200,M,27,27,False,96.0,85.0,3.0,41.0,42.0,55.0,,5.0,9.0,,,,,87.0,109.0,7.3,14.0,0.0,0.0,0.103816,0,,,,2.0,44.0,1.0,,2.0,1.0,,1.0,1.0,,1.0,4.0,2.0,1.0,,1.0,,1.0,,,,KonradLaimer,,,,,,,,,,,,,,
10388231,home,RB Leipzig,Amadou Haidara,amadou-haidara,A. Haidara,M,21,174,6620,M,822708,EUR,886204800,M,8,8,False,70.0,53.0,5.0,18.0,21.0,49.0,2.0,5.0,4.0,,,,,87.0,81.0,7.1,19.0,0.0,0.0,0.0558253,0,,,,2.0,35.0,,,4.0,1.0,1.0,1.0,,,4.0,1.0,,,2.0,,,,,1.0,,amadou_haidara04,,,,,,1.0,,,,,,,,
10388231,home,RB Leipzig,Dominik Szoboszlai,dominik-szoboszlai,D. Szoboszlai,M,8,187,77008,M,869856,EUR,972432000,M,17,17,False,65.0,57.0,5.0,16.0,18.0,51.0,,4.0,5.0,,,,,90.0,81.0,7.5,14.0,0.5145,0.9815,0.117808,2,,,,4.0,42.0,4.0,1.0,2.0,,1.0,1.0,1.0,,2.0,2.0,1.0,1.0,1.0,1.0,,3.0,,,,DomSzobo,2.0,,,,,,1.0,,,,,,,
10388231,home,RB Leipzig,Timo Werner,timo-werner,T. Werner,F,36,180,18941,M,232306,EUR,826070400,M,11,11,False,39.0,33.0,1.0,5.0,7.0,33.0,,2.0,4.0,,,,,76.0,54.0,7.6,9.0,0.2098,0.3216,0.0845065,4,,,,1.0,28.0,1.0,,3.0,1.0,1.0,3.0,2.0,1.0,1.0,,,,,,1.0,,,,,timowerner,3.0,1.0,,,,,,1.0,,,,,,
10388231,home,RB Leipzig,André Silva,andre-silva,A. Silva,F,9,185,5788,M,190159,EUR,815616000,F,19,19,False,23.0,18.0,,2.0,2.0,21.0,1.0,8.0,1.0,,,,,90.0,45.0,7.3,14.0,0.0747,0.1387,0.0701799,2,,,,,16.0,,,6.0,1.0,3.0,2.0,1.0,,,3.0,2.0,5.0,3.0,1.0,,2.0,,,,andresilva9,1.0,,1.0,,,,,1.0,1.0,,,,,
